parsing_atom_head,parsing_atom_dependent,position
po/lewn_N----GPF,pe/nte_A----GPF,before
po/lin_N----ASF,*galilai/as_N----GSF,after
po/lin_N----ASF,kaloume/nhn_V-PPPASF,after
po/das_N----APM,mou_E----GS-,before
po/des_N----NPM,eu)aggelizome/nwn_V-PMPGPM,after
podw=n_N----GPM,au)tou=_E----GSM,after
pra=gma_N----ASN,tou=to_M----ASN,after
prasiai/_N----NPF,prasiai/_N----NPF,after
pro/bata_N----APN,mou_E----GS-,after
propa/tora_N----ASM,h(mw=n_E----GP-,after
propa/tora_N----ASM,kata/_P-------,after
rabbouni_N----VSM,le/getai_V3PPI-S-,after
r(h=ma_N----ASN,e)la/lhse(n)_V3AAI-S-,after
r(h=ma_N----NSN,eu)aggelisqe/n_V-APPNSN,after
*samouh/l_N----GSM,profh/tou_N----GSM,after
sa/rka_N----ASF,mi/an_A----ASF,after
sa/rc_N----NSF,mi/a_A----NSF,after
shmei=a_N----APN,toiau=ta_M----APN,before
*si/mwn_N----NSM,*pe/tros_N----NSM,after
*si/mwn_N----VSM,*)iwa/nnou_N----GSM,after
*si/mwna_N----ASM,*pe/tron_N----ASM,after
ska/ndalon_N----NSN,staurou=_N----GSM,after
*skeua=_N----GSM,a)rxiere/ws_N----GSM,after
*skeua=_N----GSM,*)ioudai/ou_A----GSM,after
*skeua=_N----GSM,tino/s_I----GSM,before
sofi/an_N----ASF,ko/smou_N----GSM,after
spe/rma_N----NSN,*)abraa/m_N----GSM,after
spe/rmatos_N----GSN,*)abraa/m_N----GSM,after
sph/laion_N----ASN,lh|stw=n_N----GPM,after
spuri/das_N----APF,e(pta/_A----APF,before
spuri/das_N----APF,po/sas_A----APF,before
sto/matos_N----GSN,au)tou=_E----GSM,after
sto/matos_N----GSN,kai/_C-------,after
stratiw/ths_N----NSM,*)ihsou=_N----GSM,after
stratiw/ths_N----NSM,kalo/s_A----NSM,before
strouqi/a_N----NPN,du/o_A----NPN,before
strouqi/a_N----NPN,pe/nte_A----NPN,before
strouqi/wn_N----GPN,pollw=n_A----GPN,before
sugkata/qesis_N----NSF,meta/_P-------,after
sugkata/qesis_N----NSF,naw=|_N----DSM,after
sugkoinwno/s_N----NSM,au)tou=_E----GSN,after
suzhthth/s_N----NSM,ai)w=nos_N----GSM,after
su=ka_N----APN,a)po/_P-------,after
su/mboulos_N----NSM,au)tou=_E----GSM,after
sunagwgai=s_N----DPF,au)tw=n_E----GPM,after
sunagwga/s_N----APF,*)ioudai/as_N----GSF,after
sunagwgh=|_N----DSF,e)n_P-------,after
sw=ma_N----ASN,au)tou=_E----GSM,after
sw=ma_N----NSN,e(/n_A----NSN,before
sw=ma_N----NSN,*xristou=_N----GSM,after
sw=ma_N----NSN,yuxiko/n_A----NSN,after
sw/mata_N----NPN,u(mw=n_E----GP-,after
sw/matos_N----GSN,au)tou=_E----GSM,after
tei/xh_N----NPN,*)ierixw/_N----GSF,after
tekni/a_N----VPN,mou_E----GS-,after
te/kna_N----NPN,a)delfh=s_N----GSF,after
te/kna_N----APN,du/o_A----APN,after
te/kna_N----NPN,qeou=_N----GSM,after
te/kna_N----NPN,paidi/skhs_N----GSF,before
te/kna_N----APN,u(mw=n_E----GP-,after
te/knwn_N----GPN,au)th=s_E----GSF,after
te/knwn_N----GPN,pa/ntwn_A----GPN,before
te/los_N----NSN,pa/ntwn_A----GPN,before
telw=nai_N----NPM,kai/_B-------,before
to/pon_N----ASM,e)/rhmon_A----ASM,before
to/pon_N----ASM,e(/teron_A----ASM,before
to/pon_N----ASM,pa/nta_A----ASM,before
to/pon_N----ASM,perixw/rou_A----GSF,after
tro/pon_N----ASM,pa/nta_A----ASM,before
u(/dwr_N----ASN,gluku/_A----ASN,before
ui(e/_N----VSM,*daui/d_N----GSM,after
ui(oi/_N----NPM,*)abraa/m_N----GSM,after
ui(oi/_N----NPM,e(pta/_A----NPM,before
ui(oi/_N----NPM,qeou=_N----GSM,after
ui(oi/_N----NPM,*skeua=_N----GSM,before
ui(o/n_N----ASM,a)gaphto/n_A----ASM,after
ui(o/n_N----ASM,mou_E----GS-,after
ui(o/n_N----ASM,sou_E----GS-,after
ui(o/s_N----NSM,a)nqrw/pou_N----GSM,after
ui(o/s_N----NSM,au)tou=_E----GSM,any
ui(o/s_N----NSM,qeou=_N----GSM,after
ui(o/s_N----NSM,ou(=_R----GSM,before
ui(o/s_N----NSM,ou(=tos_M----NSM,before
ui(o/s_N----NSM,sou_E----GS-,after
ui(o/s_N----NSM,te/ktonos_N----GSM,before
ui(o/s_N----NSM,ti/nos_I----GSM,before
ui(ou=_N----GSM,*)abraa/m_N----GSM,after
ui(ou=_N----GSM,*daui/d_N----GSM,after
ui(ou/s_N----APM,du/o_A----APM,before
ui(w=n_N----GPM,au)tw=n_E----GPM,after
u(pomonh=|_N----DSF,u(mw=n_E----GP-,after
fane/rwsis_N----NSF,pneu/matos_N----GSN,after
*farisai=oi_N----NPM,kai/_B-------,before
fh/mh_N----NSF,au(/th_M----NSF,after
fh/mh_N----NSF,peri/_P-------,after
filh/mati_N----DSN,a)ga/phs_N----GSF,after
filh/mati_N----DSN,a(gi/w|_A----DSN,any
fi/loi_A----NPM,mou_E----GS-,after
fo/bos_N----NSM,qeou=_N----GSM,after
fu/rama_N----ASN,o(/lon_A----ASN,before
fwna/s_N----APF,e(autw=n_E----GPF,before
fwnh/_N----NSF,kai/_C-------,after
fwnh=|_N----DSF,mega/lh|_A----DSF,after
fwnh/n_N----ASF,mega/lhn_A----ASF,after
fw=s_N----NSN,e)n_P-------,after
fw=s_N----NSN,ko/smou_N----GSM,after
xara/_N----NSF,e)mh/_A----NSF,after
xara/n_N----ASF,mega/lhn_A----ASF,after
xa/ris_N----NSF,dia/_P-------,after
xa/ris_N----NSF,e)pi/_P-------,after
xa/ris_N----NSF,*)ihsou=_N----GSM,after
xa/ris_N----NSF,para/_P-------,after
xa/ris_N----NSF,poi/a_A----NSF,before
xari/smata_N----APN,i)ama/twn_N----GPN,after
xari/smata_N----APN,mei/zona_A----APN,after
xei/r_N----NSF,kuri/ou_N----GSM,after
xei/r_N----NSF,mou_E----GS-,after
xei=ras_N----APF,au)tw=n_E----GPM,after
xei=ras_N----APF,qeou=_N----GSM,after
xeiri/_N----DSF,e)mh=|_A----DSF,before
xeiri/_N----DSF,*pau/lou_N----GSM,after
xh/ras_N----APF,xh/ras_N----APF,after
xh/ras_N----APF,o)/ntws_B-------,before
xoi/rwn_N----GPM,pollw=n_A----GPM,after
xo/rtos_N----NSM,polu/s_A----NSM,after
xrei/an_N----ASF,au)tou=_E----GSM,before
xrei/an_N----ASF,marturi/as_N----GSF,before
*xristo/n_N----ASM,qeou=_N----GSM,after
*xristo/s_N----NSM,a)parxh/_N----NSF,after
*xristo/s_N----NSM,e)moi/_E----DS-,before
xro/non_N----ASM,o)li/gon_A----ASM,after
yuxa/s_N----APF,u(mw=n_E----GP-,after
yuxh/_N----NSF,mou_E----GS-,after
yuxh/n_N----ASF,mou_E----GS-,after
yuxh/n_N----ASF,sou_E----GS-,after
yuxh=s_N----GSF,au)tou=_E----GSM,after
yuxw=n_N----GPF,u(mw=n_E----GP-,after
w(/ra_N----NSF,e(/kth_A----NSF,after
w(/ra_N----NSF,mou_E----GS-,after
w(/ra_N----NSF,tri/th_A----NSF,after
w(=rai_N----NPF,dw/deka_A----NPF,before
w(=rai_N----NPF,h(me/ras_N----GSF,after
w(/ran_N----ASF,kai/_C-------,before
w(/ran_N----ASF,e(ndeka/thn_A----ASF,before
w(/ran_N----ASF,mi/an_A----ASF,before
w(/ran_N----ASF,pa=san_A----ASF,before
w(/ran_N----ASF,tau/thn_M----ASF,after
w(/ras_N----GSF,e)kei/nhs_M----GSF,after
w(/ras_N----GSF,tau/ths_M----GSF,after
w)=ta_N----APN,a)kou/ein_V-PAN---,after
a)po/_P-------,kai/_B-------,before
e)k_P-------,*narki/ssou_N----GSM,after
e)k_P-------,o)/ntas_V-PAPAPM,after
e)/swqen_B-------,kai/_B-------,before
meta/_P-------,e)n_P-------,after
meta/_P-------,pa/ntes_A----NPM,after
au(/th_M----NSF,xara/_N----NSF,after
au)toi/_E----NPM,kai/_B-------,before
au)to/n_E----ASM,dedeme/non_V-RPPASM,after
au)to/n_E----ASM,tuflo/n_A----ASM,after
au)to/s_E----NSM,prw=tos_A----NSM,after
au)tou=_E----GSM,tina/_I----ASM,before
au)tw=|_E----DSM,ei)s_P-------,after
au)tw=|_E----DSM,e)/labe(n)_V3AAI-S-,after
au)tw=|_E----DSM,kai/_C-------,any
e)gw/_E----NS-,gra/yas_V-AAPNSM,after
e)gw/_E----NS-,lalw=n_V-PAPNSM,after
e)gw/_E----NS-,*te/rtios_N----NSM,after
e)kei=non_M----ASM,a)pe/qane(n)_V3AAI-S-,after
h(mei=s_E----NP-,kai/_B-------,before
ka)gw/_E----NS-,*)iwa/nnhs_N----NSM,after
oi(=on_R----NSN,o(/ti_C-------,after
ou(=toi_M----NPM,a)/gontai_V3PPI-P-,before
ou(=toi_M----NPM,e)k_P-------,before
ou(=tos_M----NSM,li/mnh_N----NSF,after
ou(=tos_M----NSM,u(pomei/nas_V-AAPNSM,before
se_E----AS-,a(/gios_A----NSM,after
se_E----AS-,ei)=_V2PAI-S-,after
su/_E----NS-,a)ntapokrino/menos_V-PMPNSM,after
su/_E----NS-,kai/_B-------,before
su/_E----NS-,kri/nwn_V-PAPNSM,after
tau=ta_M----NPN,pa/nta_A----NPN,after
tau=ta_M----APN,pa/nta_A----APN,any
ti\_I----NSN,a)gaqo/n_A----NSN,after
ti/_I----NSN,moi_E----DS-,after
ti/_I----NSN,pro/s_P-------,after
ti/_I----ASN,a)nta/llagma_N----ASN,after
ti/_I----ASN,e)/labes_V2AAI-S-,after
ti/_I----ASN,kako/n_A----ASN,after
ti\_I----ASN,peraite/rw_B-------,after
ti\_I----ASN,prosfa/gion_N----ASN,after
tina/_I----ASM,a)pe/stalka_V1RAI-S-,after
ti/na_I----ASM,profhtw=n_N----GPM,after
tine/s_I----NPM,grammate/wn_N----GPM,after
tine/s_I----NPM,e)k_P-------,before
tine/s_I----NPM,paresthko/twn_V-RAPGPM,after
tine/s_I----NPM,pisteu/ousi(n)_V3PAI-P-,after
ti/nos_I----GSM,au)tw=n_E----GPM,after
ti/nos_I----GSM,e(pta/_A----GPM,after
ti/s_I----NSM,au)tw=n_E----GPM,after
ti\s_I----NSM,basiliko/s_A----NSM,after
ti/s_I----NSM,e)k_P-------,after
ti\s_I----NSM,e)n_P-------,after
ti\s_I----NSM,h)sqe/nei_V3IAI-S-,after
ti/s_I----NSM,sumbiba/sei_V3FAI-S-,after
tou=to_M----ASN,eu)sebei=te_V2PAI-P-,before
tou=to_M----NSN,o(/lon_A----NSN,after
tou/tois_M----DPN,pa=si(n)_A----DPN,after
tou=ton_M----ASM,kai/_B-------,before
tou/tw|_M----DSN,e)klh/qh_V3API-S-,before
tou/tw|_M----DSM,kai/_B-------,before
tou/tw|_M----DSM,po/qen_B-------,before
tou/twn_M----GPN,pa/ntwn_A----GPN,before
u(ma=s_E----AP-,dw/deka_A----APM,after
u(mei=s_E----NP-,kai/_B-------,before
u(mi=n_E----DP-,e)/qnesi(n)_N----DPN,after
u(mi=n_E----DP-,e)mpeplhsme/noi_V-RPPNPM,after
u(mi=n_E----DP-,e)n_P-------,after
u(mi=n_E----DP-,pa=si(n)_A----DPM,after
u(mi=n_E----DP-,plousi/ois_A----DPM,after
u(mw=n_E----GP-,au)tw=n_E----GPM,after
u(mw=n_E----GP-,pa/ntwn_A----GPM,before
a)ganaktei=n_V-PAN---,peri/_P-------,after
a)gaph/sei_V3FAI-S-,plei=on_A----ASN,before
a)gaph/seis_V2FAI-S-,w(s_P-------,after
a)gapw=_V1PAI-S-,e)n_P-------,after
a)gapw=mai_V1PPI-S-,h(=sson_A----ASN,before
a)gapw=n_V-PAPNSM,perissote/rws_B-------,before
h)gana/kthsan_V3AAI-P-,a)kou/santes_V-AAPNPM,before
h)gana/kthsan_V3AAI-P-,peri/_P-------,after
a)gnoei=n_V-PAN---,peri/_P-------,before
a)/gesqe_V2PPI-P-,pneu/mati_N----DSN,before
a)/gontai_V3PPI-P-,pneu/mati_N----DSN,before
h)/gonto_V3IPI-P-,a)naireqh=nai_V-APN---,after
a)dikhqh=|_V3APS-S-,e)k_P-------,after
h)di/khsa_V1AAI-S-,ou)de/n_A----ASN,before
ai)/retai_V3PPI-S-,a)po/_P-------,after
ai)ro/menon_V-PPPASM,u(po/_P-------,after
h)=ran_V3AAI-P-,spuri/das_N----APF,after
ai)th/sei_V3FAI-S-,kai/_B-------,before
h)kolou/qei_V3IAI-S-,a)nasta/s_V-AAPNSM,before
h)kolou/qei_V3IAI-S-,doca/zwn_V-PAPNSM,after
h)kolou/qei_V3IAI-S-,e)gerqei/s_V-APPNSM,before
h)kolou/qei_V3IAI-S-,e)n_P-------,after
h)kolou/qei_V3IAI-S-,katalipw/n_V-AAPNSM,before
h)kolou/qhsan_V3AAI-P-,a)fe/ntes_V-AAPNPM,before
h)kolou/qhsan_V3AAI-P-,gno/ntes_V-AAPNPM,before
h)kolou/qhsan_V3AAI-P-,e)mba/nti_V-AAPDSM,before
h)kolou/qhsan_V3AAI-P-,eu)qe/ws_B-------,before
h)kolou/qhsan_V3AAI-P-,eu)qu/s_B-------,before
h)kolou/qhsan_V3AAI-P-,kataba/ntos_V-AAPGSM,before
h)kolou/qhse(n)_V3AAI-S-,a)nasta/s_V-AAPNSM,before
h)kolou/qhse(n)_V3AAI-S-,e)kporeuome/nwn_V-PMPGPM,before
a)kou/ete_V2PAI-P-,e)/xontes_V-PAPNPM,before
a)kou/sh|_V2FMI-S-,au)/rion_B-------,before
a)kou/sontai_V3FMI-P-,pa/ntws_B-------,before
a)kou/swsi(n)_V3AAS-P-,pw=s_B-------,before
a)kou/swsi(n)_V3AAS-P-,xwri/s_P-------,after
a)kou/w_V1PAI-S-,peri/_P-------,after
h)/koue(n)_V3IAI-S-,h(de/ws_B-------,after
h)kou/samen_V1AAI-P-,a)po/_P-------,after
h)kou/sate_V2AAI-P-,nu=n_B-------,before
a(lisqh/setai_V3FPI-S-,puri/_N----DSN,before
a(marth/sasi(n)_V-AAPDPM,e)/pese(n)_V3AAI-S-,after
h)mfiesme/non_V-RPPASM,e)n_P-------,before
a)ne/bleye(n)_V3AAI-S-,eu)qu/s_B-------,before
a)ne/bleye(n)_V3AAI-S-,paraxrh=ma_B-------,before
a)ne/bleye(n)_V3AAI-S-,pw=s_B-------,before
a)naginw/skeis_V2PAI-S-,pw=s_B-------,before
a)ne/gnwte_V2AAI-P-,ou)de/pote_B-------,before
a)naireqh=nai_V-APN---,su/n_P-------,before
a)nei=le(n)_V3AAI-S-,maxai/rh|_N----DSF,after
a)ne/pesan_V3AAI-P-,kai/_C-------,after
a)ne/pesan_V3AAI-P-,prasiai/_N----NPF,after
a)nexw/rhse(n)_V3AAI-S-,a)kou/sas_V-AAPNSM,before
a)nexw/rhse(n)_V3AAI-S-,gnou/s_V-AAPNSM,before
a)nei/xesqe_V2IMI-P-,mikro/n_A----ASN,after
a)ne/comai_V1FMI-S-,e(/ws_P-------,before
a)ne/xesqe_V2PMI-P-,kai/_B-------,before
a)nh=ke(n)_V3IAI-S-,e)n_P-------,after
a)nasta/s_V-AAPNSM,a)po/_P-------,after
a)nastw=si(n)_V3AAS-P-,e)n_P-------,before
h)new/|xqhsan_V3API-P-,pw=s_B-------,before
h)/noice(n)_V3AAI-S-,pw=s_B-------,before
a)ntapokriqh=nai_V-APN---,pro/s_P-------,after
a)ph/ggeilan_V3AAI-P-,peri/_P-------,after
a)ph/ggeile(n)_V3AAI-S-,parageno/menos_V-AMPNSM,before
a)pekdexo/meqa_V1PMI-P-,dia/_P-------,before
a)pekdexo/meqa_V1PMI-P-,e)k_P-------,before
a)pekdexo/meqa_V1PMI-P-,pneu/mati_N----DSN,before
a)ph/lase(n)_V3AAI-S-,a)po/_P-------,after
a)pelqw/n_V-AAPNSM,pa/lin_B-------,before
a)ph=lqe(n)_V3AAI-S-,a)nasta/s_V-AAPNSM,before
a)ph=lqe(n)_V3AAI-S-,a)potaca/menos_V-AMPNSM,before
a)ph=lqe(n)_V3AAI-S-,a)fei/s_V-AAPNSM,before
a)ph=lqe(n)_V3AAI-S-,e)gerqei/s_V-APPNSM,before
a)ph=lqe(n)_V3AAI-S-,e)mba/s_V-AAPNSM,before
a)ph=lqe(n)_V3AAI-S-,katalipw/n_V-AAPNSM,before
a)ph=lqe(n)_V3AAI-S-,meta/_P-------,after
a)ph=lqe(n)_V3AAI-S-,metamelhqei/s_V-APPNSM,before
a)ph=lqe(n)_V3AAI-S-,proseu/casqai_V-AMN---,after
a)ph=lqe(n)_V3AAI-S-,u(/steron_A----ASN,before
a)ph=lqan_V3AAI-P-,a)fe/ntes_V-AAPNPM,before
a)ph=lqon_V3AAI-P-,a)fe/ntes_V-AAPNPM,before
a)ph=lqon_V3AAI-P-,e)n_P-------,after
a)ph=lqon_V3AAI-P-,kata/_P-------,after
a)ph=lqon_V3AAI-P-,pa/lin_B-------,after
a)pede/canto_V3AMI-P-,a)sme/nws_B-------,before
a)pede/canto_V3AMI-P-,genome/nwn_V-AMPGPM,before
a)podiori/zontes_V-PAPNPM,e)/xontes_V-PAPNPM,after
a)podiori/zontes_V-PAPNPM,yuxikoi/_A----NPM,after
a)pe/qane(n)_V3AAI-S-,u(pe/r_P-------,before
a)poqnh/|skein_V-PAN---,qana/tw|_N----DSM,before
a)poqnh/|skomen_V1PAI-P-,au)/rion_B-------,before
a)pokatastaqw=_V1APS-S-,ta/xion_A----ASN,before
a)pokatastaqw=_V1APS-S-,u(mi=n_E----DP-,after
a)poko/yontai_V3FMI-P-,kai/_B-------,before
a)pekri/qh_V3API-S-,ou)ke/ti_B-------,before
a)pekri/qhs_V2API-S-,o)rqw=s_B-------,before
a)pe/kteinan_V3AAI-P-,labo/ntes_V-AAPNPM,before
a)pe/lipon_V1AAI-S-,e)n_P-------,after
a)pe/lue(n)_V3IAI-S-,au)toi=s_E----DPM,after
a)pe/lue(n)_V3IAI-S-,kata/_P-------,before
a)pe/lusan_V3AAI-P-,kai/_C-------,before
a)pe/lusan_V3AAI-P-,to/te_B-------,before
a)pe/luse(n)_V3AAI-S-,ei)pw/n_V-AAPNSM,before
a)polu/sw_V1FAI-S-,paideu/sas_V-AAPNSM,before
a)polei=sqe_V2FMI-P-,o(moi/ws_B-------,before
a)polei=sqe_V2FMI-P-,w(sau/tws_B-------,before
a)po/llue_V2PAM-S-,brw/mati_N----DSN,before
a)pestalme/noi_V-RPPNPM,e)k_P-------,after
a)poste/llw_V1PAI-S-,w(s_P-------,after
a)posterei=sqe_V2PPI-P-,dia/_P-------,before
a)posterei=sqe_V2PPI-P-,ma=llon_B-------,before
a)ph/negke(n)_V3AAI-S-,e)n_P-------,after
h)/reskon_V1IAI-S-,e)/ti_B-------,before
h)rnei=to_V3IMI-S-,pa/lin_B-------,before
h)rnh/sato_V3AMI-S-,pa/lin_B-------,before
h)/rcanto_V3AMI-P-,a)kou/santes_V-AAPNPM,before
h)/rcanto_V3AMI-P-,a)po/_P-------,after
h)/rcato_V3AMI-S-,a)naba/s_V-AAPNSM,before
h)/rcato_V3AMI-S-,proslabo/menos_V-AMPNSM,before
a)sqenou=nta_V-PAPASM,pi/stei_N----DSF,after
h)sqe/nei_V3IAI-S-,e)n_P-------,after
a)spa/zou_V2PMM-S-,kata/_P-------,after
a)spa/sasqe_V2AMM-P-,e)n_P-------,after
a)spa/shsqe_V2AMS-P-,mo/non_A----ASN,after
a)fh=ke(n)_V3AAI-S-,kra/cas_V-AAPNSM,before
a)fi/etai_V3PPI-S-,u(mi=n_E----DP-,after
a)fi/hsi(n)_V3PAI-S-,to/te_B-------,before
a)fu/pnwse(n)_V3AAI-S-,pleo/ntwn_V-PAPGPM,before
e)/balon_V3AAI-P-,diamerizo/menoi_V-PMPNPM,before
baptizo/menoi_V-PPPNPM,u(pe/r_P-------,after
bapti/zontai_V3PPI-P-,kai/_B-------,before
bapti/zontai_V3PPI-P-,ti/_I----ASN,before
bapti/zontai_V3PPI-P-,u(pe/r_P-------,after
baptisqh=nai_V-APN---,e)n_P-------,before
e)bapti/sqhte_V2API-P-,ei)s_P-------,before
e)ba/stasan_V3AAI-P-,pa/lin_B-------,after
blasfhmou=mai_V1PPI-S-,ti/_I----ASN,before
blasfhmou=mai_V1PPI-S-,eu)xaristw=_V1PAI-S-,after
ble/pei_V3PAI-S-,a)/rti_B-------,after
ble/pei_V3PAI-S-,pw=s_B-------,before
ble/pete_V2PAI-P-,e)/xontes_V-PAPNPM,before
e)/blepon_V3IAI-P-,a)porou/menoi_V-PMPNPM,after
e)/blepon_V3IAI-P-,ei)s_P-------,after
e)bo/hse(n)_V3AAI-S-,le/gwn_V-PAPNSM,after
boskome/nh_V-PPPNSF,makra/n_A----ASF,before
e)bouleu/santo_V3AMI-P-,a)po/_P-------,before
gamh/sh|s_V2AAS-S-,kai/_B-------,before
gelw=ntes_V-PAPNPM,nu=n_B-------,after
gege/nnhmai_V1RPI-S-,kai/_B-------,before
gennhqh=nai_V-APN---,a)/nwqen_B-------,after
ge/gona_V1RAI-S-,a)lhqeu/wn_V-PAPNSM,after
gi/netai_V3PMI-S-,e)k_P-------,before
gi/netai_V3PMI-S-,e)n_P-------,before
gi/netai_V3PMI-S-,metatiqeme/nhs_V-PPPGSF,before
e)ge/neto_V3AMI-S-,dia/_P-------,any
e)ge/neto_V3AMI-S-,e)moi/_E----DS-,before
e)ge/neto_V3AMI-S-,e)n_P-------,after
e)ge/neto_V3AMI-S-,pa/lin_B-------,before
e)ge/neto_V3AMI-S-,pro/s_P-------,after
e)ge/neto_V3AMI-S-,xwri/s_P-------,before
e)genh/qh_V3API-S-,a)kou/sas_V-AAPNSM,before
ginw/meqa_V1PMS-P-,prokalou/menoi_V-PMPNPM,after
ginw/skeis_V2PAI-S-,po/qen_B-------,before
ginw/skete_V2PAI-P-,dia/_P-------,before
gnw/somai_V1FMI-S-,kata/_P-------,before
e)gnw/kamen_V1RAI-P-,nu=n_B-------,before
ge/graptai_V3RPI-S-,e)n_P-------,before
gra/yas_V-AAPNSM,e)n_P-------,after
e)/graya_V1AAI-S-,gra/mmasi(n)_N----DPN,before
e)/graya_V1AAI-S-,peri/_P-------,after
e)/graya_V1AAI-S-,xeiri/_N----DSF,after
e)/graye(n)_V3AAI-S-,ai)th/sas_V-AAPNSM,before
e)/graye(n)_V3AAI-S-,le/gwn_V-PAPNSM,after
grhgorh=sai_V-AAN---,w(/ran_N----ASF,before
goggu/zete_V2PAM-P-,meta/_P-------,after
dei/knumi_V1PAI-S-,e)/ti_B-------,before
e)/deice(n)_V3AAI-S-,ei)pw/n_V-AAPNSM,before
diakonei/twsan_V3PAM-P-,ei)=ta_B-------,before
diakonei/twsan_V3PAM-P-,o)/ntes_V-PAPNPM,after
diakri/nanta_V-AAPASM,mhde/n_A----ASN,before
dialogi/zesqe_V2PMI-P-,ti/_I----ASN,before
dielogi/zonto_V3IMI-P-,e)n_P-------,after
dielogi/zonto_V3IMI-P-,le/gontes_V-PAPNPM,after
diarpa/sei_V3FAI-S-,to/te_B-------,before
diapera/santes_V-AAPNPM,e)pi/_P-------,after
diepri/onto_V3IPI-P-,kai/_C-------,before
diatri/bontes_V-PAPNPM,e)n_P-------,before
diatri/bontes_V-PAPNPM,h(me/ras_N----APF,after
die/tribon_V3IAI-P-,su/n_P-------,after
die/tribon_V3IAI-P-,xro/non_N----ASM,after
diafe/rei_V3PAI-S-,po/sw|_A----DSN,before
dida/skein_V-PAN---,pa/lin_B-------,before
dida/skein_V-PAN---,para/_P-------,after
dida/skwn_V-PAPNSM,e)n_P-------,any
e)di/daske(n)_V3IAI-S-,docazo/menos_V-PPPNSM,after
e)di/daske(n)_V3IAI-S-,ei)s_P-------,after
e)di/daske(n)_V3IAI-S-,e)n_P-------,after
e)di/daske(n)_V3IAI-S-,eu)qu/s_B-------,before
e)di/daske(n)_V3IAI-S-,sa/bbasi(n)_N----DPN,before
de/dotai_V3RPI-S-,a)nti/_P-------,before
di/dotai_V3PPI-S-,pro/s_P-------,after
e)dw/kamen_V1AAI-P-,dia/_P-------,after
e)/dwkas_V2AAI-S-,dia/_P-------,before
e)/dwke(n)_V3AAI-S-,e(/ws_P-------,after
e)/dwke(n)_V3AAI-S-,i)dw/n_V-AAPNSM,before
e)/dwke(n)_V3AAI-S-,meta/_P-------,before
dih=lqon_V3AAI-P-,eu)aggelizo/menoi_V-PMPNPM,after
dih/rxeto_V3IMI-S-,ei)selqw/n_V-AAPNSM,before
dih/rxonto_V3IMI-P-,e)cerxo/menoi_V-PMPNPM,before
dih/rxonto_V3IMI-P-,kai/_C-------,after
dih/rxonto_V3IMI-P-,kata/_P-------,after
dihgh/santo_V3AMI-P-,u(postre/yantes_V-AAPNPM,before
dikaiou=sqai_V-PPN---,pi/stei_N----DSF,after
dikaiou=sqai_V-PPN---,xwri/s_P-------,after
dikaiou=sqe_V2PPI-P-,e)n_P-------,before
diw/komai_V1PPI-S-,e)/ti_B-------,before
diw/komai_V1PPI-S-,ti/_I----ASN,before
e)do/koun_V3IAI-P-,kai/_C-------,before
dokimaze/sqwsan_V3PPM-P-,prw=ton_A----ASN,after
e)gh/gertai_V3RPI-S-,e)k_P-------,after
e)gh/gertai_V3RPI-S-,nuni/_B-------,before
h)/geiran_V3AAI-P-,le/gontes_V-PAPNPM,after
h)/geiran_V3AAI-P-,proselqo/ntes_V-AAPNPM,before
e)dikaiw/qh_V3API-S-,a)po/_P-------,after
dokei=te_V2PAI-P-,pa/lai_B-------,before
docazo/menos_V-PPPNSM,u(po/_P-------,after
doca/sei_V3FAI-S-,qana/tw|_N----DSM,before
du/nasqe_V2PMI-P-,e)/ti_B-------,before
du/nasqe_V2PMI-P-,nu=n_B-------,before
du/nasqe_V2PMI-P-,pw=s_B-------,before
du/natai_V3PMI-S-,pw=s_B-------,before
h)dunh/qhsan_V3API-P-,dia/_P-------,after
e)gei/retai_V3PPI-S-,e)k_P-------,before
e)gei/rontai_V3PPI-P-,o(/lws_B-------,before
e)gkakh/shte_V2AAS-P-,kalopoiou=ntes_V-PAPNPM,after
e)gkale/sei_V3FAI-S-,kata/_P-------,after
e)gkate/lipes_V2AAI-S-,i(nati/_B-------,before
oi)/damen_V1RAI-P-,peri/_P-------,before
ei)=_V2PAI-S-,menou=nge_L-------,before
ei)=_V2PAI-S-,ou)kou=n_B-------,before
ei)mi/_V1PAI-S-,w(s_P-------,after
ei)si/(n)_V3PAI-P-,ou)ke/ti_B-------,before
e)/sesqe_V2FMI-P-,o)/ntws_B-------,before
e)sme/n_V1PAI-P-,nu=n_B-------,before
e)/sontai_V3FMI-P-,dia/_P-------,before
e)/sontai_V3FMI-P-,ou(/tw(s)_B-------,before
e)/stai_V3FMI-S-,genea=|_N----DSF,after
e)/stai_V3FMI-S-,e)n_P-------,before
e)/stai_V3FMI-S-,e)/ti_B-------,after
e)/stai_V3FMI-S-,o(/tan_B-------,before
e)ste/_V2PAI-P-,a)kmh/n_B-------,before
e)ste/_V2PAI-P-,e)k_P-------,after
e)ste/_V2PAI-P-,e)/ti_B-------,before
e)ste/_V2PAI-P-,ti/_I----ASN,before
e)ste/_V2PAI-P-,ou(/tw(s)_B-------,before
e)sti/(n)_V3PAI-S-,a)pe/nanti_P-------,after
e)sti/(n)_V3PAI-S-,au)tw=|_E----DSM,before
e)sti/(n)_V3PAI-S-,po/qen_B-------,before
e)sti/(n)_V3PAI-S-,pw=s_B-------,before
e)sti/(n)_V3PAI-S-,u(mi=n_E----DP-,before
