parsing_atom_head,parsing_atom_dependent,position
h)=san_V3IAI-P-,o)fqalmoi/_N----NPM,after
h)=san_V3IAI-P-,pa/ntes_A----NPM,after
h)=san_V3IAI-P-,pe/nte_A----NPF,before
h)=san_V3IAI-P-,ui(oi/_N----NPM,after
h)=san_V3IAI-P-,fago/ntes_V-AAPNPM,after
o)/ntwn_V-PAPGPM,h(mw=n_E----GP-,after
w)=_V1PAS-S-,ka)gw/_E----NS-,before
ei)sh=lqe(n)_V3AAI-S-,daimo/nia_N----NPN,after
ei)sh=lqe(n)_V3AAI-S-,dialogismo/s_N----NSM,after
ei)sh=lqe(n)_V3AAI-S-,*satana=s_N----NSM,after
e)kba/llei_V3PAI-S-,pneu=ma_N----NSN,before
e)kba/llein_V-PAN---,me_E----AS-,after
e)ce/balon_V3AAI-P-,oi(_D----NPM,before
e)cekla/sqhsan_V3API-P-,kla/doi_N----NPM,after
e)celeca/mhn_V1AMI-S-,e)gw/_E----NS-,before
e)kpe/ptwke(n)_V3RAI-S-,lo/gos_N----NSM,after
e)kpesei=n_V-AAN---,h(ma=s_E----AP-,before
e)ceplh/ssonto_V3IPI-P-,oi(_D----NPM,before
e(/lkousi(n)_V3PAI-P-,au)toi/_E----NPM,before
e)mba/nti_V-AAPDSM,au)tw=|_E----DSM,after
e)ceplh/ssonto_V3IPI-P-,pa/ntes_A----NPM,after
e)ce/pneuse(n)_V3AAI-S-,*)ihsou=s_N----NSM,before
e)kporeuome/nwn_V-PMPGPM,au)tw=n_E----GPM,after
e)ceporeu/eto_V3IMI-S-,h)=xos_N----NSM,after
e)lattou=sqai_V-PMN---,e)me/_E----AS-,before
e)lehqh/sontai_V3FPI-P-,au)toi/_E----NPM,before
e)le/gxei_V3PAI-S-,ti/s_I----NSM,before
e)leuqerw/sh|_V3AAS-S-,ui(o/s_N----NSM,before
e)lpiou=si(n)_V3FAI-P-,e)/qnh_N----NPN,before
e)mpesou=ntai_V3FMI-P-,a)mfo/teroi_A----NPM,before
e)mfani/zousi(n)_V3PAI-P-,le/gontes_V-PAPNPM,before
e)nergei=tai_V3PMI-S-,qa/natos_N----NSM,before
e)netei/lato_V3AMI-S-,*mwu+sh=s_N----NSM,any
e)nte/llomai_V1PMI-S-,e)gw/_E----NS-,before
e)/celqe_V2AAM-S-,pneu=ma_N----NSN,after
e)celqo/ntes_V-AAPNPM,*farisai=oi_N----NPM,after
e)celqo/ntwn_V-AAPGPM,au)tw=n_E----GPM,after
e)celqw/n_V-AAPNSM,*)ihsou=s_N----NSM,after
e)ch=lqe(n)_V3AAI-S-,spei/rwn_V-PAPNSM,after
e)ch=lqe(n)_V3AAI-S-,fh/mh_N----NSF,any
e)/cesti(n)_V3PAI-S-,a)polu=sai_V-AAN---,after
e)/cesti(n)_V3PAI-S-,qerapeu/ein_V-PAN---,after
e)/cesti(n)_V3PAI-S-,pa/nta_A----NPN,before
e)/cesti(n)_V3PAI-S-,poiei=n_V-PAN---,after
e)couqenei=s_V2PAI-S-,su/_E----NS-,before
e)cousiasqh/somai_V1FPI-S-,e)gw/_E----NS-,before
e)phrw/ta_V3IAI-S-,au)to/s_E----NSM,before
e)phrw/ta_V3IAI-S-,*pila=tos_N----NSM,before
e)phrw/thse(n)_V3AAI-S-,*)ihsou=s_N----NSM,after
e)phrw/thse(n)_V3AAI-S-,*pila=tos_N----NSM,after
e)phrw/twn_V3IAI-P-,maqhtai/_N----NPM,any
e)phrw/twn_V3IAI-P-,o)/xloi_N----NPM,after
e)phrw/twn_V3IAI-P-,strateuo/menoi_V-PMPNPM,after
e)pei=xe(n)_V3IAI-S-,o(_D----NSM,before
e)piginw/skeis_V2PAI-S-,su/_E----NS-,before
e)pikale/shtai_V3AMS-S-,o(/s_R----NSM,before
e)pe/mene(n)_V3IAI-S-,*pe/tros_N----NSM,before
e)pe/pese(n)_V3AAI-S-,fo/bos_N----NSM,before
e)peti/mhse(n)_V3AAI-S-,*)ihsou=s_N----NSM,after
e)pe/treye(n)_V3AAI-S-,*mwu+sh=s_N----NSM,after
e)pitre/petai_V3PPI-S-,le/gein_V-PAN---,after
e)pitre/ph|_V3PAS-S-,qeo/s_N----NSM,after
e)pefw/noun_V3IAI-P-,oi(_D----NPM,before
e)pe/fwske(n)_V3IAI-S-,sa/bbaton_N----NSN,before
e)rga/zetai_V3PMI-S-,a)ga/ph_N----NSF,before
e)reqi/zete_V2PAM-P-,pate/res_N----NPM,before
e)leu/sontai_V3FMI-P-,h(me/rai_N----NPF,after
e)/lqh|_V3AAS-S-,ku/rios_N----NSM,after
e)lqo/ntes_V-AAPNPM,au)toi/_E----NPM,after
e)lqo/ntes_V-AAPNPM,maqhtai/_N----NPM,after
e)lqo/ntes_V-AAPNPM,peri/_P-------,after
e)/rxetai_V3PMI-S-,gunh/_N----NSF,after
e)/rxetai_V3PMI-S-,*)hli/as_N----NSM,after
e)/rxetai_V3PMI-S-,qerismo/s_N----NSM,before
e)/rxetai_V3PMI-S-,ku/rios_N----NSM,before
e)/rxetai_V3PMI-S-,ou)ai/_N-------,any
h)=lqe(n)_V3AAI-S-,o(_D----NSM,before
h)=lqe(n)_V3AAI-S-,fwnh/_N----NSF,after
h)/rxonto_V3IMI-P-,polloi/_A----NPM,before
e)rwta=|_V3PAS-S-,ti\s_I----NSM,before
h)rw/twn_V3IAI-P-,maqhtai/_N----NPM,after
h)rw/twn_V3IAI-P-,*farisai=oi_N----NPM,after
e)sqi/ei_V3PAI-S-,o(_D----NSM,before
eu)qumei=_V3PAI-S-,ti\s_I----NSM,after
eu)logei=tai_V3PPI-S-,e)/latton_A----NSN,before
eu)lo/ghse(n)_V3AAI-S-,*)isaa/k_N----NSM,after
eu)logou=ntai_V3PPI-P-,e)k_P-------,before
eu(re/qh_V3API-S-,*)ihsou=s_N----NSM,after
eu(reqh=|_V3APS-S-,ti\s_I----NSM,before
eu(rhke/nai_V-RAN---,*)abraa/m_N----ASM,after
eu)xaristw=_V1PAI-S-,e)gw/_E----NS-,before
e)fe/sthke(n)_V3RAI-S-,kairo/s_N----NSM,before
ei)=xe(n)_V3IAI-S-,a)/nqrwpos_N----NSM,before
ei)=xe(n)_V3IAI-S-,prw/th_A----NSF,after
e(/cousi(n)_V3FAI-P-,toiou=toi_M----NPM,after
e)/sxon_V3AAI-P-,e(pta/_A----NPM,before
e)/sxon_V3AAI-P-,pa/ntes_A----NPM,before
e)/xei_V3PAI-S-,ku/rios_N----NSM,before
e)/xei_V3PAI-S-,o(/s_R----NSM,before
e)/xei_V3PAI-S-,pisteu/wn_V-PAPNSM,before
e)/xei_V3PAI-S-,tau=ta_M----NPN,before
e)/xei_V3PAI-S-,ti\s_I----NSM,before
e)/xein_V-PAN---,tau=ta_M----APN,before
e)/xeis_V2PAI-S-,su/_E----NS-,before
e)/xomen_V1PAI-P-,h(mei=s_E----NP-,before
e)/xomen_V1PAI-P-,kai/_C-------,before
e)/xomen_V1PAI-P-,pa/ntes_A----NPM,before
e)/xousi(n)_V3PAI-P-,pa/ntes_A----NPM,before
e)xo/ntwn_V-PAPGPM,au)tw=n_E----GPM,after
e)/xw_V1PAI-S-,ka)gw/_E----NS-,before
e)/zhsan_V3AAI-P-,loipoi/_A----NPM,before
zh=|_V3PAI-S-,ui(o/s_N----NSM,before
zh/somen_V1FAI-P-,a)peqa/nomen_V1AAI-P-,before
e)zhtou=men_V1IAI-P-,kai/_C-------,before
zhtei=_V3PAI-S-,ti/s_I----NSM,before
zhtei=tai_V3PPI-S-,i(/na_C-------,after
zhtei/tw_V3PAM-S-,mhdei/s_A----NSM,before
zumoi=_V3PAI-S-,zu/mh_N----NSF,before
h(/kei_V3PAI-S-,w(/ra_N----NSF,after
h(/cei_V3FAI-S-,tau=ta_M----NPN,after
h(su/xasan_V3AAI-P-,oi(_D----NPM,before
e)qambh/qhsan_V3API-P-,a(/pantes_A----NPM,after
e)qambou=nto_V3IPI-P-,maqhtai/_N----NPM,before
e)qau/mazon_V3IAI-P-,*)ioudai=oi_A----NPM,after
e)qau/masan_V3AAI-P-,o)/xloi_N----NPM,after
e)qau/masan_V3AAI-P-,pa/ntes_A----NPM,after
qauma/zein_V-PAN---,*pila=ton_N----ASM,after
qauma/zete_V2PAI-P-,pa/ntes_A----NPM,before
qe/leis_V2PAI-S-,su/_E----NS-,before
qe/lete_V2PAI-P-,u(mei=s_E----NP-,before
qerapeu/sw_V1FAI-S-,e)gw/_E----NS-,before
qu/ein_V-PAN---,o)/xlous_N----APM,before
i)a/qh_V3API-S-,quga/thr_N----NSF,after
i(erosulei=s_V2PAI-S-,bdelusso/menos_V-PMPNSM,before
ei(sth/kei_V3LAI-S-,*)iou/das_N----NSM,after
ei(sth/kei_V3LAI-S-,lao/s_N----NSM,after
ei(sth/kei_V3LAI-S-,*mari/a_N----NSF,before
ei(sth/keisan_V3LAI-P-,kai/_n-------,after
e)/sth_V3AAI-S-,au)to/s_E----NSM,before
e(/sthkas_V2RAI-S-,su/_E----NS-,before
e)/sthsan_V3AAI-P-,oi(_D----NPM,before
staqei/s_V-APPNSM,*)ihsou=s_N----NSM,after
sta/s_V-AAPNSM,*)ihsou=s_N----NSM,after
i)sxu/ei_V3PAI-S-,de/hsis_N----NSF,after
e)kaqari/sqhsan_V3API-P-,de/ka_A----NPM,before
ka/qhtai_V3PMI-S-,gunh/_N----NSF,before
kakopaqei=_V3PAI-S-,ti\s_I----NSM,after
kakw/swn_V-FAPNSM,ti/s_I----NSM,before
e)ka/lese(n)_V3AAI-S-,qeo/s_N----NSM,after
e)klh/qh_V3API-S-,a)gro/s_N----NSM,after
e)klh/qh_V3API-S-,ti\s_I----NSM,before
kalei=_V3PAI-S-,*daui/d_N----NSM,before
kalei=tai_V3PPI-S-,nh=sos_N----NSF,before
ke/klhtai_V3RPI-S-,ti\s_I----NSM,after
klhqh/sontai_V3FPI-P-,au)toi/_E----NPM,before
e)/kamyan_V3AAI-P-,oi(/tines_R----NPM,before
kataba/ntos_V-AAPGSM,au)tou=_E----GSM,after
katabh/setai_V3FMI-S-,ti/s_I----NSM,before
kate/bh_V3AAI-S-,lai=lay_N----NSF,after
katagge/llw_V1PAI-S-,e)gw/_E----NS-,before
kathgorei=sqai_V-PPN---,au)to/n_E----ASM,after
kathgo/roun_V3IAI-P-,a)rxierei=s_N----NPM,after
katadunasteu/ousi(n)_V3PAI-P-,plou/sioi_A----NPM,before
katakriqh/setai_V3FPI-S-,a)pisth/sas_V-AAPNSM,before
katakrinw=n_V-PAPNSM,ti/s_I----NSM,before
kate/krinan_V3AAI-P-,pa/ntes_A----NPM,before
katakauxa=tai_V3PMI-S-,e)/leos_N----NSN,after
kataluqh=|_V3APS-S-,o(/s_R----NSM,before
katamarturou=si(n)_V3PAI-P-,ou(=toi_M----NPM,before
katargh/sei_V3FAI-S-,a)pisti/a_N----NSF,before
kathrgh/qhte_V2API-P-,dikaiou=sqe_V2PPI-P-,after
kath/rghtai_V3RPI-S-,ska/ndalon_N----NSN,after
katerga/zomai_V1PMI-S-,e)gw/_E----NS-,before
kauxa=sai_V2PMI-S-,o(/s_R----NSM,before
kauxh/somai_V1FMI-S-,ka)gw/_E----NS-,before
kauxw=ntai_V3PMI-P-,polloi/_A----NPM,before
kei=tai_V3PMI-S-,po/lis_N----NSF,before
e)ke/leuse(n)_V3AAI-S-,*pila=tos_N----NSM,before
khru/ssw_V1PAI-S-,e)gw/_E----NS-,before
kinduneu/omen_V1PAI-P-,h(mei=s_E----NP-,before
e)/klaion_V3IAI-P-,pa/ntes_A----NPM,after
kle/pteis_V2PAI-S-,khru/sswn_V-PAPNSM,before
klhronomh/sousi(n)_V3FAI-P-,a)/dikoi_A----NPM,before
klhronomh/sousi(n)_V3FAI-P-,au)toi/_E----NPM,before
koimw=ntai_V3PMI-P-,i(kanoi/_A----NPM,after
koinwnei/tw_V3PAM-S-,kathxou/menos_V-PPPNSM,after
e)ko/pase(n)_V3AAI-S-,a)/nemos_N----NSM,after
e)kopi/ase(n)_V3AAI-S-,h(/tis_R----NSF,before
e)/krazon_V3IAI-P-,oi(_D----NPM,before
e)/kracan_V3AAI-P-,oi(_D----NPM,before
e)krau/gasan_V3AAI-P-,e)kei=noi_M----NPM,after
kre/matai_V3PPI-S-,no/mos_N----NSM,before
kri/nate_V2AAM-P-,u(mei=s_E----NP-,after
kri/nei_V3PAI-S-,qeo/s_N----NSM,before
krinei=_V3FAI-S-,qeo/s_N----NSM,after
kri/neis_V2PAI-S-,su/_E----NS-,before
kri/netai_V3PPI-S-,ko/smos_N----NSM,after
kri/nete_V2PAI-P-,u(mei=s_E----NP-,before
krinou=si(n)_V3FAI-P-,a(/gioi_A----NPM,before
kri/nw_V1PAI-S-,e)gw/_E----NS-,before
e)kthsa/mhn_V1AMI-S-,e)gw/_E----NS-,before
kuklwsa/ntwn_V-AAPGPM,maqhtw=n_N----GPM,after
e)la/lei_V3IAI-S-,ou)dei/s_A----NSM,before
e)la/lhsan_V3AAI-P-,brontai/_N----NPF,after
e)la/lhse(n)_V3AAI-S-,a)/nqrwpos_N----NSM,after
e)la/lhse(n)_V3AAI-S-,*)ihsou=s_N----NSM,after
lalei=_V3PAI-S-,sto/ma_N----NSN,before
la/lei_V2PAM-S-,su/_E----NS-,before
lalou=ntos_V-PAPGSM,au)tou=_E----GSM,any
lalou/ntwn_V-PAPGPM,au)tw=n_E----GPM,before
lalou=si(n)_V3PAI-P-,pa/ntes_A----NPM,before
lalw=_V1PAI-S-,e)gw/_E----NS-,before
e)/labe(n)_V3AAI-S-,o(/s_R----NSM,before
e)/labe(n)_V3AAI-S-,*pila=tos_N----NSM,after
la/bh|_V3AAS-S-,mhdei/s_A----NSM,before
labw/n_V-AAPNSM,e)kei=nos_M----NSM,after
lamba/nousi(n)_V3PAI-P-,basilei=s_N----NPM,before
e)/laqon_V3AAI-P-,tine/s_I----NPM,after
ei)=pa_V1AAI-S-,e)gw/_E----NS-,before
ei)=pan_V3AAI-P-,a)kou/santes_V-AAPNPM,after
ei)=pan_V3AAI-P-,a)po/stoloi_N----NPM,after
ei)=pan_V3AAI-P-,gonei=s_N----NPM,before
ei)=pan_V3AAI-P-,maqhtai/_N----NPM,any
ei)=pan_V3AAI-P-,oi(_D----NPM,before
ei)=pan_V3AAI-P-,pa/ntes_A----NPM,after
ei)=pan_V3AAI-P-,parestw=tes_V-RAPNPM,before
ei)=pan_V3AAI-P-,tine/s_I----NPM,before
ei)=pas_V2AAI-S-,su/_E----NS-,before
ei)=pe(n)_V3AAI-S-,a)rxiereu/s_N----NSM,after
ei)=pe(n)_V3AAI-S-,e(/teros_A----NSM,before
ei)=pe(n)_V3AAI-S-,*zaxari/as_N----NSM,after
ei)=pe(n)_V3AAI-S-,h(_D----NSF,before
ei)=pe(n)_V3AAI-S-,*)ihsou=s_N----NSM,any
ei)=pe(n)_V3AAI-S-,kaqh/menos_V-PMPNSM,after
ei)=pe(n)_V3AAI-S-,ku/rios_N----NSM,after
ei)=pe(n)_V3AAI-S-,*naqanah/l_N----NSM,after
ei)=pe(n)_V3AAI-S-,o(_D----NSM,before
ei)=pe(n)_V3AAI-S-,*pe/tros_N----NSM,any
ei)=pe(n)_V3AAI-S-,*pila=tos_N----NSM,after
ei)=pe(n)_V3AAI-S-,pneu=ma_N----NSN,after
ei)=pe(n)_V3AAI-S-,ti\s_I----NSM,after
ei)=pe(n)_V3AAI-S-,tuflo/s_A----NSM,before
ei)/ph|_V3AAS-S-,ti\s_I----NSM,before
ei)=pon_V1AAI-S-,e)gw/_E----NS-,before
ei)=pon_V3AAI-P-,*)ioudai=oi_A----NPM,after
ei)pw/n_V-AAPNSM,au)to/s_E----NSM,after
ei)rh/kei_V3LAI-S-,*)ihsou=s_N----NSM,after
ei)/rhke(n)_V3RAI-S-,path/r_N----NSM,after
e)/lege(n)_V3IAI-S-,e)kei=nos_M----NSM,before
e)/lege(n)_V3IAI-S-,*pila=tos_N----NSM,before
e)/legon_V3IAI-P-,a)/lloi_A----NPM,before
e)/legon_V3IAI-P-,e(/teroi_A----NPM,before
e)/legon_V3IAI-P-,zw=|a_N----NPN,before
e)/legon_V3IAI-P-,*)ioudai=oi_A----NPM,after
e)/legon_V3IAI-P-,loipoi/_A----NPM,before
e)/legon_V3IAI-P-,maqhtai/_N----NPM,after
e)/legon_V3IAI-P-,oi(_D----NPM,before
e)/legon_V3IAI-P-,pa/ntes_A----NPM,before
e)/legon_V3IAI-P-,tine/s_I----NPM,before
e)/legon_V3IAI-P-,*farisai=oi_N----NPM,before
e)rei=_V3FAI-S-,pla/sma_N----NSN,after
e)rei=_V3FAI-S-,ti\s_I----NSM,after
e)rre/qh_V3API-S-,do/tw_V3AAM-S-,after
e)rre/qh_V3API-S-,kai/_n-------,after
e)rre/qh_V3API-S-,kai/_v-------,after
e)rre/qh_V3API-S-,moixeu/seis_V2FAI-S-,after
le/gei_V3PAI-S-,grafh/_N----NSF,any
le/gei_V3PAI-S-,gunh/_N----NSF,after
le/gei_V3PAI-S-,*daui/d_N----NSM,before
le/gei_V3PAI-S-,e)kei=nos_M----NSM,after
le/gei_V3PAI-S-,*)ihsou=s_N----NSM,any
le/gei_V3PAI-S-,marturw=n_V-PAPNSM,after
le/gei_V3PAI-S-,*naqanah/l_N----NSM,after
le/gei_V3PAI-S-,neani/skos_N----NSM,after
le/gei_V3PAI-S-,*niko/dhmos_N----NSM,after
le/gei_V3PAI-S-,o(_D----NSM,before
le/gei_V3PAI-S-,*pila=tos_N----NSM,after
le/gei_V3PAI-S-,pneu=ma_N----NSN,before
le/gei_V3PAI-S-,*si/mwn_N----NSM,after
le/gei_V3PAI-S-,*fi/lippos_N----NSM,after
le/gei_V3PAI-S-,xrhmatismo/s_N----NSM,after
le/geis_V2PAI-S-,su/_E----NS-,before
le/getai_V3PPI-S-,o(/_R----NSN,before
le/getai_V3PPI-S-,o)/noma_N----NSN,before
le/gete_V2PAM-P-,qe/lontes_V-PAPNPM,after
le/gete_V2PAI-P-,u(mei=s_E----NP-,before
le/gousi(n)_V3PAI-P-,dou=loi_N----NPM,before
le/gousi(n)_V3PAI-P-,e)kei=noi_M----NPM,after
le/gousi(n)_V3PAI-P-,pa/ntes_A----NPM,after
le/gw_V1PAI-S-,e)gw/_E----NS-,before
lei/ph|_V3PAS-S-,mhde/n_A----NSN,before
e)logi/sqh_V3API-S-,pi/stis_N----NSF,after
logize/sqw_V3PMM-S-,a)/nqrwpos_N----NSM,after
e)luph/qh_V3API-S-,*pe/tros_N----NSM,after
lupei=tai_V3PPI-S-,a)delfo/s_N----NSM,before
e)/meine(n)_V3AAI-S-,*)/erastos_N----NSM,before
mene/tw_V3PAM-S-,e(/kastos_A----NSM,before
mene/tw_V3PAM-S-,filadelfi/a_N----NSF,before
meme/ristai_V3RPI-S-,*xristo/s_N----NSM,after
metatiqeme/nhs_V-PPPGSF,i(erwsu/nhs_N----GSF,after
mete/xousi(n)_V3PAI-P-,a)/lloi_A----NPM,before
mete/xw_V1PAI-S-,e)gw/_E----NS-,before
misei=_V3PAI-S-,ko/smos_N----NSM,any
misei=_V3PAI-S-,misw=n_V-PAPNSM,before
misw=_V1PAI-S-,ka)gw/_E----NS-,before
e)misqw/sato_V3AMI-S-,ou)dei/s_A----NSM,before
moixeu/eis_V2PAI-S-,le/gwn_V-PAPNSM,before
e)mw/rane(n)_V3AAI-S-,qeo/s_N----NSM,after
ni/pteis_V2PAI-S-,su/_E----NS-,before
e)nu/stacan_V3AAI-P-,pa=sai_A----NPF,after
e)chra/nqh_V3API-S-,sukh=_N----NSF,after
oi)kodomei=_V3PAI-S-,a)ga/ph_N----NSF,before
oi)kodomei=_V3PAI-S-,lalw=n_V-PAPNSM,before
oi)kodomei=_V3PAI-S-,pa/nta_A----NPN,before
oi)kodomei=_V3PAI-S-,profhteu/wn_V-PAPNSM,before
oi)kodomei=te_V2PAM-P-,ei(=s_A----NSM,after
oi)kodo/mhse(n)_V3AAI-S-,*solomw=n_N----NSM,before
w)nei/dizon_V3IAI-P-,lh|stai/_N----NPM,before
i)do/ntes_V-AAPNPM,maqhtai/_N----NPM,after
i)do/ntes_V-AAPNPM,pa/ntes_A----NPM,after
o)/yh|_V2FMI-S-,su/_E----NS-,before
o)/yontai_V3FMI-P-,au)toi/_E----NPM,before
w)/fqh_V3API-S-,a)/ggelos_N----NSM,after
w)/fqh_V3API-S-,*)hli/as_N----NSM,after
w)/fqh_V3API-S-,kai/_n-------,after
o)re/getai_V3PMI-S-,ti\s_I----NSM,before
o)fei/leis_V2PAI-S-,su/_E----NS-,before
o)fei/lomen_V1PAI-P-,h(mei=s_E----NP-,before
w)/feilon_V1IAI-S-,e)gw/_E----NS-,before
parageno/menos_V-AMPNSM,dou=los_N----NSM,after
paradedw/keisan_V3LAI-P-,a)rxierei=s_N----NPM,after
paredo/qh_V3API-S-,*)iwa/nnhs_N----NSM,before
paraklhqh/sontai_V3FPI-P-,au)toi/_E----NPM,before
pareka/lei_V3IAI-S-,path/r_N----NSM,before
pare/labon_V3AAI-P-,i)/dioi_A----NPM,before
paralogi/zhtai_V3PMS-S-,mhdei/s_A----NSM,before
parepi/kranan_V3AAI-P-,ti/nes_I----NPM,before
paraskeua/setai_V3FMI-S-,ti/s_I----NSM,before
pei/qesqai_V-PPN---,u(ma=s_E----AP-,before
peiqome/nou_V-PPPGSM,au)tou=_E----GSM,after
peina=|_V3PAI-S-,ti\s_I----NSM,before
e)peirw=nto_V3IMI-P-,*)ioudai=oi_A----NPM,before
e)/pemya_V1AAI-S-,e)gw/_E----NS-,before
perifronei/tw_V3PAM-S-,mhdei/s_A----NSM,before
e)/pion_V3AAI-P-,pa/ntes_A----NPM,after
e)/pesan_V3AAI-P-,tei/xh_N----NPN,before
e)/pese(n)_V3AAI-S-,kw=la_N----NPN,before
pi/ptei_V3PAI-S-,a)ga/ph_N----NSF,before
e)pisteu/qhsan_V3API-P-,lo/gia_N----APN,after
e)pi/steusan_V3AAI-P-,polloi/_A----NPM,before
e)pi/steuon_V3IAI-P-,a)delfoi/_N----NPM,before
e)pi/steuse(n)_V3AAI-S-,*)abraa/m_N----NSM,any
pisteu/ei_V3PAI-S-,o(/s_R----NSM,before
pisteu/eis_V2PAI-S-,su/_E----NS-,before
pisteu/ete_V2PAI-P-,u(mei=s_E----NP-,before
pisteu/ousi(n)_V3PAI-P-,daimo/nia_N----NPN,before
pisteu/ousi(n)_V3PAI-P-,oi(/_R----NPM,before
pepla/nhsqe_V2RPI-P-,u(mei=s_E----NP-,before
pleona/sh|_V3AAS-S-,xa/ris_N----NSF,before
e)pleone/kthse(n)_V3AAI-S-,*ti/tos_N----NSM,after
pleo/ntwn_V-PAPGPM,au)tw=n_E----GPM,after
e)plh/rou_V3IAI-S-,*)iwa/nnhs_N----NSM,after
peplh/rwke(n)_V3RAI-S-,lu/ph_N----NSF,before
peplh/rwtai_V3RPI-S-,au(/th_M----NSF,before
plhrwqh=|_V3APS-S-,grafh/_N----NSF,before
plhrwqw=si(n)_V3APS-P-,grafai/_N----NPF,after
plhrw/sate_V2AAM-P-,u(mei=s_E----NP-,before
e)poi/hsan_V3AAI-P-,oi(_D----NPM,before
e)poi/hsan_V3AAI-P-,stratiw=tai_N----NPM,before
e)poi/hsas_V2AAI-S-,su/_E----NS-,before
e)poi/hse(n)_V3AAI-S-,a)/nqrwpos_N----NSM,before
e)poi/hse(n)_V3AAI-S-,ou(=tos_M----NSM,after
e)poi/hse(n)_V3AAI-S-,poih/sas_V-AAPNSM,before
e)poi/hse(n)_V3AAI-S-,ti/s_I----NSM,before
e)poi/hse(n)_V3AAI-S-,xei/r_N----NSF,before
pepoih/kate_V2RAI-P-,u(mei=s_E----NP-,before
poi/ei_V2PAM-S-,su/_E----NS-,before
poiei=_V3PAI-S-,ou)dei/s_A----NSM,before
poiei=te_V2PAI-P-,u(mei=s_E----NP-,before
poih=sai_V-AAN---,a(luko/n_A----NSN,before
poih/sei_V3FAI-S-,ku/rios_N----NSM,after
poih/sei_V3FAI-S-,o(/s_R----NSM,before
poih/sousi(n)_V3FAI-P-,baptizo/menoi_V-PPPNPM,after
poih/swmen_V1AAS-P-,h(mei=s_E----NP-,after
poiou=si(n)_V3PAI-P-,a(martwloi/_A----NPM,before
poiou=si(n)_V3PAI-P-,e)qnikoi/_A----NPM,before
poiou=si(n)_V3PAI-P-,telw=nai_N----NPM,before
poiw=si(n)_V3PAS-P-,a)/nqrwpoi_N----NPM,after
e)poreu/eto_V3IMI-S-,*)ihsou=s_N----NSM,before
poreuqe/ntes_V-APPNPM,*farisai=oi_N----NPM,after
e)/praca_V1AAI-S-,ka)gw/_E----NS-,before
pre/pei_V3PAI-S-,a(/_R----NPN,before
proe/dwke(n)_V3AAI-S-,ti/s_I----NSM,before
proe/koye(n)_V3AAI-S-,nu/c_N----NSF,before
proselqo/ntes_V-AAPNPM,maqhtai/_N----NPM,after
proselqw/n_V-AAPNSM,grammateu/s_N----NSM,after
proselqw/n_V-AAPNSM,xili/arxos_N----NSM,after
prosh=lqe(n)_V3AAI-S-,*)ihsou=s_N----NSM,after
prosh=lqon_V3AAI-P-,kai/_a-------,after
proseu/xesqai_V-PMN---,gunai=ka_N----ASF,before
proseuxe/sqw_V3PMM-S-,lalw=n_V-PAPNSM,before
prose/xein_V-PAN---,h(ma=s_E----AP-,after
proseku/nei_V3IAI-S-,h(_D----NSF,before
proseku/nhsan_V3AAI-P-,e)n_P-------,before
prosela/bonto_V3AMI-P-,au)toi/_E----NPM,before
proslabo/menos_V-AMPNSM,*pe/tros_N----NSM,after
prosete/qh_V3API-S-,o)/xlos_N----NSM,after
proseti/qei_V3IAI-S-,ku/rios_N----NSM,before
prosteqh/setai_V3FPI-S-,tau=ta_M----NPN,before
prosh/negkan_V3AAI-P-,oi(_D----NPM,before
prosefw/nhse(n)_V3AAI-S-,*pila=tos_N----NSM,before
purou=mai_V1PPI-S-,e)gw/_E----NS-,before
pwlei=tai_V3PPI-S-,strouqi/a_N----NPN,before
pwlou=ntai_V3PPI-P-,strouqi/a_N----NPN,before
e)pwrw/qh_V3API-S-,noh/mata_N----NPN,after
r(u/setai_V3FMI-S-,ti/s_I----NSM,before
e)sei/sqhsan_V3API-P-,throu=ntes_V-PAPNPM,after
e)siw/pa_V3IAI-S-,*)ihsou=s_N----NSM,before
e)siw/pa_V3IAI-S-,o(_D----NSM,before
e)siw/pwn_V3IAI-P-,oi(_D----NPM,before
skandali/zetai_V3PPI-S-,ti/s_I----NSM,before
spei/rei_V3PAI-S-,spei/rwn_V-PAPNSM,before
spe/ndomai_V1PPI-S-,e)gw/_E----NS-,before
e)staurw/qh_V3API-S-,*pau=los_N----NSM,before
strateu/etai_V3PMI-S-,ti/s_I----NSM,before
strafei=sa_V-APPNSF,e)kei/nh_M----NSF,after
sugxrw=ntai_V3PMI-P-,*)ioudai=oi_A----NPM,after
sune/zeuce(n)_V3AAI-S-,qeo/s_N----NSM,before
sumbiba/sei_V3FAI-S-,o(/s_R----NSM,before
sune/pnigon_V3IAI-P-,o)/xloi_N----NPM,before
sumfe/rei_V3PAI-S-,i(/na_C-------,after
sumfe/rei_V3PAI-S-,pa/nta_A----NPN,before
sunh/xqhsan_V3API-P-,*farisai=oi_N----NPM,before
sunepe/qento_V3AMI-P-,*)ioudai=oi_A----NPM,after
sunh=kan_V3AAI-P-,au)toi/_E----NPM,before
sunh=kan_V3AAI-P-,maqhtai/_N----NPM,after
suni/sthsi(n)_V3PAI-S-,a)diki/a_N----NSF,before
suntele/sas_V-AAPNSM,dia/bolos_A----NSM,after
suntribh/setai_V3FPI-S-,o)stou=n_N----NSN,before
e)sfra/gise(n)_V3AAI-S-,labw/n_V-AAPNSM,before
