parsing_atom_head,parsing_atom_dependent,position
parazhlou=men_V1PAI-P-,ku/rion_N----ASM,after
parakalw=_V1PAI-S-,gi/nesqe_V2PMM-P-,after
parakalw=_V1PAI-S-,u(ma=s_E----AP-,after
e)pa/qete_V2AAI-P-,tosau=ta_M----APN,before
pa/sxein_V-PAN---,a(/_R----APN,before
perih=ge(n)_V3IAI-S-,kw/mas_N----APF,after
peribalw/meqa_V1AMS-P-,ti/_I----ASN,before
perieble/peto_V3IMI-S-,i)dei=n_V-AAN---,after
pi/wmen_V1AAS-P-,ti/_I----ASN,before
e)pi/steusan_V3AAI-P-,ei)s_P-------,after
pisteu/eis_V2PAI-S-,profh/tais_N----DPM,after
pisteu/swsi(n)_V3AAS-P-,h)/kousan_V3AAI-P-,after
e)poi/ei_V3IAI-S-,tou=to_M----ASN,before
e)poi/hsan_V3AAI-P-,tau=ta_M----APN,before
e)poi/hse(n)_V3AAI-S-,soi_E----DS-,after
e)poi/hse(n)_V3AAI-S-,ti/_I----ASN,before
pepoih/kate_V2RAI-P-,au)to/n_E----ASM,after
pepoih/kate_V2RAI-P-,sph/laion_N----ASN,after
poih=sai_V-AAN---,u(/dwr_N----ASN,after
poih/sasan_V-AAPASF,tou=to_M----ASN,before
poih/sei_V3FAI-S-,ti/_I----ASN,before
poih/sw_V1AAS-S-,ti/_I----ASN,before
poiou=si(n)_V3PAI-P-,au)to/_A----ASN,before
poi/maine_V2PAM-S-,pro/bata_N----APN,after
e)poreu/qh_V3API-S-,ei)s_P-------,after
e)poreu/qhsan_V3API-P-,ei)s_P-------,after
proe/pempon_V3IAI-P-,au)to/n_E----ASM,after
proe/pempon_V3IAI-P-,ei)s_P-------,after
prosa/gage_V2AAM-S-,ui(o/n_N----ASM,after
prosa/gage_V2AAM-S-,w(=de_B-------,after
prose/xete_V2PAM-P-,e(autoi=s_E----DPM,after
prosw/xqise(n)_V3AAI-S-,ti/si(n)_I----DPM,before
prosete/qh_V3API-S-,kuri/w|_N----DSM,after
prosh/negkan_V3AAI-P-,au)tw=|_E----DSM,after
prosh/negkan_V3AAI-P-,dhna/rion_N----ASN,after
pwlei=tai_V3PPI-S-,a)ssari/ou_N----GSN,before
pwlou=ntai_V3PPI-P-,a)ssari/wn_N----GPN,after
spei/rei_V3PAI-S-,lo/gon_N----ASM,before
spou/dason_V2AAM-S-,e)lqei=n_V-AAN---,after
stau/rwson_V2AAM-S-,au)to/n_E----ASM,after
staurw/swsi(n)_V3AAS-P-,au)to/n_E----ASM,after
sugxrw=ntai_V3PMI-P-,*samari/tais_N----DPM,after
sunantila/bhtai_V3AMS-S-,moi_E----DS-,before
sunh/kate_V2AAI-P-,tau=ta_M----APN,after
sunista/nein_V-PAN---,e(autou/s_E----APM,before
sw=sai_V-AAN---,au)to/n_E----ASM,after
sw=son_V2AAM-S-,kai/_C-------,after
qh/sw_V1FAI-S-,yuxh/n_N----ASF,before
ti/ma_V2PAM-S-,xh/ras_N----APF,before
e)to/lma_V3IAI-S-,e)perwth=sai_V-AAN---,after
u(pa/gw_V1PAI-S-,pro/s_P-------,after
u(pota/ghte_V2APM-P-,presbute/rois_A----DPM,after
fai/netai_V3PPI-S-,u(mi=n_E----DP-,before
h)/negkan_V3AAI-P-,au)to/n_E----ASM,after
h)/negkan_V3AAI-P-,pro/s_P-------,after
fe/rete_V2PAM-P-,au)to/n_E----ASM,after
fe/rete_V2PAM-P-,dhna/rion_N----ASN,after
fe/rete_V2PAM-P-,moi_E----DS-,after
fe/rete_V2PAM-P-,pro/s_P-------,after
fe/rete_V2PAM-P-,w(=de_B-------,after
e)/fh_V3IAI-S-,ginw/skeis_V2PAI-S-,after
e)/fh_V3IAI-S-,le/geis_V2PAI-S-,after
e)/fh_V3IAI-S-,nai/_L-------,after
fhmi/_V1PAI-S-,ti/_I----ASN,before
fhsi/(n)_V3PAI-S-,a)kou/sh|_V2FMI-S-,after
fhsi/(n)_V3PAI-S-,ei)pe/_V2AAM-S-,before
filou=ntas_V-PAPAPM,h(ma=s_E----AP-,after
fobei=sqai_V-PMN---,e)cousi/an_N----ASF,after
fobou=_V2PMM-S-,me/lleis_V2PAI-S-,after
e)foneu/sate_V2AAI-P-,di/kaion_A----ASM,after
fula/cate_V2AAM-P-,e(auta/_E----APN,after
e)xari/sato_V3AMI-S-,a)mfote/rois_A----DPM,before
xari/sasqe_V2AMM-P-,a)diki/an_N----ASF,after
xari/sasqe_V2AMM-P-,moi_E----DS-,after
ke/xrhmai_V1RMI-S-,ou)deni/_A----DSM,after
e)yeu/sw_V2AMI-S-,a)lla/_C-------,after
