lemma_id,lemma_text,lemma_short_def
30311,stoibh/,a plant used for stuffing
30312,*stoiko/s,
30314,stoixei=on,one of a row
30315,stoixe/w,to go in a line
30316,stoixhgore/w,to tell in regular order
30317,stoixi/zw,to set a row of poles with nets
30318,stoi=xos,a row
30319,stola/s,moving in close array
30320,stolh/,"an equipment, armament"
30321,stolido/omai,to dress oneself in
30322,stolidwto/s,hanging in folds
30323,stoli/zw,to put in trim
30324,sto/lion,a scanty garment
30325,sto/lisma,"a garment, mantle"
30326,stoli/s,"a garment, robe"
30327,stolmo/s,
30328,sto/los,an equipment
30330,sto/ma,the mouth
30333,sto/maxos,"a mouth, opening"
30334,sto/mion,the mouth
30335,stomo/w,to muzzle
30336,stomfa/zw,"to mouth, rant, vaunt"
30337,sto/mfac,"a mouther, ranter"
30338,sto/mfos,"mouthing, bombast, rant."
30339,sto/mwma,"a mouth, entrance"
30340,sto/mwsis,a furnishing with a sharp edge
30341,stonaxe/w,"to groan, sigh"
30342,stonaxh/,"a groaning, wailing"
30343,stono/eis,causing groans
30344,sto/nos,"a sighing, groaning, lamentation"
30345,sto/nuc,any sharp point
30346,storgh/,"love, affection"
30347,store/nnumi,to spread
30348,sto/rqugc,"a point, the tyne"
30349,stoxa/zomai,to aim
30350,sto/xasma,"the thing aimed, a javelin"
30351,stoxaste/os,one must aim at
30352,stoxastiko/s,"skilful in aiming at, able to hit"
30353,sto/xos,"an aim, shot"
30354,straggali/zw,to strangle
30355,straggeu/omai,"to squeeze oneself up, twist oneself"
30356,straggouri/a,"retention of the urine, strangury"
30357,stra/gc,"that which is squeezed out, a drop"
30358,stra/ptw,to lighten
30359,strata/rxhs,the general of an army
30360,stra/tarxos,
30361,strata/w,they were encamped
30362,stratei/a,"an expedition, campaign"
30363,stra/teuma,"an expedition, campaign"
30364,strateu/simos,"fit for service, serviceable"
30365,stra/teusis,an expedition
30366,strateute/os,one must make an expedition
30367,strateu/w,"to serve in war, serve as a soldier, do military service, take the field, march"
30368,strathge/w,to be general
30369,strathgi/a,"the office, dignity"
30370,strathgia/w,"to wish to be a general, wish to make war"
30371,strathgiko/s,of
30372,strath/gion,the general's tent
30373,strathgi/s,of the general
30374,strathgo/s,the leader
30375,strathlasi/a,"an expedition, campaign"
30376,strathlate/w,to lead an army into the field
30377,strathla/ths,"a leader of an army, a general, commander"
30378,strati/a,an army
30379,strati/arxos,
30380,stra/tios,warlike
30381,stratiw/ths,a citizen bound to military service;
30382,stratiwtiko/s,of
30383,stratiw=tis,the martial
30384,stratologe/w,to levy soldiers
30385,stratoma/ntis,prophet to the army
30386,stratopeda/rxhs,a military commander
30387,stratopedei/a,
30388,stratope/deusis,an encamping
30389,stratopedeutiko/s,of an encampment
30390,stratopedeu/w,"to encamp, bivouac, take up a position"
30391,strato/pedon,"the ground on which soldiers are encamped, a camp, encampment"
30392,strato/s,an encamped army
30393,stratofu/lac,a commanding officer
30394,strato/w,to lead to war;
30395,*stratwni/dhs,son of the army
30396,streblo/s,"twisted, crooked"
30397,streblo/ths,crookedness
30398,streblo/w,to twist
30399,stre/mma,"a wrench, strain, sprain"
30401,strepto/s,"flexible, pliant"
30402,streptofo/ros,wearing a collar
30403,streu/gomai,to be squeezed out in drops
30404,strefedine/w,to spin
30405,stre/fw,to turn about
30406,streyodike/w,to twist justice
30407,streyodikopanourgi/a,cunning in the perversion of justice
30408,strhnh/s,"strong, hard, rough, harsh"
30409,strhnia/w,"to run riot, wax wanton"
30410,strh=nos,wantonness
30411,stribiliki/gc,the least
30412,strobe/w,"to twist, twirl"
30413,strobili/zw,to twist about
30414,strobiloeidh/s,conical
30415,strobilo/s,"spinning, whirling"
30416,stro/bilos,anything twisted
30417,strobilw/dhs,
30418,stro/bos,a twisting
30419,stroggu/llw,"to twirl, spin"
30420,stroggu/los,"round, spherical"
30421,stroggulo/ths,roundness
30422,strombhdo/n,"like a top, whirling"
30423,stro/mbos,a body rounded
30424,strou/qeion,quince
30425,strouqoka/mhlos,an ostrich
30426,strouqo/s,the sparrow
30427,strouqofa/gos,feeding on birds
30429,strofa/ligc,"a whirl, eddy"
30430,strofali/zw,to turn
30431,strofa/s,turning round
30432,strofei=on,"a twisted noose, cord"
30433,strofeu/s,the socket
30434,strofe/w,to have the colic
30435,strofh/,a turning
30436,stro/figc,"the pivot, axle"
30437,stro/fion,a band worn by women
30438,strofi/s,
30439,stro/fis,"a twisting, slippery fellow"
30440,strofodine/omai,to wheel eddying round
30441,stro/fos,a twisted band
30442,*strumoni/as,a wind blowing from the Strymon
30443,*strumw/n,the Strymon
30444,strufno/s,"rough, harsh, astringent"
30445,strufno/ths,"a rough, harsh taste"
30446,strw=ma,anything spread
30447,strwmato/desmon,a leathern
30448,strwmatofu/lac,one who has the care of the bedding
30449,strwmnh/,a bed spread
30450,strw/ths,one that gets couches ready
30451,strwto/s,"spread, laid, covered"
30452,strwfa/w,to turn constantly
30453,stuga/nwr,hating a man
30454,stugero/s,"hated, abominated, loathed"
30455,stugerw/phs,"of hateful look, horrible"
30456,stuge/w,"to hate, abominate, abhor"
30457,stu/ghma,an abomination
30458,stughto/s,"hated, abominated, hateful"
30459,*stu/gios,Stygian
30460,stugna/zw,"to look gloomy, be sorrowful"
30461,stugno/s,"hated, abhorred, hateful"
30462,stugno/ths,"gloominess, sullenness"
30463,stugno/w,to make gloomy
30464,stugo/demnos,hating marriage
30465,stu/gos,hatred
30466,stuli/skos,a staff
30467,stuli/s,a mast to carry a sail at the stern
30468,stulopina/kion,a pillar with figures on it
30469,stu=los,a pillar
30470,stulo/w,to prop with pillars;
30471,stu/ma,
30472,*stu/mfalos,
30473,*stu/c,the Styx
30474,stuppei=on,the coarse fibre of flax
30475,stuppeiopw/lhs,a dealer in oakum
30476,stupthri/a,"an astringent earth, alum"
30477,stura/kinos,made of the wood of the tree
30478,stura/kion,
30479,stu/rac,storax
30482,stufeli/zw,"to strike hard, smite"
30483,stufelo/s,"hard, rough"
30484,stufoko/pos,striking with a stick;
30485,stu/fw,to draw together
30486,stwiko/s,of a colonnade
30487,stwmuli/a,wordiness
30489,stwmu/llw,"to be talkative, to chatter, babble"
30490,stw/mulma,
30491,stwmu/los,"mouthy, wordy, talkative, chattering, glib"
30493,*subari/zw,to live like a Sybarite
30494,*su/baris,Sybaris
30495,*subari/ths,a Sybarite
30496,*subaritiko/s,of Sybaris
30497,subo/sion,a herd of swine
30499,subo/ths,
30500,subw/ths,a swineherd
30501,su/ggamos,"united in wedlock, married"
30502,suggei/twn,"bordering, neighbouring"
30503,sugge/neia,sameness of descent
30505,suggeniko/s,"congenital, hereditary"
30509,sugghqe/w,to rejoice with
30510,sugghra/skw,to grow old together with
30511,su/gghros,growing old together
30512,suggi/gnomai,to be with
30513,suggignw/skw,"to think with, agree with"
30514,su/ggnoia,
30515,suggnw/mh,"acknowledgment, confession"
30516,suggnwmoniko/s,"inclined to pardon, indulgent"
30517,suggnwmosu/nh,
30518,suggnw/mwn,"disposed to pardon, indulgent"
30519,suggnwste/os,"one must pardon, indulge"
30520,suggnwsto/s,"to be pardoned, pardonable, allowable"
30521,suggomfo/w,to fasten together with nails
30522,su/ggonos,"born with, congenital, inborn, natural"
30523,su/ggramma,"a writing, a written paper"
30524,suggrafeu/s,"one who collects and writes down historic facts, an historian"
30525,suggrafh/,a writing
30526,suggrafiko/s,given to writing
30527,suggra/fw,to write
30528,suggumna/zw,to exercise together
30529,suggumnasth/s,a companion in bodily exercises
30530,sugkaqagi/zw,to burn up together
30531,sugkaqaire/w,"to put down together, to join in putting down"
30532,sugkaqarmo/zw,to join in composing the limbs
30533,sugkaqe/zomai,to sit down together
30534,sugkaqei/rgw,to shut up with
30535,sugkaqe/lkw,to drag down together
30536,sugkaqeu/dw,to sleep with
30537,sugka/qhmai,to be seated
30538,sugkaqiero/w,to join in dedicating
30539,sugkaqi/zw,to make to sit together
30540,sugkaqi/hmi,to let down with
30541,sugkaqi/sthmi,to bring into place together
30542,sugkai/w,set on fire with
30543,sugkakopaqe/w,to partake in sufferings
30544,sugkakouxe/omai,to endure adversity with
30545,sugkale/w,"to call to council, convoke, convene"
30546,sugkalupte/os,"to be veiled, concealed"
30547,sugkalupto/s,wrapped up
30548,sugkalu/ptw,to cover
30549,sugka/mnw,to labour
30550,sugkamph/,"a bight, joint"
30551,sugka/mptw,"to bend together, bend the knee"
30552,sugkasignh/th,an own sister
30553,su/gkasis,an own brother
30554,sugkatabai/nw,to go
30555,sugkataba/llw,to throw down along with
30556,sugkataghra/skw,to grow old together with
30557,sugkata/gw,to join in bringing back
30558,sugkatadiw/kw,to pursue with
30559,sugkatadoulo/w,to join in enslaving
30560,sugkatadu/nw,to sink
30561,sugkata/dusis,a sinking together
30562,sugkatazeu/gnumi,"to yoke together, join in marriage"
30563,sugkataqa/ptw,to bury along with
30564,sugkata/qesis,"approval, agreement, concord"
30565,sugkataqe/w,to make an inroad with
30566,sugkataqnh/skw,to die along with
30567,sugkatai/qw,to burn together
30568,sugkataine/w,"to agree with, favour"
30569,sugkatai/rw,to come to land together
30570,sugkatakai/w,to burn together
30571,sugkata/keimai,to lie with
30572,sugkataklei/w,to shut in
30573,sugkatakli/nw,to make to lie with
30574,sugkatako/ptw,to cut up together
30575,sugkatakta/omai,to join with
30576,sugkataktei/nw,to slay together
30577,sugkatalamba/nw,"to seize, take possession of together"
30578,sugkatalei/pw,to leave together
30579,sugkatalu/w,to join
30580,sugkatami/gnumi,"to mix in with, mingle, blend with"
30581,sugkatamu/w,to be quite closed up
30582,sugkatanaumaxe/w,to assist in conquering by sea
30583,sugkatane/mw,to assign also
30584,sugkataneu/w,to consent to
30585,sugkatapi/mplhmi,to infect likewise
30586,sugkataple/kw,to intertwine
30587,sugkatapra/ssw,to join in accomplishing
30588,sugkatarri/ptw,to throw down together
30589,sugkataska/ptw,to demolish with another
30590,sugkataskeda/nnumai,to pour over at the same time
30591,sugkataskeua/zw,to help in establishing
30592,sugkataskhno/w,to bring into one dwelling with
30593,sugkataskh/ptw,to dart down together
30594,sugkataspa/w,to pull down with oneself
30595,sugkatastasia/zw,to help in stirring up
30596,sugkatastre/fw,to bring to an end together
30597,sugkatata/ssw,to arrange
30598,sugkatati/qhmi,to deposit together
30599,sugkatatrw/gw,to eat at the same time
30600,sugkatafle/gw,to burn with
30601,sugkatayeu/domai,to join in a lie against
30602,sugkatayhfi/zomai,to condemn with
30603,sugkaterga/zomai,to help
30604,sugkate/rxomai,"to come back together, return from exile together"
30605,sugkatesqi/w,"to eat up, devour with"
30606,sugkateu/xomai,to join in praying for
30607,sugkathgore/w,to join in accusing
30608,sugkatoike/w,to dwell with
30609,sugkatoiki/zw,"to colonise jointly, join in colonising"
30610,sugkatoikti/zomai,to lament with
30611,sugkatorqo/w,to help in righting
30612,sugkatoru/ssw,to bury with
30613,sugkattu/w,"to patch up, cobble"
30614,su/gkeimai,to lie together
30615,sugkekrothme/nws,in a finished way
30616,sugkeleu/w,to join in ordering
30617,sugkente/w,"to pierce together, to stab at once"
30618,sugkera/nnumi,"to mix up with, commingle"
30619,sugkerauno/w,to strike with
30620,sugkefalaio/w,"to bring together under one head, to sum up"
30621,sugkexume/nws,"confusedly, indiscriminately"
30622,sugkinduneu/w,to incur danger along with
30623,sugkine/w,to stir up together
30624,sugklai/w,to weep with
30625,sugkla/w,to break off
30626,su/gkleisis,"a shutting up, closing up"
30627,sugklei/w,to shut
30628,sugkle/ptw,to steal along with
30630,su/gklhros,"having portions that join, bordering, neighbouring"
30631,sugklhro/w,"to embrace in one lot, choose by lot"
30632,sugklhtiko/s,of senatorial rank
30633,su/gklhtos,"called together, summoned"
30635,sugkli/nw,to lay together
30636,sugklone/w,"to dash together, confound utterly"
30637,su/gklus,washed together
30638,sugkoima/omai,"to sleep with, lie with"
30639,sugkoi/mhma,partner of one's bed
30640,sugkoi/mhsis,a sleeping together
30641,sugkoimi/zw,to join in wedlock
30642,sugkoino/omai,"to communicate, impart"
30643,sugkoinwne/w,to have a joint share of
30644,sugkoinwno/s,partaking jointly of
30645,su/gkoitos,"a bedfellow, partner"
30646,sugkolla/w,to glue
30647,sugkollhth/s,"one who glues together, a fabricator"
30648,su/gkollos,glued together
30649,sugkomidh/,a gathering in
30650,sugkomi/zw,to carry
30651,sugkoph/,a cutting short
30652,sugko/ptw,"to break up, cut up"
30653,sugkosme/w,"to confer honour on, to be an ornament to"
30654,sugkoufi/zw,"to help to lighten, help to keep above water"
30655,su/gkrasis,"a mixing together, commixture, blending, tempering"
30656,sugkrate/w,to keep
30657,su/gkratos,"mixed together, closely united"
30658,sugkri/nw,to compound
30659,su/gkrisis,a compounding
30660,sugkrite/os,one must compare
30661,sugkrote/w,to strike together;
30662,su/gkrousis,collision: a conflict
30663,sugkrou/w,to strike together
30664,sugkru/ptw,to cover up
30665,sugkta/omai,to win
30666,sugkti/zw,to join with
30669,sugkubeu/w,to play at dice with
30670,sugkuka/w,to confound utterly
30671,sugkulinde/omai,to roll about
30672,sugkunhge/ths,
30673,sugkunhge/w,
30675,sugku/ptw,"to bend forwards, stoop and lay heads together"
30676,sugkure/w,to come together by chance
30677,sugkuri/a,coincidence
30678,su/gkwlos,with limbs close together
30679,sugkwma/zw,to march together in a
30681,sugkwmw|de/w,to satirise as in a comedy
30682,sugxai/rw,"to rejoice with, take part in joy"
30683,sugxeima/zomai,to go through the winters with
30684,sugxeirourge/w,to put hand to
30685,sugxe/w,"to pour together, commingle, confound"
30686,sugxoreuth/s,a companion in a dance
30687,sugxoreu/w,to join in the dance
30688,sugxorhge/w,to furnish as supplies
30690,su/gxortos,with the grass joining
30691,sugxra/omai,"to make joint use of, avail oneself of"
30692,su/gxrous,of like colour
30693,sugxu/nw,to confound
30694,su/gxusis,"a commixture, confusion"
30695,sugxwneu/w,to melt down
30696,sugxw/nnumi,"to heap all together, to heap with earth, cover with a mound, bank up"
30697,sugxwre/w,"to come together, meet"
30698,sugxw/rhma,a concession
30699,sugxwrhte/os,to be conceded
30700,su/dhn,"impetuously, hurriedly"
30701,su/eios,of swine
30702,suza/w,to live with
30703,suzeu/gnumi,"to yoke together, couple"
30704,su/zeucis,a being yoked together
30705,suzhte/w,to search
30706,suzhthth/s,a joint inquirer: a disputer
30707,suzofo/w,to darken utterly
30708,suzugi/a,"a yoke of animals, a pair"
30709,suzu/gios,"joined, united"
30710,su/zugos,"yoked together, paired"
30711,su/zuc,
30712,suzwopoie/w,to quicken together with
30713,suka/zw,to pluck ripe figs
30714,suka/minon,the fruit of the
30717,suki/dion,
30718,suki/zw,to fatten with figs
30720,suki/s,a slip
30721,sukologe/w,to gather figs
30722,sukolo/gos,gathering figs.
30723,sukomore/a,
30724,suko/moron,the fruit of the
30726,su=kon,the fruit of the
30727,suko/omai,to be fed with figs
30728,sukotrage/w,to eat figs
30729,sukofante/w,"to accuse falsely, slander, calumniate"
30730,sukofa/nthma,"a sycophant's trick, false accusation, calumny"
30731,sukofa/nths,"a false accuser, slanderer"
30732,sukofantia/,"false accusation, slander, calumny"
30734,sukofantiko/s,"slanderous, calumnious"
30735,sukofa/ntria,
30736,suko/fasis,
30737,sukofore/w,to carry figs
30739,sulagwge/w,"to carry off as booty, lead captive"
30740,su=la,
30741,sula/w,to strip off
30742,suleu/w,to despoil of arms
30743,sule/w,to steal for oneself
30744,su/lh,the right of seizing the ship
30745,sulh/teira,a robber
30746,sullabh/,that which holds together
30747,sullabi/zw,"to join letters into syllables, to pronounce letters together"
30748,sullagxa/nw,to be chosen by lot with
30749,sullale/w,to talk
30750,sullamba/nw,"to collect, gather together"
30751,sulle/gw,"to collect, gather"
30752,su/llektros,partner of the bed
30753,sullh/bdhn,"collectively, in sum, in short"
30754,sullh/gw,to finish together with
30755,sullhpte/os,one must seize together
30756,sullhpte/os,to be seized
30757,sullh/ptwr,"a partner, accomplice, assistant"
30758,su/llhyis,"a taking together: a seizing, arresting"
30759,sullogh/,"a gathering, collecting"
30760,sullogi/zomai,"to collect and bring at once before the mind, to compute fully, sum up"
30761,sullogimai=os,collected from divers places
30762,sullogismo/s,computation
30763,sullogiste/os,to be concluded
30764,sullogistiko/s,of
30765,su/llogos,an assembly
30766,sullou/omai,to bathe together
30767,sulloxi/zw,to incorporate
30768,sulloxi/ths,a soldier of the same
30769,sullupe/w,to hurt
30770,sullussa/omai,to go mad with
30771,sullu/w,to help in loosing
30772,sulo/nuc,paring the nails
30773,su=ma,
30774,sumbai/nw,to stand with the feet together
30775,sumbakxeu/w,to join in the feast of Bacchus
30776,su/mbakxos,joining in Bacchic revelry
30777,sumba/llw,"to throw together, dash together"
30778,su/mbama,"a chance, casualty"
30779,sumbasei/w,to wish to make a league
30780,sumbasileu/w,to rule
30781,su/mbasis,"an agreement, arrangement, treaty"
30782,sumbatiko/s,"tending to agreement, conciliatory"
30783,sumbelh/s,hit by several arrows at once
30784,sumbia/zomai,"to be forced together, to be reduced"
30785,sumbiba/zw,to bring together
30786,sumbibastiko/s,leading to reconciliation
30787,su/mbios,"a companion, partner"
30788,sumbio/w,to live with
30789,sumbiwte/os,one must live with
30790,sumblhto/s,"comparable, capable of being compared"
30791,sumboa/w,to shout together with
30792,sumbohqei/a,joint aid
30793,sumbohqe/w,"to render joint aid, join in assisting"
30794,sumbo/laion,a mark
30795,sumbo/laios,of
30796,sumbole/w,to meet
30797,sumbolh/,"a coming together, meeting, joining"
30798,sumboliko/s,signifying by a sign
30799,su/mbolon,a sign
30800,su/mbolos,"an augury, omen"
30801,sumbou/leuma,advice given
30802,sumbouleute/os,to be given as advice
30803,sumbouleutiko/s,of
30804,sumbouleu/w,"to advise, counsel"
30805,sumboulh/,"counsel, consultation, deliberation, debate"
30806,sumbouli/a,advice
30807,sumbou/lion,counsel
30808,sumbou/lomai,to will
30809,su/mboulos,"an adviser, counsellor"
30810,sumbu/w,to cram
30811,su/mbwmos,worshipped on a common altar
30813,summai/nomai,"to be mad together, join in madness"
30814,summanqa/nw,to learn along with
30815,summa/rptw,to seize
30816,summarture/w,to bear witness with
30818,summastigo/w,to whip
30819,summaxe/w,"to be an ally, to be in alliance"
30820,summaxi/a,an alliance offensive and defensive
30821,summaxiko/s,of
30822,summaxi/s,allied
30823,summa/xomai,to fight along with
30824,su/mmaxos,"fighting along with, allied with"
30825,summeqe/pw,to sway jointly
30826,summeqi/sthmi,to help in changing
30827,summeleta/w,to exercise
30828,summe/nw,"to hold together, keep together"
30829,summeri/zw,to distribute in shares
30830,summesoura/nhsis,a being in the same meridian
30831,summetaba/llw,to change along with
30832,summetakosme/omai,to change one's habits along with
30833,summetapi/ptw,to change along with
30834,summetafe/romai,to be borne off together
30835,summetaxeiri/zomai,to take charge of
30836,summete/xw,to partake of
30837,summetewri/zomai,to be raised together
30838,summeti/sxw,
30839,summetoike/w,to emigrate along with
30840,summe/toxos,partaking with
30841,summetre/w,to measure by comparison with
30842,summe/trhsis,commeasurement
30843,summetri/a,commensurability
30844,su/mmetros,commensurate with
30845,summhtia/omai,to take counsel with
30846,summhxana/omai,to help to provide
30847,su/mmiga,promiscuously with
30848,summigh/s,"commingled, promiscuous"
30849,summi/gnumi,"to mix together, commingle"
30850,su/mmiktos,"commingled, promiscuous"
30852,summimnh/skomai,to bear in mind with
30853,su/mmicis,commixture
30854,summise/w,to join with in hating
30855,summi/sgw,
30856,su/mmolpos,
30858,su/mmoros,united for purposes of taxation
30859,summorfo/omai,to be conformed to
30860,su/mmorfos,conformed to
30861,summoxqe/w,to share in toil with
30862,summue/w,to initiate together
30863,summu/w,"to be shut up, to close, be closed"
30865,sumpaqe/w,to sympathise
30866,sumpaqh/s,sympathizing with
30867,sumpaqi/a,
30868,sumpaiani/zw,to sing paeans
30869,sumpaideu/w,"to teach together, educate at the same time"
30870,sumpai/zw,to play
30871,sumpai/ktwr,
30872,sumpaisth/s,"a playmate, playfellow"
30873,sumpai/w,to dash against
30874,sumpanhguri/zw,to attend a solemn assembly with
30875,sumparabu/w,to cram in along with
30876,sumparagge/llw,to help in canvassing for
30877,sumparagi/gnomai,to be ready at the same time
30878,sumparadhlo/w,to shew incidentally at the same time
30879,sumparaqe/w,to run along together
30880,sumparaine/w,to join in recommending
30881,sumparakaqi/zw,to make to sit beside
30882,sumparakale/w,to invite together
30883,sumparakeleu/omai,to join in exciting
30884,sumparakolouqe/w,"to follow in a parallel line with, keep up with"
30885,sumparakomi/zw,to carry along the coast with
30886,sumparaku/ptw,to bend oneself along with
30887,sumparalamba/nw,to take along with
30888,sumparame/nw,to stay along with
30889,sumparamignu/w,to mix in together
30890,sumparaneu/w,to express assent also
30891,sumparanh/xomai,to swim beside together
30892,sumparape/mpw,to escort along with
30893,sumparapo/llumai,to perish along with
30894,sumparaskeua/zw,to assist in getting ready
30895,sumparastate/w,to stand by so as to assist
30896,sumparasta/ths,"one who stands by to aid, a joint helper"
30897,sumparata/ssomai,to be set in array with
30898,sumparathre/w,to keep watch together
30899,sumparati/qhmi,to place alongside of
30900,sumparatre/fw,to bring up
30901,sumparatre/xw,to run along with
30903,sumpa/reimi,sum
30904,sumpa/reimi,ibo
30905,sumpareise/rxomai,to go in along with
30906,sumpare/pomai,"to go along with, accompany"
30907,sumpare/xw,to assist in causing
30908,sumpari/ptamai,to fly along with
30909,sumpari/sthmi,to place beside one also
30910,sumparomarte/w,
30911,sumparocu/nw,to provoke with
30912,sumparorma/w,to urge on with
30913,su/mpeiros,acquainted with
30914,sumpei/rw,to pierce through together
30915,sumpe/mpw,to send with
30916,sumpenqe/w,to join in mourning for a thing
30917,sumpe/nomai,to be poor along with
30918,sumperai/nw,to join
30919,sumpe/rasma,a conclusion
30920,sumperasmatiko/s,conclusive
30921,sumpe/rqw,to destroy with
30922,sumperia/gw,to carry about with
30923,sumperiagwgo/s,an assistant in converting others
30924,sumperi/eimi,to go round with
30925,sumperiqe/w,to run about together
30926,sumperilamba/nw,to comprehend
30927,sumperinoste/w,"to go round together with, follow along with"
30928,sumperipate/w,to walk round
30930,sumperipoie/w,to help in procuring
30931,sumperitre/xw,to run round together
30932,sumperife/rw,to carry round along with
30933,sumperifqei/romai,to go about with
30934,sumperona/w,to pin together
30935,sumpe/tomai,to fly with
30936,sumph/gnumi,"to put together, construct, frame"
30937,su/mphktos,"put together, constructed, framed"
30938,sumpie/zw,to press
30939,sumpi/nw,"to drink together, join in a drinking bout"
30940,sumpi/ptw,"to fall together, meet in battle, come to blows"
30941,sumplana/omai,to wander about with
30942,sumpla/ssw,to mould
30943,sumplatage/w,to sound by striking together
30944,sumplei/ones,several together
30945,sumple/kw,to twine
30946,su/mpleos,quite full
30947,sumple/w,to sail in company with
30948,sumplhga/s,striking
30949,sumplh/gdhn,with clapping of hands
30950,sumplhqu/nw,to multiply
30951,sumplhqu/w,to help to fill
30952,sumplhro/w,to help to fill
30953,sumploiko/s,sailing with
30954,sumplokh/,"an intertwining, complication"
30955,su/mplous,sailing with
30956,sumpne/w,to breathe together with
30957,sumpni/gw,"to throttle, choke, press closely"
30958,su/mpnous,"animated by one breath, in accord with"
30959,sumpodi/zw,"to tie the feet together, bind hand and foot"
30960,sumpoie/w,to help in doing
30961,sumpoimai/nomai,to feed together
30962,sumpoleme/w,to join in war
30963,sumpoli/zw,to unite into one city
30964,sumpoliorke/w,"to join in besieging, to besiege jointly"
30965,sumpolitei/a,a federal union
30968,su/mpolloi,many together
30969,sumpompeu/w,"to accompany in a procession, to escort"
30970,sumpone/w,to work with
30971,sumponhreu/omai,to join
30972,sumporeu/omai,to go
30973,sumporqe/w,to help to destroy
30974,sumpori/zw,to help in procuring
30975,sumposi/a,a drinking together
30976,sumposiarxe/w,to be a
30980,sumpotiko/s,of
30981,sumpragmateu/omai,to assist in transacting
30982,su/mpas,"all together, all at once, all in a body"
30983,sumpa/sxw,"to suffer together, be affected by the same thing"
30984,sumpata/ssw,to strike with
30985,sumpate/w,"to tread together, trample under foot"
30986,sumpeda/w,to bind together
30987,sumpei/qw,to join
30988,sumpra/ktwr,"a helper, assistant"
30989,sumpra/ssw,to join
30990,sumpreph/s,befitting
30991,sumpre/pw,"to befit, beseem"
30994,su/mpresbus,
30996,sumpri/asqai,"to buy together, buy up"
30997,sumproa/gw,to lead forward together
30999,sumproqume/omai,"to have equal desire with, share in eagerness with"
31000,sumprocene/w,to help in furnishing with means
31001,sumprope/mpw,to join in escorting
31002,sumprosyau/w,to clash against
31003,sumptu/ssw,"to fold together, fold up and lay by"
31004,su/mptwma,"a chance, casualty"
31005,su/mptwsis,a collapsing
31006,su/mpuknos,"pressed together, compressed"
31007,sumpunqa/nomai,to inquire about with
31008,sumpuro/w,to burn up with
31009,sumfanh/s,"manifest at the same time, quite manifest"
31010,sumfero/ntws,profitably
31011,sumferto/s,"united, banded together"
31012,sumfe/rw,"to bring together, gather, collect"
31013,sumfeu/gw,to flee along with
31014,su/mfhmi,"to assent, approve"
31015,sumfqe/ggomai,"to sound with, accord with"
31016,sumfqei/rw,to destroy together
31017,sumfqi/nw,to decay along with
31018,su/mfqoggos,"sounding together, in concert"
31019,sumfile/w,to love mutually
31020,sumfilokale/w,to be candidate for an honour along with
31021,sumfiloneike/w,"to take part in a dispute with, side with"
31022,sumfilosofe/w,to join in philosophic study
31023,sumfilotime/omai,to join in zealous efforts
31024,sumfle/gw,to burn to cinders
31025,sumfobe/w,to frighten at the same time
31026,sumfoita/w,to go regularly to
31027,sumfoi/thsis,a going to school together
31029,sumfoneu/w,to join
31030,sumfora/,"an event, circumstance, chance, hap"
31032,sumfore/w,"to bring together, to gather, collect, heap up"
31033,sumfo/rhsis,a bringing together
31034,sumforhto/s,"brought together, collected"
31035,su/mforos,"happening with, accompanying"
31036,sumfra/dmwn,"one who joins in considering, a counsellor"
31037,sumfra/zomai,"to join in considering, to take counsel with"
31038,sumfra/ssw,to press
31039,sumfrone/w,"to be of one mind with, to agree"
31040,sumfro/nhsis,"agreement, union."
31041,sumfronti/zw,to have a joint care for
31042,su/mfrouros,watching with
31043,su/mfrwn,"of one mind, brotherly"
31045,sumfuh/s,"born with one, congenital, natural"
31047,sumfula/ssw,to keep guard along with
31048,sumfule/ths,of the same
31049,su/mfulos,of the same stock
31050,su/mfurtos,"commingled, confounded"
31051,sumfu/rw,to knead together: beat black and blue
31052,sumfusa/w,to blow together
31053,sumfuteu/w,to plant along with
31054,su/mfutos,"born with one, congenital, innate, natural, inborn, inbred"
31055,sumfu/w,to make to grow together
31056,sumfwne/w,"to agree in sound, be in harmony"
31057,sumfwni/a,concord
31058,su/mfwnos,"agreeing in sound, in unison"
31059,sumyau/w,to touch one another
31060,sumya/w,to sweep away
31061,sumyhfi/zw,"to reckon together, count up"
31062,su/myhfos,voting with
31063,sumyofe/w,to make a noise together
31064,su/myuxos,"of one mind, at unity"
31065,suna/ggelos,a fellow messenger
31066,sunaggi/a,a confined space
31067,sunagei/rw,"to gather together, assemble"
31068,suna/gkeia,
31069,suna/gnumi,"to break together, break to pieces, shiver, shatter"
31070,sunagoreu/w,"to join in advocating, advocate the same"
31071,sunagreu/w,to join in the chase
31072,suna/gw,"to bring together, gather together, collect, convene"
31073,sunagwgeu/s,"one who brings together, a convener"
31074,sunagwgh/,"a bringing together, uniting"
31075,sunagwgo/s,"bringing together, uniting"
31076,sunagwnia/w,to share in the anxiety
31077,sunagwni/zomai,"to contend along with, to share in a contest"
31078,sunagwnisth/s,one who shares with
31079,suna/delfos,one that has a brother
31080,sunadike/w,to join in wrong
31081,suna/|dw,to sing with
31082,sunaei/dw,
31083,sunaei/rw,to raise up together
31084,sunaqle/w,to strive together
31085,sunaqroi/zw,"to gather together, assemble"
31086,sunaqroismo/s,"a collection, union"
31087,sunaqu/rw,to play with
31088,sunai/gdhn,pressing violently together
31089,su/naimos,"of common blood, kindred"
