lemma_id,lemma_text,lemma_short_def
5447,a)tone/w,"to be relaxed, exhausted"
5448,a)/tonos,"not stretched, relaxed"
5449,a)/tocos,without bow
5450,a)topi/a,a being out of the way
5451,a)/topos,out of place
5452,a)tragw/|dhtos,not treated tragically
5453,a)/traktos,a spindle
5454,a)traktuli/s,
5455,a)trapo/s,a path with no turnings
5456,a)tra/facus,orach
5457,a)tra/xhlos,without neck
5458,a)tre/keia,"reality, strict truth, certainty"
5459,a)trekh/s,"real, genuine"
5460,a)tre/mas,"without trembling, without motion"
5461,a)treme/w,"not to tremble, to keep still"
5462,a)tremh/s,"not trembling, unmoved"
5463,a)tremi/a,a keeping still
5464,a)tremi/zw,to keep quiet
5465,a)/treptos,"unmoved, immutable"
5466,a)/trestos,"not trembling, unfearing, fearless"
5467,a)tri/aktos,unconquered
5468,a)tribh/s,not rubbed
5469,a)/triptos,not worn by work
5470,a)/tromos,"intrepid, dauntless"
5471,a)tropi/a,inflexibility
5472,a)/tropos,"unchangeable, eternal"
5473,a)trofe/w,"to pine away, suffer from atrophy"
5475,a)tru/getos,"yielding no harvest, unfruitful"
5476,a)tru/mwn,not worn out
5477,a)/trutos,"not worn away, untiring, unwearied"
5478,*)atrutw/nh,the unwearied
5479,a)/trwtos,unwounded
5480,a)ttaga=s,partridge
5481,a)ttagh/n,"grouse, attagen Ionicus"
5482,a)/tta,father
5483,a)ttatai=,a cry of pain
5484,a)tte/labos,locust without wings
5485,a)/tths,
5486,*)attiki/zw,to side with the Athenians
5487,*)attikismo/s,"a siding with Athens, attachment to her"
5488,*)attikisti/,in the Attic dialect
5489,*a)ttiki/wn,my little Athenian
5490,*)attiko/s,"Attic, Athenian"
5491,*)attikwniko/s,
5492,a)tu/zw,"to be distraught from fear, mazed, bewildered"
5493,a)tu/mbeutos,without burial
5494,a)/tumbos,without a tomb
5495,a)tura/nneutos,not ruled by tyrants
5496,a)/tufos,without pride
5497,a)tuxe/w,to be unlucky
5498,a)tu/xhma,"a misfortune, mishap"
5499,a)tuxh/s,"luckless, unfortunate"
5501,au)=,"again, anew, afresh, once more"
5502,au)=,bow wow
5503,au)ai/nw,to dry
5504,au)ale/os,"dry, parched"
5505,au)ga/zw,"to view in the clearest light, see distinctly, discern"
5506,au)gh/,"the light of the sun, sunlight"
5507,au)da/zomai,"to cry out, speak"
5508,au)da/w,"to utter sounds, speak"
5509,au)dh/eis,speaking with human voice
5510,au)dh/,"the human voice, speech"
5511,au)eru/w,to draw back
5517,au)qai/mwn,"of the same blood, a brother, sister, kinsman"
5519,au)qe/kastos,one who calls each thing by its name
5520,au)qente/w,to have full power over
5521,au)qe/nths,one who does
5522,au)qh/meros,made
5523,au)qigenh/s,"born on the spot, born in the country, native"
5524,au)=qi,"on the spot, here, there"
5525,au)=qis,"back, back again"
5527,au)lakerga/ths,tracing furrows
5528,au)=lac,a furrow
5529,au)/leios,of
5530,au)le/w,to play on the flute
5531,au)/lhma,a piece of music for the flute
5532,au)lh/,to blow
5535,au)lhtiko/s,of
5537,*au)lia/des,protecting cattlefolds
5538,au)li/dion,
5540,au)/lion,"a country house, cottage"
5541,au)/lios,of
5542,au)li/skos,"a small reed, pipe"
5546,au)loqete/w,to make flutes
5549,au)lo/s,to blow
5550,au)lw/n,"a hollow way, defile, glen"
5551,au)lw=pis,with a tube in front
5552,au)ca/nw,"to make large, increase, augment"
5553,au)/ch,
5554,*au)chsi/a,the Goddess of growth
5555,au)/chsis,"growth, increase"
5556,au)/cimos,promoting growth
5557,au)cose/lhnon,the waxing moon
5558,au)onh/,"dryness, withering"
5559,au)=os,dry
5560,a)upni/a,sleeplessness
5561,a)/upnos,"sleepless, wakeful"
5562,au)/ra,"air in motion, a breeze"
5564,au)stale/os,to dry
5565,au)sthro/s,to dry
5566,au)sthro/ths,"harshness, roughness"
5567,au)ta/ggelos,"carrying one's own message, bringing news of what oneself has seen"
5569,au)ta/delfos,related as brother
5570,au)/tandros,"together with the men, men and all"
5572,au)ta/rkeia,"sufficiency in oneself, independence"
5573,au)ta/rkhs,"sufficient in oneself, having enough, independent"
5574,au)tecou/sios,in one's own power
5575,au)tepa/ggeltos,"offering of oneself, of free will"
5576,au)=te,again
5577,au)tepw/numos,of the same surname with
5578,au)tere/ths,one who rows himself
5579,a)ute/w,to cry
5582,a)uth/,to cry
5583,au)ti/ka,"forthwith, straightway, at once"
5584,a)utmh/,breath
5585,au)toa/nqrwpos,"the ideal man, the form of man"
5586,au)toboei/,"by a mere shout, at the first shout"
5589,au)tognwmone/w,to act of one's own judgment
5590,au)tognw/mwn,"on one's own judgment, at one's own discretion"
5595,au)toda/c,with the very teeth
5596,au)to/deka,just ten
5600,au)to/dion,straightway
5601,au)toe/kastos,the ideal
5602,au)toe/nths,a murderer
5603,au)toetei/,in the same year
5604,au)toeth/s,in
5605,*au)toqai/s,Thais herself
5606,au)toqelei/,voluntarily
5607,au)toqelh/s,of one's own will
5608,au)to/qen,from the very spot
5609,au)to/qi,on the spot
5610,au)toka/bdalos,wrought
5611,au)tokasignh/th,an own sister
5612,au)tokasi/gnhtos,an own brother
5614,au)toke/leuqos,going one's own road
5616,au)tokelh/s,
5617,au)to/klados,branches and all
5619,au)to/komos,"with natural hair, shaggy"
5620,au)tokrath/s,"ruling by oneself, absolute, autocratic"
5621,au)tokratoriko/s,of
5622,au)tokra/twr,one's own master
5624,au)toktone/w,to slay one another
5626,au)tokubernh/ths,one who steers himself
5627,au)to/kwpos,"together with the hilt, up to the hilt"
5630,au)to/martus,"oneself the witness, an eyewitness"
5631,au)tomati/zw,"to act of oneself, act unadvisedly"
5632,au)to/matos,"acting of one's own will, of oneself"
5634,*au)tome/linna,Melinna herself
5635,au)tomole/w,to desert
5636,au)tomoli/a,desertion
5637,au)to/molos,"going of oneself, without bidding"
5638,au)tonome/omai,"to live by one's own laws, be independent"
5639,au)tonomi/a,"freedom to use one's own laws, independence"
5640,au)to/nomos,"living under one's own laws, independent"
5642,au)tonuxi/,that very night
5643,au)to/culos,of mere wood
5645,au)topa/qeia,one's own feeling
5646,au)topaqh/s,speaking from one's own feeling
5647,au)to/pais,an own child
5648,au)toph/mwn,for one's own woes
5650,au)to/polis,"free as a state, independent"
5651,au)topoli/ths,citizen of a free state
5653,au)to/pous,on one's own feet
5654,au)to/premnos,"together with the root, root and branch"
5655,au)topro/swpos,"in one's own person, without a mask"
5656,au)to/pths,"seeing oneself, an eyewitness"
5657,au)topw/lhs,selling one's own goods
5658,au)topwliko/s,of an
5659,au)to/rrizos,roots and all
5661,au)to/se,"thither, to the very place"
5662,au)tosi/dhros,"of sheer iron, with stroke of sword"
5663,au)to/s,self
5667,au)to/stonos,lamenting by
5668,au)tosfagh/s,slain by oneself
5669,au)tosxedia/zw,to act
5670,au)tosxedi/asma,an impromptu
5671,au)tosxediasth/s,one who acts
5672,au)tosxe/dios,hand to hand
5673,au)tosxedo/n,"near at hand, hand to hand"
5675,au)totelh/s,"ending in itself, complete in itself, supporting oneself"
5676,au)to/tokos,young and all
5677,au)totragiko/s,arrant tragic
5678,au)totroph/sas,to turn straightway
5679,au)tou=,"at the very place, just here, just there"
5680,au)tourge/w,to work with one's own hand
5682,au)tourgi/a,a working on oneself
5684,au)to/fi,the very spot
5685,au)to/floios,with the bark on
5687,au)tofo/nths,a murderer
5688,au)to/fortos,bearing one's own baggage
5693,au)toxeiri/a,murder perpetrated by one's own hand
5694,au)to/xeir,with one's own hand
5695,au)to/xqonos,country and all
5696,au)to/xqwn,sprung from the land itself
5697,au)toxo/lwtos,angry at oneself
5698,au)toxo/wnos,"rudely cast, massive"
5699,au)to/xrhma,"in very deed, really and truly"
5700,au)toyi/a,a seeing with one's own eyes
5701,au)/tws,"in this very manner, even so, just so, as it is"
5702,au)xeni/zw,to cut the throat of
5703,au)xe/nios,of the neck
5704,au)xe/w,"to boast, plume oneself"
5705,au)xh/eis,"braggart, proud"
5706,au)/xhma,"a thing boasted of, a pride, boast"
5707,au)xh/n,"the neck, throat"
5708,au)/xhsis,"boasting, exultation"
5709,au)xme/w,to be squalid
5710,au)xmhro/s,"dry, dusty, rough, squalid"
5711,au)xmo/s,to burn
5712,au)xmw/dhs,"looking dry, squalid"
5713,au)/w,"to burn, light a fire, get a light"
5714,au)/w,"to shout out, shout, call aloud"
5715,a)fagni/zw,to purify
5716,a)fai/resis,"a taking away, carrying off"
5717,a)fairete/os,one must take away
5718,a)faireto/s,"to be taken away, separable"
5719,a)faire/w,"to take from, take away from"
5720,*(/afaistos,Hephaestus
5721,a)fa/llomai,to spring off
5722,a)/falos,without the
5723,a)famarta/nw,to miss
5725,a)fanda/nw,"to displease, not to please"
5726,a)fa/neia,obscurity
5727,a)fanh/s,"unseen, invisible, viewless"
5728,a)fani/zw,"to make unseen, hide from sight"
5729,a)fa/nisis,a getting rid of
5730,a)faniste/os,to be suppressed
5731,a)/fantos,"made invisible, blotted out, forgotten"
5732,a)fa/ptw,to fasten from
5733,a)/farktos,
5734,a)farpa/zw,to tear off
5735,a)/far,"straightway, forthwith, at once, quickly, presently"
5736,a)fa/rteros,more fleet
5737,a)fasi/a,speechlessness
5738,a)fa/ssw,"to handle, feel"
5739,a)/fatos,"not uttered, nameless"
5740,a)fauro/s,"feeble, powerless"
5741,a)fau/w,"to dry up, parch"
5742,a(fa/w,"to handle, rub, polish"
5743,a)feggh/s,without light
5744,a)fedrw/n,a privy
5745,a)feide/w,to be unsparing
5746,a)feidh/s,unsparing
5747,a)feidi/a,profuseness
5748,a)fekte/os,one must abstain from
5749,a)felh/s,"without a stone, even, smooth"
5750,a)fe/lkw,to drag away
5751,a)felo/ths,simplicity
5752,a)/fenos,"riches, wealth, plenty"
5753,a)/ferktos,shut out from
5754,a)fermhneu/w,"to interpret, expound"
5755,a)fe/rpw,"to creep off, steal away, retire"
5756,a)/fertos,"insufferable, intolerable"
5757,a)/fesis,"a letting go, dismissal"
5758,a)festh/cw,"I shall be absent, away from"
5759,a)fete/os,one must dismiss
5760,a)feth/rios,for letting go
5761,a)/fetos,"let loose, at large, ranging at will"
5762,a)feu/w,to singe off
5763,a)fe/yw,to refine by boiling off
5764,a)fhge/omai,to lead from
5765,a)fh/ghma,"a tale, narrative"
5766,a)fh/ghsis,"a telling, narrating"
5767,a)fhghth/r,a guide
5768,a)fhdu/nw,to sweeten
5769,a)fh/kw,to arrive at
5770,a)fh=lic,"beyond youth, elderly"
5771,a)/fhmai,to sit apart
5772,a(fh/,"a lighting, kindling"
5773,a)fh/twr,the archer
5774,a)fqarsi/a,incorruption
5775,a)/fqartos,"uncorrupted, incorruptible"
5776,a)/fqegktos,voiceless
5777,a)/fqitos,"not liable to perish, imperishable"
5778,a)/fqoggos,"voiceless, speechless"
5779,a)fqo/nhtos,unenvied
5780,a)fqoni/a,freedom from envy
5781,a)/fqonos,without envy
5782,a)fqori/a,incorruption
5783,a)/fqoros,uncorrupt
5784,a)fidru/w,to remove to another settlement
5785,a)fiero/w,"to purify, hallow"
5786,a)fi/hmi,"to send forth, discharge"
5787,a)fika/nw,"to arrive at, to have come to"
5788,a)fikne/omai,to come to
5789,a)fila/gaqos,not loving the good
5790,a)fila/rguros,not loving money
5791,a)fi/lhtos,unloved
5792,a)filo/sofos,unphilosophic
5793,a)/filos,"without friends, friendless"
5794,a)filosta/xuos,"without ears of corn, starving"
5795,a)filotimi/a,want of due ambition
5796,a)filo/timos,without due ambition
5797,a)filoxrhmati/a,contempt for riches
5798,a)/ficis,an arrival
5799,a)fippa/zomai,to ride off
5800,a)fippeu/w,"to ride off, away"
5801,a)fippi/a,awkwardness in riding
5802,a)/fippos,unsuited for cavalry
5803,a)fi/sthmi,"to put away, remove"
5804,a)/flaston,
5805,a)/flektos,"unburnt, unconsumed by fire"
5806,a)/floios,without bark
5807,a)floismo/s,spluttering
5808,a)fneio/s,"rich, wealthy"
5809,a)fni/dios,"unforeseen, sudden"
5810,a)/fnw,"unawares, of a sudden"
5811,a)fo/bhtos,without fear of
5812,a)fobi/a,fearlessness
5813,a)/fobos,without fear
5814,a)fobo/splagxnos,fearless of heart
5815,a)/fodos,"a going away, departure"
5816,a)foi/bantos,"uncleansed, unclean"
5817,a)fomoio/w,to make like
5818,a)fomoi/wma,"a resemblance, copy"
5819,a)fopli/zw,to strip of arms
5820,a)fora/w,to look away from
5821,a)fo/rhtos,"intolerable, insufferable"
5822,a)fori/a,a not bearing
5823,a)fori/zw,to mark off by boundaries
5824,a)foriste/os,one must put aside
5825,a)forma/w,to make to start from
5827,a)fo/rmiktos,without the lyre
5828,a)/formos,departing from
5829,a)/foros,"not bearing, barren"
5830,a)fo/ruktos,"unspotted, unstained"
5831,a)fosio/w,to purify from guilt
5832,a)fosi/wsis,expiation
5833,a)frade/w,"to be senseless, act thoughtlessly"
5834,a)fradh/s,"insensate, reckless"
5835,a)fradi/a,"folly, thoughtlessness"
5836,a)fra/dmwn,without sense
5837,a)frai/nw,"to be silly, senseless"
5838,a)/fraktos,"unfenced, unfortified, unguarded"
5839,a)/frastos,"unutterable, inexpressible"
5840,a)fre/w,"to befoam, cover with foam"
5841,a)frhlo/gos,"gathering froth, skimming"
5842,a)frhsth/s,the foamer
5843,a)frh/twr,without brotherhood
5844,a)fri/zw,to foam
5845,a)frio/eis,foamy
5847,a)frodisia/zw,to indulge lust
5848,*)afrodisi/as,sacred to Aphrodite
5849,*)afrodi/sios,belonging to Aphrodite
5850,*)afrodi/th,Aphrodite
5851,a)frone/w,"to be silly, act foolishly"
5852,a)frontiste/w,"to have no care of, pay no heed to"
5853,a)fro/ntistos,"thoughtless, heedless, taking no care"
5854,a)fro/s,foam
5855,a)frosu/nh,"folly, thoughtlessness, senselessness"
5856,a)/frouros,"unguarded, unwatched"
5858,a)frw/dhs,foamy
5859,a)/frwn,without sense
5860,a)fubri/zw,to give loose
5861,a)fudrai/nw,to wash clean from
5862,a)fu/h,anchovy
5863,a)fuh/s,"without natural talent, witless, dull"
5864,a)/fuktos,"not to be shunned, from which none escape"
5865,a)fulakte/w,to bark out
5866,a)fulakte/w,to be off one's guard
5867,a)fu/laktos,"unguarded, unwatched"
5868,a)fuli/zw,to strain off
5869,a)/fullos,leafless
5870,a)fupni/zw,to wake one from sleep
5871,a)fupno/w,to wake from sleep
5872,a)fusgeto/s,the mud and filth
5873,a)fu/ssw,to draw
5874,a)fw/nhtos,"voiceless, speechless"
5875,a)/fwnos,"voiceless, speechless, dumb, silent"
5876,*)axai/a,Achaia
5877,*)axai/a,
5878,*)axaiiko/s,of
5879,*)axaii/s,the Achaian land
5880,a)xai/nhs,"with single points to his horns, a young deer"
5881,*)axaio/s,Achaian
5882,a)xa/linos,unbridled
5883,a)xali/nwtos,without bridle
5884,a)xa/lkeos,penniless
5885,a)xa/lkeutos,not forged of metal
5886,a)xalke/w,to be penniless
5887,a)/xalkos,without brass
5888,a)xa/lkwtos,not brasened; without money
5889,a)xa/nh,a Persian measure
5890,a)xanh/s,not opening the mouth
5891,a)xara/kwtos,not palisaded
5892,a)/xaris,without grace
5893,a)xariste/w,"to be thankless, shew ingratitude"
5894,a)xaristi/a,"thanklessness, ingratitude"
5895,a)xa/ristos,"ungracious, unpleasant, unpleasing"
5896,a)xa/ritos,"ungrateful, thankless"
5897,*)axarnai/,Acharnae
5898,*)axarneu/s,an inhabitant of Acharnae
5899,*)axarniko/s,belonging to
5900,a)xei/mantos,not vexed by storms
5901,a)xeiropoi/htos,not wrought by hands
5902,a)/xeiros,without hands
5903,a)xei/rwtos,"untamed, unconquered"
5904,*)axelwi/des,islands at the mouth of the Achelous
5905,*)axelw=|os,Achelous
5906,a)/xerdos,"a wild prickly shrub, a wild pear"
5907,*)axero/ntios,of Acheron
5908,a)xerwi/s,the white poplar
5909,*)axe/rwn,"Acheron, river of woe"
5910,a)xeu/w,"grieving, sorrowing, mourning"
5911,a)xe/w,
5912,a)xhni/a,"need, want"
5913,a)xh/n,"poor, needy"
5914,a)xqeino/s,"burdensome, oppressive, wearisome"
5915,a)xqhdw/n,"a weight, burden"
5916,a)xqi/zw,to load
5917,a)/xqomai,to be loaded
5918,a)/xqos,"a weight, burden, load"
5919,a)xqofore/w,to bear burdens
5920,a)xqofo/ros,bearing burdens
5921,*)axi/lleios,of Achilles
5922,*)axilleu/s,the grief
5923,a)xi/twn,without tunic
5924,a)xlaini/a,want of a cloak
5925,a)/xlainos,without cloak
5926,a)/xloos,without herbage
5927,a)xluo/eis,gloomy
5928,a)xlu/s,a mist
5929,a)xlu/w,to be
5930,a)/xnh,anything that comes off the surface
5931,a)/xnoos,without down
5932,a)/xolos,allaying bile
5933,a)xo/reutos,"not attended with the dance, joyless, melancholy"
5934,a)/xoros,without the dance
5935,a)/xos,"pain, distress"
5936,a)/xrantos,"undefiled, immaculate"
5937,a)xrei=os,"useless, unprofitable, good for nothing"
5938,a)xrhmati/a,want of money
5939,a)xrh/matos,without money
5940,a)xrhmosu/nh,want of money
5941,a)xrh/mwn,"without money, poor, needy"
5942,a)xrhsti/a,uselessness
5943,a)/xrhstos,"useless, unprofitable, unserviceable"
5944,a)/xri,"to the uttermost, utterly"
5945,a)xrw/matos,colourless
5946,a)/xrws,colourless
5947,a)/xrwstos,untouched
5948,a)xurmia/,a heap of chaff
5949,a)/xuron,"husks, chaff, bran"
5951,a)xuro/triy,threshing out the husks
5952,a)xw/ristos,"not parted, not divided"
5953,a)/yaustos,"untouched, not to be touched, sacred"
5954,a)yegh/s,"unblamed, blameless"
5955,a)yeu/deia,truthfulness
5956,a)yeude/w,"not to lie, to speak truth"
5957,a)yeudh/s,"without lie and deceit, truthful, sincere, trusty"
5958,a)yh/fistos,not having voted
5959,a(yido/omai,to be encircled
5960,a(yi/koros,satisfied with touching
5961,a(yimaxe/w,"to skirmish with an enemy, lead on to fight"
5962,a(yimaxi/a,a skirmishing
5963,a(yi/maxos,skirmishing
5964,a)yi/nqion,wormwood
5965,a)/yinqos,wormwood
5966,a(yi/s,"a juncture, loop, mesh"
5967,a)yo/rroos,"backflowing, refluent"
5968,a)/yorros,"going back, backwards"
5969,a(/yos,a joint
5970,a)yo/fhtos,noiseless
5971,a)/y,"backwards, back, back again"
5972,a)/yuktos,not capable of being cooled
5974,a)/yuxos,"lifeless, inanimate"
5975,a)/w,to blow
5976,a)/w,to hurt
5977,a)/w,to satiate
5978,a)wri/a,a wrong time
5979,a)wri/,"at an untimely hour, too early"
5980,a)wro/nuktos,at midnight
5981,a)/wros,"untimely, unseasonable"
5982,a)/wros,"pendulous, waving about"
5983,a)wte/w,to sleep
5984,a)/wton,"fine wool, flock"
5985,babai/,bless me
5986,babu/ka,
5987,ba/gma,a speech
5988,ba/dhn,step by step
5989,badi/zw,"to go slowly, to walk"
5990,ba/disis,"a walking, going"
5991,ba/disma,"walk, gait"
5992,badismo/s,
5993,badiste/os,one must walk
5994,badisth/s,a goer
5995,badistiko/s,good at walking
5996,ba/dos,a walk
5997,ba/zw,"to speak, say"
5998,baqe/ws,
5999,baqmi/s,a step
6000,baqmo/s,a step
6001,ba/qos,depth
6002,ba/qron,that on which anything stands
6003,baquagkh/s,with deep dells
6005,baqu/gaios,"with deep soil, productive"
6006,baqu/ghrws,"in great old age, decrepit"
6009,baqu/qric,with thick wool
6010,baqukamph/s,strongly curved
6011,baqukh/ths,deep yawning
6012,baqukleh/s,illustrious
6013,baqu/kolpos,with dress falling in deep folds
6014,baqu/krhmnos,with high cliffs
6015,baqukte/anos,"with great possessions, plenteous"
6016,baqu/leimos,"with deep, rich meadows"
6017,baqulh/ios,"with deep crop, very fruitful"
6018,baqu/noos,of deep mind
6019,baqu/nw,"to deepen, hollow out"
6020,baqu/culos,with deep wood
6022,baqu/ploutos,exceeding rich
6023,baqupo/lemos,plunged deep in war
6024,baqurrei/ths,
6025,baqu/rrhnos,with thick wool
6030,baqu/s,deep
6033,baqu/stolmos,"with deep, full robe"
6036,baqu/ths,depth
6037,baqu/frwn,
6039,baquxai/ths,"with deep, thick hair, Hes"
6040,baqu/xqwn,
6041,bai/nw,"to walk, step"
6042,ba/ion,
6043,baio/s,"little, small, scanty"
6045,bai/th,a shepherd's
6046,bake/las,an eunuch in the service of Cybele
6047,*baki/zw,to prophesy like Bacis
6048,*baki/s,
6049,ba/klon,
6050,bakthri/a,"a staff, cane"
6051,bakth/rion,
6052,ba/ktreuma,a staff
6053,baktreu/w,to lean on a staff
6054,ba/ktron,
6055,baktroprosai/ths,going about begging with a staff
6056,ba/kulon,
6057,*bakxa/w,"to be in Bacchic frenzy, to rave"
6058,*bakxe/bakxon,the song
6059,*bakxei/a,"the feast of Bacchus, Bacchic frenzy, revelry"
6060,*bakxei=on,the temple of Bacchus
6061,*ba/kxeios,"Bacchic, of"
6062,*ba/kxeuma,Bacchic revelries
6063,*bakxeu/simos,"Bacchanalian, frenzied"
6064,*ba/kxeusis,Bacchic revelry
6065,*bakxeu/s,
6066,*bakxeuth/s,a Bacchanal
6067,*bakxeutiko/s,disposed to Bacchic revels
6068,*bakxeu/twr,
6069,*bakxeu/w,"to keep the feast of Bacchus, celebrate his mysteries"
6070,*ba/kxh,a Bacchante
6071,*bakxia/zw,
6072,*bakxia/s,
6073,*bakxi/s,
6074,*bakxiw/ths,
6075,*ba/kxos,to shout
6076,balana/gra,a key
6079,balaneu/w,to wait upon
6081,balanhfo/ros,bearing dates
6082,balani/zw,to shake acorns from
6085,ba/lanos,an acorn
6088,*ba/lios,dapple
6089,balio/s,"spotted, dappled"
6090,balla/ntion,"a bag, pouch, purse"
6091,ballantiotome/w,to cut purses
6093,ballhna/de,
6094,ballh/n,"Baal, Bel"
6095,ba/llw,to throw
6096,bambai/nw,to chatter with the teeth
6097,ba/mma,"that in which a thing is dipped, dye"
6098,banausi/a,"handicraft, the practice of a mere mechanical art"
6099,banausiko/s,of
6100,ba/nausos,mechanical
6101,banausourgi/a,handicraft
6102,ba/cis,a saying
6103,bapti/zw,to dip in
6104,ba/ptisma,baptism
6105,baptismo/s,"a dipping in water, ablution"
6106,baptisth/s,one that dips: a baptizer
6108,ba/ptw,to dip in water
6109,ba=,king
6110,ba/raqron,"a gulf, pit"
6111,barbari/zw,"to behave like a barbarian, speak like one"
6112,barbariko/s,"barbaric, foreign, like a foreigner"
6113,barbarismo/s,barbarism
6114,barbaro/omai,to become barbarous
6115,ba/rbaros,barbarous
6116,barbaro/fwnos,speaking a foreign tongue
6117,ba/rbitos,a musical instrument of many strings
6118,ba/rdistos,
6119,bare/w,"to weigh down, depress"
6121,ba/ros,weight
6122,barualgh/s,
6123,barua/lghtos,very grievous
6124,baruaxh/s,heavy with woe
6127,barubrw/s,"gnawing, corroding"
6129,baru/guios,"weighing down the limbs, wearisome"
6130,barudaimone/w,to be grievously unlucky
6131,barudai/mwn,"pressed by a heavy fate, luckless"
6132,baru/dakrus,weeping grievously
6133,baru/dikos,taking heavy vengeance
6134,barudo/teira,giver of ill gifts
6136,baru/zhlos,exceeding jealous
6138,baru/qroos,deep
6139,baruqume/w,to be weighed down: to be heavy at heart
6140,baruqumi/a,sullenness
6141,baru/qumos,"heavy in spirit: indignant, sullen"
6142,baru/qw,to be weighed down
6143,baru/kotos,heavy in wrath
6145,baru/mhnis,"heavy in wrath, exceeding wrathful"
6146,baru/misqos,largely paid
6147,baru/moxqos,"very toilsome, painful"
6148,baru/nw,"to weigh down, oppress by weight, depress"
6149,baruo/rghtos,exceeding angry
6151,barupenqh/s,causing grievous woe
6152,barupe/nqhtos,mourning heavily
6154,baru/potmos,grievous
6155,baru/pous,heavy at the end
6156,barusi/dhros,heavy with iron
6157,baru/s,heavy
6158,baru/staqmos,weighing heavy
6159,baru/stonos,"groaning heavily, bellowing"
6161,baru/ths,"weight, heaviness"
6162,baru/timos,very costly
6163,baru/tlhtos,bearing a heavy weight
6166,barufrosu/nh,"gloominess, indignation"
6170,baru/yuxos,"heavy of soul, dejected"
6171,basani/zw,to rub
6172,basaniste/os,to be put to the proof
6173,basanisth/s,"questioner, torturer, tormentor"
6174,basani/stria,an examiner
6176,basi/leia,"a queen, princess"
6177,basilei/a,"a kingdom, dominion"
6178,basilei/dion,a petty king
6179,basi/leion,"a kingly dwelling, palace"
6180,basi/leios,"of the king, kingly, royal"
6181,basileu/s,"a king, chief"
6182,basileu/w,"to be king, to rule, reign"
6183,basilhi/s,royal
6184,basili/zw,to be of the king's party
6185,basiliko/s,"royal, kingly"
6186,basili/s,"a queen, princess"
6187,ba/simos,"passable, accessible"
6188,ba/sis,"a stepping, step"
6189,baskai/nw,"to slander, malign, belie, disparage"
6190,baskani/a,"slander, envy, malice"
6191,ba/skanos,"slanderous, envious, malignant"
6192,baska/s,duck
6193,ba/skw,speed thee! away!
6194,bassa/ra,a fox
6195,bassariko/s,
6196,bassa/rion,a little fox
6197,ba/stagma,"that which is borne, a burden"
6198,basta/zw,"to lift, lift up, raise"
6199,bastakto/s,to be borne
6200,ba/talos,
6201,bate/w,"to tread, cover"
6202,bathri/s,a mounting
6203,batidosko/pos,looking after skates
6204,bati/s,the skate
6205,batodro/pos,pulling berries off
6207,ba/tos,bath
6208,bato/s,passable
6209,batra/xeios,of
6211,batraxomuomaxi/a,the battle of the frogs and mice
6212,ba/traxos,a frog
6213,battari/zw,to stutter
6214,battologe/w,"to speak stammeringly, say the same thing over and over again"
6215,*ba/ttos,stammerer
6216,bau/zw,to cry
6218,baukopanou=rgos,a paltry braggart
6219,bauko/s,prudish
6220,bafh/,a dipping
6221,bafiko/s,fit for dyeing
6222,bda/llw,to milk
6223,bde/lla,a leech
6224,bde/lugma,an abomination
6225,bdelugmi/a,"nausea, disgust"
6226,bdelukto/s,"disgusting, abominable"
6227,bdelureu/omai,to behave in a brutal manner
6228,bdeluri/a,"brutal conduct, want of shame and decency, brutality"
6229,bdeluro/s,"loathsome, disgusting, brutal"
6230,bdelu/ssomai,"to feel nausea, to be sick"
6231,bde/w,to break wind
6232,bdu/llw,to be afraid of
6233,be/baios,"firm, steady, steadfast, sure, certain"
6234,bebaio/ths,"firmness, steadfastness, stability, assurance, certainty"
6235,bebaio/w,"to make firm, confirm, establish, secure, warrant, make good"
6236,bebai/wsis,confirmation
6237,be/bhlos,"allowable to be trodden, permitted to human use"
6238,bebhlo/w,to profane
6239,bebo/lhmai,to be stricken
6240,bebouleume/nws,"advisedly, designedly"
6241,bekkese/lhnos,"superannuated, doting"
6242,beko/s,bread
6243,belehfo/ros,bearing darts
6244,be/lemnon,"a dart, javelin"
6245,belessixarh/s,in darts
6246,belo/nh,"any sharp point, a needle"
6248,be/los,jacio
6249,belosfendo/nh,"a dart wrapped with pitch and tow, and thrown while on fire"
6250,be/lteros,"better, more excellent"
6251,be/ltistos,best
6252,belti/wn,better
6253,bembikia/w,to spin like a top
6254,bembiki/zw,to set a spinning
6255,be/mbic,
6256,bembra/s,
6257,*bendi/deia,the festival of Bendis
6258,*bendi/deion,the temple of Bendis
6259,*bendi=s,the Thracian Artemis
6260,be/nqos,the depth
6261,be/omai,I shall live
6262,bere/sxeqos,a booby
6263,bhlo/s,"that on which one treads, the threshold"
6264,bh=ma,"a step, pace, stride"
6265,bh/c,a cough
6266,bh=,baa
6267,bh=ssa,a wooded comb
6268,bhssh/eis,of
6269,bh/ssw,to cough
6270,bh=ta,(mortalis)
6271,bhta/rmwn,a dancer
6272,bia/zw,to constrain
6273,biaioma/xas,fighting violently
6274,bi/aios,"forcible, violent"
6275,bi/a,"bodily strength, force, power, might"
6276,biarkh/s,supplying the necessaries of life
6277,biaste/os,one must do violence to
6278,biasth/s,"one who uses force, a violent man"
6279,bia/w,to constrain
6280,biba/zw,"to make to mount, to lift up, exalt"
6281,biba/sqw,striding
6282,biba/w,to stride
6283,bi/bhmi,to stride
6284,bibla/rion,
6285,bi/blinos,", Biblian wine"
