book,chapter,verse,position,head,word,new_relation
Heb,11,25,7,λαῷ,θεοῦ,relation
Acts,13,24,13,λαῷ,Ἰσραήλ,specification
Acts,4,10,9,λαῷ,Ἰσραὴλ,specification
Matt,26,53,17,λεγιῶνας,ἀγγέλων,contents
Rom,13,6,9,λειτουργοὶ,θεοῦ,relation
Phil,2,25,18,λειτουργὸν,χρείας,object
Rom,15,16,6,λειτουργὸν,Χριστοῦ,relation
Heb,8,2,4,λειτουργὸς,καὶ,object
Heb,1,7,16,λειτουργοὺς,αὐτοῦ,relation
Matt,8,3,13,λέπρα,αὐτοῦ,body part
Luke,3,24,6,Λευὶ,Μελχὶ,relation
Luke,3,30,2,Λευὶ,Συμεὼν,relation
Mark,2,14,7,Λευὶν,Ἁλφαίου,relation
2Pet,1,9,12,λήθην,καθαρισμοῦ,object
Rev,14,19,23,ληνὸν,θυμοῦ,other
Rev,19,15,28,ληνὸν,οἴνου,contents
Rom,9,33,8,λίθον,προσκόμματος,other
1Pet,2,8,3,λίθος,προσκόμματος,other
Rom,9,32,15,λίθῳ,προσκόμματος,other
Acts,27,12,23,λιμένα,Κρήτης,part-whole
Rev,20,14,22,λίμνη,πυρός,material
Luke,5,1,22,λίμνην,Γεννησαρὲτ,specification
Rev,20,10,13,λίμνην,καὶ,material
Rev,20,14,12,λίμνην,πυρός,material
Rev,20,15,17,λίμνην,πυρός,material
Rev,19,20,39,λίμνην,πυρὸς,material
John,12,3,6,λίτραν,μύρου,contents
1Pet,4,11,6,λόγια,θεοῦ,source
Rom,3,2,13,λόγια,θεοῦ,source
Heb,5,12,23,λογίων,θεοῦ,source
Rev,17,17,29,λόγοι,θεοῦ,subject
Rev,19,9,23,λόγοι,θεοῦ,subject
Luke,21,33,10,λόγοι,μου,subject
Luke,24,44,8,λόγοι,μου,subject
Mark,13,31,10,λόγοι,μου,subject
Matt,24,35,10,λόγοι,μου,subject
Acts,15,15,7,λόγοι,προφητῶν,subject
Mark,10,24,8,λόγοις,αὐτοῦ,subject
1Tim,4,6,15,λόγοις,καὶ,other
Luke,1,20,20,λόγοις,μου,subject
Rom,3,4,20,λόγοις,σου,subject
Luke,4,22,11,λόγοις,χάριτος,property
1Thess,2,13,13,λόγον,ἀκοῆς,other
2Tim,2,15,13,λόγον,ἀληθείας,property
Eph,1,13,9,λόγον,ἀληθείας,property
1Thess,2,13,21,λόγον,ἀνθρώπων,source
Heb,6,1,5,λόγον,ἀρχῆς,about
1John,2,5,5,λόγον,αὐτοῦ,subject
Acts,2,41,7,λόγον,αὐτοῦ,subject
John,4,41,8,λόγον,αὐτοῦ,subject
John,5,38,4,λόγον,αὐτοῦ,source
John,8,55,25,λόγον,αὐτοῦ,source
Luke,10,39,18,λόγον,αὐτοῦ,subject
Titus,1,3,7,λόγον,αὐτοῦ,source
Matt,13,19,6,λόγον,βασιλείας,about
John,4,39,16,λόγον,γυναικὸς,subject
Acts,15,7,33,λόγον,εὐαγγελίου,about
Phil,2,16,2,λόγον,ζωῆς,other
1Thess,2,13,17,λόγον,θεοῦ,source
1Thess,2,13,27,λόγον,θεοῦ,source
2Cor,2,17,11,λόγον,θεοῦ,source
2Cor,4,2,16,λόγον,θεοῦ,source
Acts,4,31,22,λόγον,θεοῦ,source
Acts,6,2,18,λόγον,θεοῦ,source
Acts,8,14,14,λόγον,θεοῦ,source
Acts,11,1,21,λόγον,θεοῦ,source
Acts,13,5,9,λόγον,θεοῦ,source
Acts,13,7,20,λόγον,θεοῦ,source
Acts,13,46,17,λόγον,θεοῦ,source
Acts,18,11,13,λόγον,θεοῦ,source
Col,1,25,19,λόγον,θεοῦ,source
Heb,13,7,11,λόγον,θεοῦ,source
Luke,5,1,14,λόγον,θεοῦ,source
Luke,8,21,18,λόγον,θεοῦ,source
Luke,11,28,11,λόγον,θεοῦ,source
Mark,7,13,5,λόγον,θεοῦ,source
Matt,15,6,12,λόγον,θεοῦ,source
Rev,1,2,6,λόγον,θεοῦ,source
Rev,1,9,28,λόγον,θεοῦ,source
Rev,6,9,19,λόγον,θεοῦ,source
Rev,20,4,26,λόγον,θεοῦ,source
Phil,4,15,22,λόγον,καὶ,source
2Cor,5,19,23,λόγον,καταλλαγῆς,other
Acts,8,25,10,λόγον,κυρίου,source
Acts,13,44,14,λόγον,κυρίου,source
Acts,13,48,11,λόγον,κυρίου,source
Acts,15,35,18,λόγον,κυρίου,source
Acts,15,36,23,λόγον,κυρίου,source
Acts,16,32,7,λόγον,κυρίου,source
Acts,19,10,17,λόγον,κυρίου,source
Rev,12,11,15,λόγον,μαρτυρίας,contents
John,5,24,9,λόγον,μου,subject
John,8,52,22,λόγον,μου,subject
John,14,23,12,λόγον,μου,subject
John,15,20,24,λόγον,μου,subject
Rev,3,8,22,λόγον,μου,subject
Luke,16,2,15,λόγον,οἰκονομίας,about
1Cor,4,19,16,λόγον,πεφυσιωμένων,subject
Acts,4,29,21,λόγον,σου,subject
John,17,6,21,λόγον,σου,subject
John,17,14,6,λόγον,σου,subject
Col,2,23,6,λόγον,σοφίας,other
Rev,3,10,6,λόγον,ὑπομονῆς,other
Heb,4,2,13,λόγος,ἀκοῆς,other
1John,1,10,12,λόγος,αὐτοῦ,source
Luke,4,32,13,λόγος,αὐτοῦ,subject
2Tim,2,17,4,λόγος,αὐτῶν,subject
1Cor,12,8,13,λόγος,γνώσεως,other
Rom,9,9,1,λόγος,ἐπαγγελίας,about
2Cor,1,18,8,λόγος,ἡμῶν,subject
John,12,38,4,λόγος,Ἠσαΐου,subject
1Cor,14,36,7,λόγος,θεοῦ,source
1John,2,14,26,λόγος,θεοῦ,source
2Tim,2,9,12,λόγος,θεοῦ,source
Acts,6,7,5,λόγος,θεοῦ,source
Acts,12,24,5,λόγος,θεοῦ,source
Acts,17,13,21,λόγος,θεοῦ,source
Heb,4,12,6,λόγος,θεοῦ,source
John,10,35,10,λόγος,θεοῦ,source
Luke,8,11,12,λόγος,θεοῦ,source
Rev,19,13,14,Λόγος,Θεοῦ,source
Rom,9,6,9,λόγος,θεοῦ,source
Titus,2,5,14,λόγος,θεοῦ,source
John,18,32,5,λόγος,Ἰησοῦ,subject
1Thess,1,8,8,λόγος,κυρίου,source
2Thess,3,1,11,λόγος,κυρίου,source
Acts,13,49,6,λόγος,κυρίου,source
Acts,19,20,5,λόγος,κυρίου,source
1Cor,2,4,4,λόγος,μου,subject
Heb,7,28,13,λόγος,ὁρκωμοσίας,about
Acts,13,15,24,λόγος,παρακλήσεως,property
1Cor,12,8,9,λόγος,σοφίας,other
Acts,13,26,17,λόγος,σωτηρίας,other
Col,4,6,3,λόγος,ὑμῶν,subject
Matt,5,37,5,λόγος,ὑμῶν,subject
Col,3,16,4,λόγος,Χριστοῦ,source
Luke,20,20,11,λόγου,αὐτοῦ,subject
John,17,20,15,λόγου,αὐτῶν,subject
Heb,5,13,8,λόγου,δικαιοσύνης,other
1John,1,1,23,λόγου,ζωῆς,other
1Pet,1,23,11,λόγου,θεοῦ,source
1Tim,4,5,5,λόγου,θεοῦ,source
Luke,22,61,15,λόγου,κυρίου,subject
Heb,13,22,9,λόγου,παρακλήσεως,property
Matt,5,32,14,λόγου,πορνείας,other
Rev,22,9,21,λόγους,βιβλίου,other
John,14,24,7,λόγους,μου,subject
Matt,7,24,5,λόγους,μου,subject
Matt,7,26,5,λόγους,μου,subject
Rev,1,3,10,λόγους,προφητείας,other
Rev,22,7,11,λόγους,προφητείας,other
Rev,22,10,9,λόγους,προφητείας,other
Rev,22,18,9,λόγους,προφητείας,other
Matt,10,14,11,λόγους,ὑμῶν,subject
2Cor,6,7,3,λόγῳ,ἀληθείας,property
Col,1,5,16,λόγῳ,ἀληθείας,other
Jas,1,18,5,λόγῳ,ἀληθείας,other
2Thess,3,14,8,λόγῳ,ἡμῶν,subject
2Pet,3,5,20,λόγῳ,θεοῦ,subject
1Thess,2,5,6,λόγῳ,κολακείας,property
1Thess,4,15,7,λόγῳ,κυρίου,source
Acts,14,3,15,λόγῳ,χάριτος,other
Acts,20,32,12,λόγῳ,χάριτος,other
Rev,22,19,9,λόγων,βιβλίου,other
Luke,3,4,6,λόγων,Ἠσαΐου,subject
Acts,20,35,16,λόγων,κυρίου,subject
Luke,6,47,8,λόγων,μου,subject
Matt,12,37,5,λόγων,σου,subject
Matt,12,37,11,λόγων,σου,subject
Luke,18,11,19,λοιποὶ,ἀνθρώπων,part-whole
Rev,9,20,5,λοιποὶ,ἀνθρώπων,part-whole
Rev,20,5,4,λοιποὶ,νεκρῶν,part-whole
Rev,12,17,16,λοιπῶν,σπέρματος,part-whole
Titus,3,5,19,λουτροῦ,παλιγγενεσίας,other
Eph,5,26,8,λουτρῷ,ὕδατος,other
2Cor,7,10,14,λύπη,κόσμου,other
John,16,20,19,λύπη,ὑμῶν,subject
Luke,2,38,17,λύτρωσιν,Ἰερουσαλήμ,object
Luke,11,34,4,λύχνος,σώματός,other
Matt,6,22,4,λύχνος,σώματός,other
Luke,3,26,4,Μάαθ,Ματταθίου,relation
John,8,31,20,μαθηταί,μού,relation
John,9,28,12,μαθηταί,Μωϋσέως,relation
John,7,3,19,μαθηταί,σου,relation
Mark,7,5,15,μαθηταί,σου,relation
Matt,9,14,19,μαθηταί,σου,relation
Matt,12,2,10,μαθηταί,σου,relation
Matt,15,2,5,μαθηταί,σου,relation
Acts,9,25,5,μαθηταὶ,αὐτοῦ,relation
John,2,2,9,μαθηταὶ,αὐτοῦ,relation
John,2,11,23,μαθηταὶ,αὐτοῦ,relation
John,2,12,17,μαθηταὶ,αὐτοῦ,relation
John,2,17,4,μαθηταὶ,αὐτοῦ,relation
John,2,22,9,μαθηταὶ,αὐτοῦ,relation
John,3,22,9,μαθηταὶ,αὐτοῦ,relation
John,4,2,9,μαθηταὶ,αὐτοῦ,relation
John,4,8,4,μαθηταὶ,αὐτοῦ,relation
John,4,27,7,μαθηταὶ,αὐτοῦ,relation
John,6,16,8,μαθηταὶ,αὐτοῦ,relation
John,6,22,36,μαθηταὶ,αὐτοῦ,relation
John,6,24,14,μαθηταὶ,αὐτοῦ,relation
John,6,61,13,μαθηταὶ,αὐτοῦ,relation
John,9,2,6,μαθηταὶ,αὐτοῦ,relation
John,9,27,17,μαθηταὶ,αὐτοῦ,relation
John,12,16,4,μαθηταὶ,αὐτοῦ,relation
John,16,29,4,μαθηταὶ,αὐτοῦ,relation
John,18,1,24,μαθηταὶ,αὐτοῦ,relation
John,20,26,10,μαθηταὶ,αὐτοῦ,relation
Luke,6,1,13,μαθηταὶ,αὐτοῦ,relation
Luke,7,11,16,μαθηταὶ,αὐτοῦ,relation
Luke,7,18,6,μαθηταὶ,αὐτοῦ,relation
Luke,8,9,6,μαθηταὶ,αὐτοῦ,relation
Luke,8,22,15,μαθηταὶ,αὐτοῦ,relation
Mark,2,23,14,μαθηταὶ,αὐτοῦ,relation
Mark,5,31,6,μαθηταὶ,αὐτοῦ,relation
Mark,6,1,15,μαθηταὶ,αὐτοῦ,relation
Mark,6,29,5,μαθηταὶ,αὐτοῦ,relation
Mark,6,35,10,μαθηταὶ,αὐτοῦ,relation
Mark,7,17,13,μαθηταὶ,αὐτοῦ,relation
Mark,8,4,6,μαθηταὶ,αὐτοῦ,relation
Mark,8,27,8,μαθηταὶ,αὐτοῦ,relation
Mark,9,28,8,μαθηταὶ,αὐτοῦ,relation
Mark,11,14,18,μαθηταὶ,αὐτοῦ,relation
Mark,14,12,15,μαθηταὶ,αὐτοῦ,relation
Matt,5,1,16,μαθηταὶ,αὐτοῦ,relation
Matt,8,23,10,μαθηταὶ,αὐτοῦ,relation
Matt,9,19,10,μαθηταὶ,αὐτοῦ,relation
Matt,12,1,16,μαθηταὶ,αὐτοῦ,relation
Matt,13,36,14,μαθηταὶ,αὐτοῦ,relation
Matt,14,12,5,μαθηταὶ,αὐτοῦ,relation
Matt,15,23,11,μαθηταὶ,αὐτοῦ,relation
Matt,24,1,13,μαθηταὶ,αὐτοῦ,relation
Matt,27,64,14,μαθηταὶ,αὐτοῦ,relation
Matt,28,13,6,μαθηταὶ,αὐτοῦ,relation
Luke,5,33,8,μαθηταὶ,Ἰωάννου,relation
Mark,2,18,5,μαθηταὶ,Ἰωάννου,relation
Mark,2,18,19,μαθηταὶ,Ἰωάννου,relation
Matt,9,14,6,μαθηταὶ,Ἰωάννου,relation
Mark,2,18,24,μαθηταὶ,Φαρισαίων,relation
John,6,12,7,μαθηταῖς,αὐτοῦ,relation
John,6,22,26,μαθηταῖς,αὐτοῦ,relation
John,18,1,8,μαθηταῖς,αὐτοῦ,relation
Mark,2,15,20,μαθηταῖς,αὐτοῦ,relation
Mark,2,16,17,μαθηταῖς,αὐτοῦ,relation
Mark,3,9,5,μαθηταῖς,αὐτοῦ,relation
Mark,6,41,23,μαθηταῖς,αὐτοῦ,relation
Mark,8,6,20,μαθηταῖς,αὐτοῦ,relation
Mark,8,34,8,μαθηταῖς,αὐτοῦ,relation
Mark,10,23,8,μαθηταῖς,αὐτοῦ,relation
Mark,14,32,13,μαθηταῖς,αὐτοῦ,relation
Mark,16,7,6,μαθηταῖς,αὐτοῦ,relation
Matt,9,10,21,μαθηταῖς,αὐτοῦ,relation
Matt,9,11,8,μαθηταῖς,αὐτοῦ,relation
Matt,9,37,5,μαθηταῖς,αὐτοῦ,relation
Matt,11,1,11,μαθηταῖς,αὐτοῦ,relation
Matt,16,21,9,μαθηταῖς,αὐτοῦ,relation
Matt,16,24,7,μαθηταῖς,αὐτοῦ,relation
Matt,19,23,7,μαθηταῖς,αὐτοῦ,relation
Matt,23,1,10,μαθηταῖς,αὐτοῦ,relation
Matt,26,1,14,μαθηταῖς,αὐτοῦ,relation
Matt,28,7,7,μαθηταῖς,αὐτοῦ,relation
Matt,28,8,16,μαθηταῖς,αὐτοῦ,relation
Luke,19,39,15,μαθηταῖς,σου,relation
Mark,9,18,20,μαθηταῖς,σου,relation
Matt,17,16,6,μαθηταῖς,σου,relation
Luke,5,30,12,μαθητὰς,αὐτοῦ,relation
Luke,6,13,8,μαθητὰς,αὐτοῦ,relation
Luke,6,20,10,μαθητὰς,αὐτοῦ,relation
Luke,9,14,11,μαθητὰς,αὐτοῦ,relation
Luke,9,43,20,μαθητὰς,αὐτοῦ,relation
Luke,11,1,30,μαθητὰς,αὐτοῦ,relation
Luke,12,1,16,μαθητὰς,αὐτοῦ,relation
Luke,12,22,6,μαθητὰς,αὐτοῦ,relation
Luke,17,1,6,μαθητὰς,αὐτοῦ,relation
Mark,6,45,6,μαθητὰς,αὐτοῦ,relation
Mark,8,27,22,μαθητὰς,αὐτοῦ,relation
Mark,8,33,8,μαθητὰς,αὐτοῦ,relation
Mark,9,31,5,μαθητὰς,αὐτοῦ,relation
Mark,12,43,5,μαθητὰς,αὐτοῦ,relation
Matt,10,1,6,μαθητὰς,αὐτοῦ,relation
Matt,12,49,9,μαθητὰς,αὐτοῦ,relation
Matt,15,32,7,μαθητὰς,αὐτοῦ,relation
Matt,16,13,14,μαθητὰς,αὐτοῦ,relation
Matt,22,16,6,μαθητὰς,αὐτῶν,relation
Acts,9,1,13,μαθητὰς,κυρίου,relation
Luke,14,26,36,μαθητής,μου,relation
Luke,14,27,14,μαθητής,μου,relation
Luke,14,33,16,μαθητής,μου,relation
John,9,28,8,μαθητὴς,ἐκείνου,relation
John,19,38,13,μαθητὴς,Ἰησοῦ,relation
John,18,17,17,μαθητῶν,ἀνθρώπου,relation
John,1,35,11,μαθητῶν,αὐτοῦ,relation
John,6,3,13,μαθητῶν,αὐτοῦ,relation
John,6,8,7,μαθητῶν,αὐτοῦ,relation
John,6,60,7,μαθητῶν,αὐτοῦ,relation
John,6,66,7,μαθητῶν,αὐτοῦ,relation
John,12,4,9,μαθητῶν,αὐτοῦ,relation
John,13,23,7,μαθητῶν,αὐτοῦ,relation
John,16,17,6,μαθητῶν,αὐτοῦ,relation
John,18,2,18,μαθητῶν,αὐτοῦ,relation
John,18,19,10,μαθητῶν,αὐτοῦ,relation
John,18,25,17,μαθητῶν,αὐτοῦ,relation
John,21,2,26,μαθητῶν,αὐτοῦ,relation
Luke,6,17,13,μαθητῶν,αὐτοῦ,relation
Luke,7,18,16,μαθητῶν,αὐτοῦ,relation
Luke,11,1,17,μαθητῶν,αὐτοῦ,relation
Mark,3,7,7,μαθητῶν,αὐτοῦ,relation
Mark,7,2,6,μαθητῶν,αὐτοῦ,relation
Mark,8,10,10,μαθητῶν,αὐτοῦ,relation
Mark,10,46,13,μαθητῶν,αὐτοῦ,relation
Mark,11,1,19,μαθητῶν,αὐτοῦ,relation
Mark,13,1,12,μαθητῶν,αὐτοῦ,relation
Mark,14,13,6,μαθητῶν,αὐτοῦ,relation
Matt,11,2,16,μαθητῶν,αὐτοῦ,relation
John,3,25,7,μαθητῶν,Ἰωάννου,relation
Luke,22,11,21,μαθητῶν,μου,relation
Mark,14,14,23,μαθητῶν,μου,relation
Matt,26,18,30,μαθητῶν,μου,relation
Luke,9,40,5,μαθητῶν,σου,relation
Luke,3,24,4,Μαθθὰτ,Λευὶ,relation
Luke,3,29,10,Μαθθὰτ,Λευὶ,relation
Luke,3,37,4,Μαθουσαλὰ,Ἑνὼχ,relation
Rom,4,6,8,μακαρισμὸν,ἀνθρώπου,other
Acts,27,2,19,Μακεδόνος,Θεσσαλονικέως,location
1Pet,3,20,7,μακροθυμία,θεοῦ,subject
2Pet,3,15,4,μακροθυμίαν,κυρίου,subject
Luke,3,37,10,Μαλελεὴλ,Καϊνὰμ,relation
1Cor,14,18,5,μᾶλλον,ὑμῶν,comparison
2Tim,1,5,14,μάμμῃ,σου,relation
Luke,16,9,12,μαμωνᾶ,ἀδικίας,property
Matt,7,6,11,μαργαρίτας,ὑμῶν,possession
Luke,24,10,11,Μαρία,Ἰακώβου,relation
Mark,16,1,12,Μαρία,Ἰακώβου,relation
Mark,15,47,9,Μαρία,Ἰωσῆτος,relation
John,19,25,20,Μαρία,Κλωπᾶ,relation
Acts,1,22,15,μάρτυρα,ἀναστάσεως,object
Acts,13,31,18,μάρτυρες,αὐτοῦ,about
Acts,1,8,12,μάρτυρες,μου,relation
Acts,2,32,7,μάρτυρες,οὗ,object
Acts,3,15,13,μάρτυρες,οὗ,object
Acts,10,39,4,μάρτυρες,πάντων,object
Acts,5,32,6,μάρτυρες,ῥημάτων,object
Luke,24,48,4,μάρτυρες,τούτων,object
John,8,17,11,μαρτυρία,ἀνθρώπων,subject
John,19,35,7,μαρτυρία,αὐτοῦ,subject
John,21,24,17,μαρτυρία,αὐτοῦ,subject
Mark,14,59,8,μαρτυρία,αὐτῶν,subject
3John,1,12,19,μαρτυρία,ἡμῶν,subject
1John,5,9,10,μαρτυρία,θεοῦ,subject
1John,5,9,19,μαρτυρία,θεοῦ,subject
Rev,19,10,32,μαρτυρία,Ἰησοῦ,other
John,1,19,7,μαρτυρία,Ἰωάννου,subject
John,5,31,8,μαρτυρία,μου,subject
John,8,14,15,μαρτυρία,μου,subject
John,8,13,12,μαρτυρία,σου,subject
1John,5,9,5,μαρτυρίαν,ἀνθρώπων,subject
John,3,32,10,μαρτυρίαν,αὐτοῦ,subject
John,3,33,3,μαρτυρίαν,αὐτοῦ,subject
Rev,11,7,6,μαρτυρίαν,αὐτῶν,subject
John,3,11,16,μαρτυρίαν,ἡμῶν,subject
Rev,1,2,10,μαρτυρίαν,Ἰησοῦ,other
Rev,1,9,32,μαρτυρίαν,Ἰησοῦ,other
Rev,12,17,28,μαρτυρίαν,Ἰησοῦ,other
Rev,19,10,25,μαρτυρίαν,Ἰησοῦ,other
Rev,20,4,20,μαρτυρίαν,Ἰησοῦ,about
Acts,22,18,16,μαρτυρίαν,σου,subject
Rev,12,11,16,μαρτυρίας,αὐτῶν,subject
Acts,4,33,10,μαρτύριον,ἀναστάσεως,about
2Thess,1,10,18,μαρτύριον,ἡμῶν,subject
1Cor,2,1,18,μαρτύριον,θεοῦ,about
2Tim,1,8,7,μαρτύριον,κυρίου,about
Heb,3,5,15,μαρτύριον,λαληθησομένων,about
2Cor,1,12,10,μαρτύριον,συνειδήσεως,other
1Cor,1,6,5,μαρτύριον,Χριστοῦ,about
Acts,22,20,9,μάρτυρός,σου,relation
Rev,17,6,17,μαρτύρων,Ἰησοῦ,relation
Phil,1,8,3,μάρτυς,μου,relation
Rev,2,13,27,μάρτυς,μου,relation
Rom,1,9,3,μάρτυς,μού,relation
1Pet,5,1,13,μάρτυς,παθημάτων,object
Rev,11,3,6,μάρτυσίν,μου,relation
Mark,5,34,20,μάστιγός,σου,body part
Eph,4,17,19,ματαιότητι,νοὸς,other
Luke,3,31,8,Ματταθὰ,Ναθὰμ,relation
Luke,3,25,4,Ματταθίου,Ἀμὼς,relation
Luke,3,26,6,Ματταθίου,Σεμεῒν,relation
Matt,26,51,13,μάχαιραν,αὐτοῦ,possession
Eph,6,17,11,μάχαιραν,πνεύματος,other
Matt,26,52,9,μάχαιράν,σου,possession
Acts,2,11,17,μεγαλεῖα,θεοῦ,other
Luke,9,43,8,μεγαλειότητι,θεοῦ,characterized by
Acts,19,27,29,μεγαλειότητος,αὐτῆς,characterized by
2Pet,1,16,21,μεγαλειότητος,ἐκείνου,characterized by
Mark,10,42,20,μεγάλοι,αὐτῶν,part-whole
Heb,8,11,26,μεγάλου,αὐτῶν,part-whole
Eph,1,19,7,μέγεθος,δυνάμεως,characterized by
Rev,18,23,29,μεγιστᾶνες,γῆς,location
Mark,6,21,14,μεγιστᾶσιν,αὐτοῦ,relation
Eph,4,14,23,μεθοδείαν,πλάνης,other
Eph,6,11,15,μεθοδείας,διαβόλου,subject
1Thess,5,7,9,μεθύουσιν,νυκτὸς,time
Luke,3,31,4,Μελεὰ,Μεννὰ,relation
Jas,3,6,15,μέλεσιν,ἡμῶν,body part
Rom,7,5,19,μέλεσιν,ἡμῶν,body part
Jas,4,1,19,μέλεσιν,ὑμῶν,body part
Rom,7,23,8,μέλεσίν,μου,body part
Rom,7,23,28,μέλεσίν,μου,body part
1Cor,6,15,17,μέλη,πόρνης,body part
1Cor,12,12,16,μέλη,σώματος,body part
1Cor,12,22,8,μέλη,σώματος,body part
Eph,5,30,5,μέλη,σώματος,body part
Rom,6,13,5,μέλη,ὑμῶν,body part
Rom,6,13,22,μέλη,ὑμῶν,body part
Rom,6,19,14,μέλη,ὑμῶν,body part
Rom,6,19,29,μέλη,ὑμῶν,body part
1Cor,6,15,8,μέλη,Χριστοῦ,body part
1Cor,6,15,15,μέλη,Χριστοῦ,body part
Luke,3,28,4,Μελχὶ,Ἀδδὶ,relation
Luke,3,24,8,Μελχὶ,Ἰανναὶ,relation
Matt,5,29,24,μελῶν,σου,body part
Matt,5,30,23,μελῶν,σου,body part
Luke,3,31,6,Μεννὰ,Ματταθὰ,relation
Matt,2,22,25,μέρη,Γαλιλαίας,specification
Eph,4,9,16,μέρη,γῆς,part-whole
Mark,8,10,15,μέρη,Δαλμανουθά,specification
Matt,15,21,11,μέρη,καὶ,specification
Matt,16,13,8,μέρη,Καισαρείας,specification
Acts,2,10,10,μέρη,Λιβύης,part-whole
John,21,6,11,μέρη,πλοίου,part-whole
Col,1,12,11,μερίδα,κλήρου,part-whole
Acts,16,12,9,μερίδος,Μακεδονίας,specification
Matt,13,22,17,μέριμνα,αἰῶνος,other
2Cor,11,28,14,μέριμνα,ἐκκλησιῶν,object
Mark,4,19,5,μέριμναι,αἰῶνος,other
1Pet,5,7,4,μέριμναν,ὑμῶν,subject
Heb,2,4,12,μερισμοῖς,πνεύματος,other
Heb,4,12,20,μερισμοῦ,καὶ,object
Luke,12,46,24,μέρος,αὐτοῦ,possession
Matt,24,51,7,μέρος,αὐτοῦ,possession
Rev,22,19,18,μέρος,αὐτοῦ,possession
Rev,21,8,22,μέρος,αὐτῶν,possession
Luke,24,42,5,μέρος,ἰχθύος,part-whole
Luke,15,12,15,μέρος,οὐσίας,part-whole
Acts,23,9,13,μέρους,Φαρισαίων,specification
Matt,25,6,3,μέσης,νυκτὸς,part-whole
Heb,12,24,2,μεσίτῃ,διαθήκης,other
Heb,8,6,10,μεσίτης,διαθήκης,other
Heb,9,15,4,μεσίτης,διαθήκης,other
1Tim,2,5,8,μεσίτης,καὶ,other
Phil,2,15,10,μέσον,γενεᾶς,location
Rev,7,17,8,μέσον,θρόνου,location
Luke,17,11,14,μέσον,καὶ,location
Acts,27,27,14,μέσον,νυκτὸς,part-whole
Mark,7,31,19,μέσον,ὁρίων,location
Matt,13,25,17,μέσον,σίτου,location
Luke,22,55,14,μέσος,αὐτῶν,location
John,1,26,11,μέσος,ὑμῶν,location
Eph,2,14,16,μεσότοιχον,φραγμοῦ,other
2Cor,6,17,5,μέσου,αὐτῶν,location
Acts,17,33,7,μέσου,αὐτῶν,location
Acts,23,10,22,μέσου,αὐτῶν,location
Luke,4,30,6,μέσου,αὐτῶν,location
Matt,13,49,18,μέσου,δικαίων,location
1Cor,5,2,13,μέσου,ὑμῶν,location
Acts,1,15,11,μέσῳ,ἀδελφῶν,location
Luke,8,7,7,μέσῳ,ἀκανθῶν,location
Luke,22,55,7,μέσῳ,αὐλῆς,location
Luke,21,21,14,μέσῳ,αὐτῆς,location
Acts,27,21,11,μέσῳ,αὐτῶν,location
Luke,24,36,9,μέσῳ,αὐτῶν,location
Mark,9,36,8,μέσῳ,αὐτῶν,location
Matt,18,2,8,μέσῳ,αὐτῶν,location
Matt,18,20,16,μέσῳ,αὐτῶν,location
Luke,2,46,15,μέσῳ,διδασκάλων,location
Heb,2,12,11,μέσῳ,ἐκκλησίας,location
Rev,6,6,9,μέσῳ,ζῴων,location
Mark,6,47,10,μέσῳ,θαλάσσης,location
Rev,4,6,14,μέσῳ,θρόνου,location
Rev,5,6,7,μέσῳ,καὶ,location
Rev,22,2,6,μέσῳ,καὶ,location
Luke,10,3,9,μέσῳ,λύκων,location
Matt,10,16,9,μέσῳ,λύκων,location
Rev,1,13,5,μέσῳ,λυχνιῶν,location
Rev,2,1,25,μέσῳ,λυχνιῶν,location
Acts,17,22,8,μέσῳ,Πάγου,location
Rev,5,6,15,μέσῳ,πρεσβυτέρων,location
1Thess,2,7,13,μέσῳ,ὑμῶν,location
Acts,2,22,30,μέσῳ,ὑμῶν,location
Luke,22,27,16,μέσῳ,ὑμῶν,location
Heb,12,27,7,μετάθεσιν,σαλευομένων,object
Heb,7,12,8,μετάθεσις,νόμου,object
1Cor,9,12,5,μετέχουσιν,ἐξουσίας,object
Matt,1,12,5,μετοικεσίαν,Βαβυλῶνος,other
Matt,1,11,13,μετοικεσίας,Βαβυλῶνος,other
Matt,1,17,17,μετοικεσίας,Βαβυλῶνος,other
Matt,1,17,24,μετοικεσίας,Βαβυλῶνος,other
Heb,12,8,6,μέτοχοι,ἧς,object
Heb,3,1,4,μέτοχοι,κλήσεως,object
Heb,3,14,4,μέτοχοι,Χριστοῦ,relation
Heb,6,4,15,μετόχους,πνεύματος,object
Heb,1,9,20,μετόχους,σου,relation
Rev,21,17,11,μέτρον,ἀνθρώπου,other
Eph,4,7,12,μέτρον,δωρεᾶς,other
Eph,4,13,22,μέτρον,ἡλικίας,other
2Cor,10,13,13,μέτρον,κανόνος,other
Matt,23,32,7,μέτρον,πατέρων,other
Rom,12,3,31,μέτρον,πίστεως,other
Rev,17,5,5,μέτωπον,αὐτῆς,body part
Rev,13,16,35,μέτωπον,αὐτῶν,body part
Rev,14,9,26,μετώπου,αὐτοῦ,body part
Rev,7,3,22,μετώπων,αὐτῶν,body part
Rev,14,1,33,μετώπων,αὐτῶν,body part
Rev,22,4,13,μετώπων,αὐτῶν,body part
Acts,24,23,13,μηδένα,ἰδίων,part-whole
Acts,4,17,19,μηδενὶ,ἀνθρώπων,part-whole
Rev,19,16,10,μηρὸν,αὐτοῦ,body part
