book,chapter,verse,position,head,word,new_relation
1Pet,1,8,13,ἀγαλλιᾶσθε,χαρᾷ,manner
Gal,5,18,3,ἄγεσθε,πνεύματι,manner
Gal,1,22,7,ἀγνοούμενος,ἐκκλησίαις,agent
Gal,1,22,5,ἀγνοούμενος,προσώπῳ,instrument
2Tim,3,6,16,ἀγόμενα,ἐπιθυμίαις,agent
Rom,8,14,3,ἄγονται,πνεύματι,manner
Matt,25,9,20,ἀγοράσατε,ἑαυταῖς,benefit
Matt,4,15,27,ἀγοράσωσιν,ἑαυτοῖς,benefit
Mark,6,36,12,ἀγοράσωσιν,ἑαυτοῖς,benefit
Mark,12,13,14,ἀγρεύσωσιν,λόγῳ,instrument
Col,3,16,28,ᾄδοντες,θεῷ,direct object
Matt,17,20,31,ἀδυνατήσει,ὑμῖν,other
Luke,19,37,22,αἰνεῖν,φωνῇ,manner
Rev,19,5,10,Αἰνεῖτε,θεῷ,direct object
1Cor,14,35,15,αἰσχρὸν,γυναικὶ,other
John,10,4,12,ἀκολουθεῖ,αὐτῷ,direct object
Acts,12,8,25,ἀκολούθει,μοι,direct object
John,1,43,17,Ἀκολούθει,μοι,direct object
John,21,19,16,Ἀκολούθει,μοι,direct object
John,21,22,15,ἀκολούθει,μοι,direct object
Luke,5,27,18,Ἀκολούθει,μοι,direct object
Luke,9,59,6,Ἀκολούθει,μοι,direct object
Luke,18,22,26,ἀκολούθει,μοι,direct object
Mark,2,14,16,Ἀκολούθει,μοι,direct object
Mark,10,21,30,ἀκολούθει,μοι,direct object
Matt,8,22,7,Ἀκολούθει,μοι,direct object
Matt,9,9,18,Ἀκολούθει,μοι,direct object
Matt,19,21,25,ἀκολούθει,μοι,direct object
John,12,26,5,ἀκολουθείτω,ἐμοὶ,direct object
Luke,9,23,22,ἀκολουθείτω,μοι,direct object
Mark,8,34,26,ἀκολουθείτω,μοι,direct object
Matt,16,24,23,ἀκολουθείτω,μοι,direct object
John,13,36,14,ἀκολουθῆσαι,μοι,direct object
John,13,37,10,ἀκολουθῆσαι,σοι,direct object
Matt,19,28,13,ἀκολουθήσαντές,μοι,direct object
John,1,40,17,ἀκολουθησάντων,αὐτῷ,direct object
Luke,22,10,18,ἀκολουθήσατε,αὐτῷ,direct object
Mark,14,13,22,ἀκολουθήσατε,αὐτῷ,direct object
John,10,5,1,ἀκολουθήσουσιν,ἀλλοτρίῳ,direct object
Luke,9,57,12,Ἀκολουθήσω,σοι,direct object
Luke,9,61,6,Ἀκολουθήσω,σοι,direct object
Matt,8,19,9,ἀκολουθήσω,σοι,direct object
Rev,14,4,15,ἀκολουθοῦντες,ἀρνίῳ,direct object
Luke,7,9,12,ἀκολουθοῦντι,αὐτῷ,direct object
Mark,6,1,12,ἀκολουθοῦσιν,αὐτῷ,direct object
John,10,27,14,ἀκολουθοῦσίν,μοι,direct object
John,20,6,7,ἀκολουθῶν,αὐτῷ,direct object
John,8,12,16,ἀκολουθῶν,ἐμοὶ,direct object
Acts,2,8,8,ἀκούομεν,διαλέκτῳ,other
Acts,24,4,15,ἀκοῦσαί,ἐπιεικείᾳ,manner
Acts,28,26,9,ἀκούσετε,Ἀκοῇ,Hebrew infinitive construct
Matt,13,14,9,ἀκούσετε,Ἀκοῇ,Hebrew infinitive construct
Acts,28,27,24,ἀκούσωσιν,ὠσὶν,instrument
Matt,13,15,24,ἀκούσωσιν,ὠσὶν,instrument
Mark,7,13,7,ἀκυροῦντες,παραδόσει,instrument
Jas,5,14,16,ἀλείψαντες,ἐλαίῳ,instrument
John,11,2,8,ἀλείψασα,μύρῳ,instrument
Gal,4,16,6,ἀληθεύων,ὑμῖν,direct object
Mark,9,49,3,ἁλισθήσεται,πυρὶ,instrument
Eph,4,23,4,ἀνανεοῦσθαι,πνεύματι,instrument
Matt,13,14,3,ἀναπληροῦται,αὐτοῖς,other
Luke,24,33,5,ἀναστάντες,ὥρᾳ,time
Mark,16,9,4,Ἀναστὰς,πρώτῃ,time
Heb,6,6,8,ἀνασταυροῦντας,ἑαυτοῖς,other
Mark,8,12,4,ἀναστενάξας,πνεύματι,other
Luke,24,7,18,ἀναστῆναι,ἡμέρᾳ,time
Luke,24,46,16,ἀναστῆναι,ἡμέρᾳ,time
Matt,22,24,22,ἀναστήσει,ἀδελφῷ,benefit
Acts,3,22,6,ἀναστήσει,ὑμῖν,benefit
Acts,7,37,11,ἀναστήσει,ὑμῖν,benefit
Luke,18,33,7,ἀναστήσεται,ἡμέρᾳ,time
John,6,39,23,ἀναστήσω,ἡμέρᾳ,time
John,6,40,28,ἀναστήσω,ἡμέρᾳ,time
John,6,54,19,ἀναστήσω,ἡμέρᾳ,time
Rev,8,4,8,ἀνέβη,προσευχαῖς,other
Acts,22,13,14,ἀνέβλεψα,ὥρᾳ,time
Matt,27,46,9,ἀνεβόησεν,φωνῇ,manner
Acts,23,14,9,ἀνεθεματίσαμεν,Ἀναθέματι,instrument
Acts,7,21,12,ἀνεθρέψατο,ἑαυτῇ,other
Acts,12,2,7,ἀνεῖλεν,μαχαίρῃ,instrument
Luke,4,33,13,ἀνέκραξεν,φωνῇ,manner
2Thess,2,8,12,ἀνελεῖ,πνεύματι,instrument
Acts,22,24,10,ἀνετάζεσθαι,μάστιξιν,instrument
Matt,4,16,20,ἀνέτειλεν,αὐτοῖς,other
Matt,4,16,12,ἀνέτειλεν,καθημένοις,other
Luke,1,42,3,ἀνεφώνησεν,κραυγῇ,manner
1Cor,16,9,3,ἀνέῳγεν,μοι,benefit
2Cor,2,12,13,ἀνεῳγμένης,μοι,benefit
Rom,9,19,10,ἀνθέστηκεν,βουλήματι,direct object
Rom,13,2,9,ἀνθέστηκεν,διαταγῇ,direct object
Acts,13,8,3,ἀνθίστατο,αὐτοῖς,direct object
Luke,2,38,8,ἀνθωμολογεῖτο,θεῷ,direct object
Luke,2,38,4,ἀνθωμολογεῖτο,ὥρᾳ,time
John,10,3,1,ἀνοίγει,τούτῳ,benefit
Luke,11,10,12,ἀνοιγήσεται,κρούοντι,benefit
Matt,7,8,12,ἀνοιγήσεται,κρούοντι,benefit
Luke,11,9,14,ἀνοιγήσεται,ὑμῖν,benefit
Matt,7,7,11,ἀνοιγήσεται,ὑμῖν,benefit
Col,4,3,10,ἀνοίξῃ,ἡμῖν,benefit
Luke,13,25,22,ἄνοιξον,ἡμῖν,benefit
Matt,25,11,12,ἄνοιξον,ἡμῖν,benefit
Luke,12,36,20,ἀνοίξωσιν,αὐτῷ,benefit
Acts,13,45,14,ἀντέλεγον,λαλουμένοις,direct object
2Tim,4,15,10,ἀντέστη,λόγοις,direct object
Gal,2,11,9,ἀντέστην,αὐτῷ,direct object
2Tim,3,8,8,ἀντέστησαν,Μωϋσεῖ,direct object
Luke,13,17,9,ἀντικείμενοι,αὐτῷ,direct object
Luke,21,15,17,ἀντικείμενοι,ὑμῖν,direct object
Gal,5,17,16,ἀντίκειται,ἀλλήλοις,direct object
1Tim,1,10,12,ἀντίκειται,διδασκαλίᾳ,direct object
John,19,12,28,ἀντιλέγει,Καίσαρι,direct object
Luke,6,38,17,ἀντιμετρηθήσεται,μέτρῳ,other
Acts,7,51,11,ἀντιπίπτετε,πνεύματι,direct object
Matt,5,39,8,ἀντιστῆναι,πονηρῷ,direct object
Jas,4,7,8,ἀντίστητε,διαβόλῳ,direct object
1Pet,5,9,1,ἀντίστητε,ᾧ,direct object
Rom,7,23,11,ἀντιστρατευόμενον,νόμῳ,direct object
Jas,5,6,7,ἀντιτάσσεται,ὑμῖν,direct object
1Pet,5,5,14,ἀντιτάσσεται,ὑπερηφάνοις,direct object
Jas,4,6,9,ἀντιτάσσεται,ὑπερηφάνοις,direct object
Rom,13,2,5,ἀντιτασσόμενος,ἐξουσίᾳ,direct object
Acts,27,15,10,ἀντοφθαλμεῖν,ἀνέμῳ,direct object
John,16,25,15,ἀπαγγελῶ,παρρησίᾳ,manner
Luke,12,20,9,ἀπαιτοῦσιν,νυκτὶ,time
Mark,14,13,16,ἀπαντήσει,ὑμῖν,direct object
Mark,14,30,14,ἀπαρνήσῃ,νυκτὶ,time
Eph,5,6,5,ἀπατάτω,λόγοις,instrument
Acts,4,33,2,ἀπεδίδουν,δυνάμει,manner
Rom,6,10,5,ἀπέθανεν,ἁμαρτίᾳ,other
Rom,6,2,6,ἀπεθάνομεν,ἁμαρτίᾳ,other
Gal,2,19,5,ἀπέθανον,νόμῳ,other
Rom,5,15,15,ἀπέθανον,παραπτώματι,instrument
1Pet,2,8,10,ἀπειθοῦντες,λόγῳ,direct object
1Pet,4,17,26,ἀπειθούντων,εὐαγγελίῳ,direct object
Rom,2,8,8,ἀπειθοῦσι,ἀληθείᾳ,direct object
Rom,2,8,9,ἀπειθοῦσι,πειθομένοις,conjunction
1Pet,3,1,13,ἀπειθοῦσιν,λόγῳ,direct object
John,3,36,13,ἀπειθῶν,υἱῷ,direct object
Col,2,5,5,ἄπειμι,σαρκὶ,other
Gal,5,5,3,ἀπεκδεχόμεθα,πνεύματι,instrument
Jas,1,18,4,ἀπεκύησεν,λόγῳ,instrument
Luke,20,10,2,ἀπέστειλεν,καιρῷ,time
Mark,12,2,7,ἀπέστειλεν,καιρῷ,time
Luke,14,17,7,ἀπέστειλεν,ὥρᾳ,time
Phlm,1,16,10,ἀπέχῃς,ἐμοί,benefit
Phil,1,19,5,ἀποβήσεται,μοι,benefit
Luke,21,13,2,ἀποβήσεται,ὑμῖν,benefit
1Pet,2,24,16,ἀπογενόμενοι,ἁμαρτίαις,other
1Tim,6,19,2,ἀποθησαυρίζοντας,ἑαυτοῖς,benefit
Rom,14,7,8,ἀποθνῄσκει,ἑαυτῷ,other
John,12,33,6,ἀποθνῄσκειν,θανάτῳ,cognate of verb
John,18,32,11,ἀποθνῄσκειν.,θανάτῳ,cognate of verb
Rom,14,8,12,ἀποθνῄσκομεν,κυρίῳ,other
Luke,17,30,5,ἀποκαλύπτεται,ᾗ,time
Col,1,5,6,ἀποκειμένην,ὑμῖν,benefit
Heb,9,27,6,ἀπόκειται,ἀνθρώποις,benefit
2Tim,4,8,3,ἀπόκειταί,μοι,benefit
Mark,16,3,7,ἀποκυλίσει,ἡμῖν,benefit
Heb,4,9,5,ἀπολείπεται,λαῷ,benefit
Rom,14,15,15,ἀπόλλυε,βρώματί,instrument
Luke,15,17,15,ἀπόλλυμαι,λιμῷ,instrument
Luke,10,11,15,ἀπομασσόμεθα,ὑμῖν,other
1Thess,2,17,10,ἀπορφανισθέντες,προσώπῳ,other
Acts,18,18,9,ἀποταξάμενος,ἀδελφοῖς,direct object
2Cor,2,13,17,ἀποταξάμενος,αὐτοῖς,direct object
Mark,6,46,3,ἀποταξάμενος,αὐτοῖς,direct object
Luke,9,61,14,ἀποτάξασθαι,εἰς,direct object
Luke,14,33,12,ἀποτάσσεται,ὑπάρχουσιν,direct object
Jude,1,11,18,ἀπώλοντο,ἀντιλογίᾳ,other
1Cor,5,3,6,ἀπὼν,σώματι,other
2Pet,2,3,8,ἀργεῖ,οἷς,other
Rom,8,8,6,ἀρέσαι,θεῷ,direct object
1Cor,7,34,34,ἀρέσῃ,ἀνδρί,direct object
1Cor,7,33,11,ἀρέσῃ,γυναικί,direct object
1Cor,7,32,15,ἀρέσῃ,κυρίῳ,direct object
2Tim,2,4,10,ἀρέσῃ,στρατολογήσαντι,direct object
Gal,1,10,10,ἀρέσκειν,ἀνθρώποις,direct object
Rom,15,1,13,ἀρέσκειν,ἑαυτοῖς,direct object
1Thess,4,1,23,ἀρέσκειν,θεῷ,direct object
1Thess,2,4,17,ἀρέσκοντες,θεῷ,direct object
1Thess,2,15,14,ἀρεσκόντων,θεῷ,direct object
1Cor,10,33,4,ἀρέσκω,πᾶσιν,direct object
John,14,8,11,ἀρκεῖ,ἡμῖν,other
2Cor,12,9,5,Ἀρκεῖ,σοι,other
Luke,3,14,21,ἀρκεῖσθε,ὀψωνίοις,other
1Tim,6,8,6,ἀρκεσθησόμεθα,τούτοις,other
Heb,13,5,6,ἀρκούμενοι,παροῦσιν,other
John,6,7,9,ἀρκοῦσιν,αὐτοῖς,other
Titus,1,16,6,ἀρνοῦνται,ἔργοις,instrument
Rom,4,19,5,ἀσθενήσας,πίστει,other
Rom,14,1,5,ἀσθενοῦντα,πίστει,other
Luke,4,40,9,ἀσθενοῦντας,νόσοις,other
Acts,7,20,10,ἀστεῖος,θεῷ,other
Acts,3,12,16,ἀτενίζετε,ἡμῖν,direct object
Acts,3,12,24,ἀτενίζετε,πεποιηκόσιν,direct object
Luke,4,20,18,ἀτενίζοντες,αὐτῷ,direct object
Acts,10,4,4,ἀτενίσας,αὐτῷ,direct object
Acts,14,9,8,ἀτενίσας,αὐτῷ,direct object
Acts,23,1,6,ἀτενίσας,συνεδρίῳ,direct object
Luke,22,56,12,ἀτενίσασα,αὐτῷ,direct object
Col,1,10,16,αὐξανόμενοι,ἐπιγνώσει,other
Acts,13,2,15,Ἀφορίσατε,μοι,benefit
Heb,7,3,14,ἀφωμοιωμένος,υἱῷ,direct object
Luke,3,16,8,βαπτίζω,ὕδατι,instrument
John,13,26,6,βάψω,ᾧ,benefit
Col,2,7,9,βεβαιούμενοι,πίστει,other
Heb,13,9,14,βεβαιοῦσθαι,βρώμασιν,instrument
Heb,13,9,9,βεβαιοῦσθαι,χάριτι,instrument
Rev,19,13,5,βεβαμμένον,αἵματι,other
Luke,9,32,10,βεβαρημένοι,ὕπνῳ,agent
Matt,12,5,9,βεβηλοῦσιν,σάββασιν,time
1Pet,4,2,7,βιῶσαι,θελήματι,manner
Heb,10,25,14,βλέπετε,ὅσῳ,other
Rev,18,21,17,βληθήσεται,ὁρμήματι,manner
Mark,9,24,12,βοήθει,ἀπιστίᾳ,direct object
Matt,15,25,9,βοήθει,μοι,direct object
Heb,2,18,9,βοηθῆσαι,πειραζομένοις,direct object
Acts,16,9,22,βοήθησον,ἡμῖν,direct object
Mark,9,22,19,βοήθησον,ἡμῖν,direct object
Acts,8,7,8,βοῶντα,φωνῇ,manner
Luke,7,38,10,βρέχειν,δάκρυσιν,instrument
1Cor,9,22,10,γέγονα,πᾶσιν,benefit
Rom,6,5,6,γεγόναμεν,ὁμοιώματι,other
Heb,5,11,14,γεγόνατε,ἀκοαῖς,other
Mark,5,33,10,γέγονεν,αὐτῇ,benefit
2Pet,2,20,22,γέγονεν,αὐτοῖς,benefit
Mark,9,21,12,γέγονεν,αὐτῷ,benefit
Rom,11,25,20,γέγονεν,Ἰσραὴλ,benefit
Luke,18,31,21,γεγραμμένα,υἱῷ,other
Rom,7,4,18,γενέσθαι,ἑτέρῳ,other
1Thess,1,7,7,γενέσθαι,πιστεύουσιν,benefit
Matt,8,13,11,γενηθήτω,σοι,benefit
Matt,15,28,14,γενηθήτω,σοι,benefit
Matt,9,29,12,γενηθήτω,ὑμῖν,benefit
Matt,18,19,21,γενήσεται,αὐτοῖς,benefit
1Cor,4,5,30,γενήσεται,ἑκάστῳ,benefit
John,15,7,18,γενήσεται,ὑμῖν,benefit
Rom,15,31,18,γένηται,ἁγίοις,other
Rom,7,3,10,γένηται,ἀνδρὶ,other
1Cor,8,9,12,γένηται,ἀσθενέσιν,benefit
Acts,20,16,11,γένηται,αὐτῷ,benefit
Rom,3,19,24,γένηται,θεῷ,other
Eph,6,3,3,γένηται,σοι,other
Luke,14,12,36,γένηται,σοι,benefit
John,5,14,21,γένηται,σοί,benefit
Matt,18,12,7,γένηταί,ἀνθρώπῳ,possession
Luke,1,13,22,γεννήσει,σοι,benefit
Gal,6,14,1,γένοιτο,ἐμοὶ,other
Luke,1,38,9,γένοιτό,μοι,other
Rom,7,3,28,γενομένην,ἀνδρὶ,other
Acts,20,3,7,γενομένης,αὐτῷ,benefit
Acts,1,16,22,γενομένου,συλλαβοῦσιν,benefit
1Cor,14,20,6,γίνεσθε,φρεσίν,other
1Cor,14,20,13,γίνεσθε,φρεσὶν,other
Heb,11,6,17,γίνεται,ἐκζητοῦσιν,benefit
1Pet,4,12,10,γινομένῃ,ὑμῖν,benefit
Acts,24,2,18,γινομένων,ἔθνει,benefit
3John,1,8,11,γινώμεθα,ἀληθείᾳ,other
Luke,12,46,15,γινώσκει,ᾗ,time
Matt,24,50,15,γινώσκει,ᾗ,time
Phil,4,5,6,γνωσθήτω,ἀνθρώποις,agent
Acts,28,22,15,γνωστὸν,ἡμῖν,agent
Acts,1,19,6,γνωστὸν,κατοικοῦσιν,agent
Acts,2,14,23,γνωστὸν,ὑμῖν,agent
Acts,13,38,4,γνωστὸν,ὑμῖν,agent
Acts,28,28,4,γνωστὸν,ὑμῖν,agent
John,18,15,17,γνωστὸς,ἀρχιερεῖ,agent
Acts,12,6,19,δεδεμένος,ἁλύσεσιν,instrument
John,11,44,10,δεδεμένος,κειρίαις,instrument
Acts,20,22,7,δεδεμένος,πνεύματι,agent
1Cor,7,27,2,δέδεσαι,γυναικί,other
Rom,7,2,7,δέδεται,ἀνδρὶ,other
Rom,7,2,9,δέδεται,νόμῳ,agent
John,8,33,8,δεδουλεύκαμεν,οὐδενὶ,direct object
Acts,21,33,10,δεθῆναι,ἁλύσεσι,instrument
Acts,26,9,5,δεῖν,ἐμαυτῷ,other
1Tim,6,15,2,δείξει,καιροῖς,time
Acts,16,37,9,Δείραντες,δημοσίᾳ,manner
Mark,5,3,10,δῆσαι,ἁλύσει,instrument
Acts,18,28,6,διακατηλέγχετο,δημοσίᾳ,manner
Acts,18,28,4,διακατηλέγχετο,Ἰουδαίοις,direct object
Luke,17,8,11,διακόνει,μοι,direct object
Acts,6,2,20,διακονεῖν,τραπέζαις,other
John,12,26,2,διακονῇ,ἐμοί,direct object
John,12,26,20,διακονῇ,ἐμοὶ,direct object
Phlm,1,13,10,διακονῇ,μοι,direct object
Luke,12,37,22,διακονήσει,αὐτοῖς,direct object
Acts,19,22,9,διακονούντων,αὐτῷ,direct object
Matt,27,55,17,διακονοῦσαι,αὐτῷ,direct object
Rom,15,25,8,διακονῶν,ἁγίοις,direct object
Jude,1,9,8,διακρινόμενος,διαβόλῳ,direct object
Luke,1,22,19,διανεύων,αὐτοῖς,direct object
Gal,2,6,11,διαφέρει,μοι,direct object
Matt,12,12,1,διαφέρει,πόσῳ,other
1Tim,2,12,3,διδάσκειν,γυναικὶ,other
Heb,11,29,1,διέβησαν,Πίστει,instrument
John,13,5,18,διεζωσμένος,ᾧ,agent
Rom,4,20,10,διεκρίθη,ἀπιστίᾳ,other
Acts,20,7,14,διελέγετο,αὐτοῖς,direct object
Acts,17,2,15,διελέξατο,αὐτοῖς,direct object
Acts,18,19,16,διελέξατο,Ἰουδαίοις,direct object
Acts,2,40,3,διεμαρτύρατο,λόγοις,instrument
Acts,7,54,6,διεπρίοντο,καρδίαις,other
Luke,1,51,8,διεσκόρπισεν,διανοίᾳ,other
Luke,4,39,15,διηκόνει,αὐτοῖς,direct object
Mark,1,31,15,διηκόνει,αὐτοῖς,direct object
Matt,8,15,15,διηκόνει,αὐτῷ,direct object
Matt,25,44,25,διηκονήσαμέν,σοι,direct object
Luke,8,3,14,διηκόνουν,αὐτοῖς,direct object
Mark,1,13,21,διηκόνουν,αὐτῷ,direct object
Mark,15,41,11,διηκόνουν,αὐτῷ,direct object
Matt,4,11,12,διηκόνουν,αὐτῷ,direct object
1Pet,1,12,5,διηκόνουν,ἑαυτοῖς,direct object
Luke,24,32,21,διήνοιγεν,ἡμῖν,benefit
Phil,1,7,4,δίκαιον,ἐμοὶ,other
Rom,3,24,5,δικαιούμενοι,χάριτι,instrument
Rom,3,28,4,δικαιοῦσθαι,πίστει,instrument
Titus,3,7,5,δικαιωθέντες,χάριτι,instrument
Gal,6,12,13,διώκωνται,σταυρῷ,other
Acts,25,27,3,δοκεῖ,μοι,direct object
Luke,10,36,7,δοκεῖ,σοι,direct object
Matt,17,25,14,δοκεῖ,σοι,direct object
Matt,22,17,5,δοκεῖ,σοι,direct object
John,11,56,15,δοκεῖ,ὑμῖν,direct object
Matt,18,12,2,δοκεῖ,ὑμῖν,direct object
Matt,21,28,3,δοκεῖ,ὑμῖν,direct object
Matt,22,42,3,δοκεῖ,ὑμῖν,direct object
Matt,26,66,2,δοκεῖ,ὑμῖν,direct object
Matt,24,44,8,δοκεῖτε,ᾗ,time
Heb,10,29,1,δοκεῖτε,πόσῳ,other
Luke,12,40,6,δοκεῖτε,ᾗ,time
Heb,12,10,10,δοκοῦν,αὐτοῖς,direct object
John,21,19,6,δοξάσει,θανάτῳ,instrument
John,17,5,10,δόξασόν,δόξῃ,instrument
Rom,6,6,20,δουλεύειν,ἁμαρτίᾳ,direct object
1Thess,1,9,21,δουλεύειν,θεῷ,direct object
Luke,16,13,25,δουλεύειν,θεῷ,direct object
Matt,6,24,24,δουλεύειν,θεῷ,direct object
Luke,16,13,5,δουλεύειν,κυρίοις,direct object
Matt,6,24,4,δουλεύειν,κυρίοις,direct object
Gal,4,9,19,δουλεύειν,οἷς,direct object
Gal,5,13,20,δουλεύετε,ἀλλήλοις,direct object
Col,3,24,11,δουλεύετε,κυρίῳ,direct object
Rom,12,11,9,δουλεύοντες,κυρίῳ,direct object
Rom,16,18,13,δουλεύουσιν,κοιλίᾳ,direct object
Rom,16,18,5,δουλεύουσιν,κυρίῳ,direct object
Rom,9,12,15,δουλεύσει,ἐλάσσονι,direct object
Acts,7,7,4,δουλεύσουσιν,ᾧ,direct object
Rom,7,25,16,δουλεύω,νοῒ,other
Rom,7,25,18,δουλεύω,νόμῳ,direct object
Rom,7,25,23,δουλεύω,νόμῳ,direct object
Luke,15,29,12,δουλεύω,σοι,direct object
Acts,20,19,3,δουλεύων,κυρίῳ,direct object
Rom,14,18,7,δουλεύων,Χριστῷ,direct object
Rom,6,22,10,δουλωθέντες,θεῷ,direct object
Luke,21,15,8,δυνήσονται,ᾗ,direct object
1Cor,14,7,13,δῷ,φθόγγοις,instrument
Rev,8,3,21,δώσει,προσευχαῖς,other
Mark,1,8,4,ἐβάπτισα,ὕδατι,instrument
Acts,1,5,5,ἐβάπτισεν,ὕδατι,instrument
Acts,11,16,12,ἐβάπτισεν,ὕδατι,instrument
2Pet,2,8,16,ἐβασάνιζεν,ἔργοις,instrument
Rom,5,17,6,ἐβασίλευσεν,παραπτώματι,instrument
2Cor,6,2,12,ἐβοήθησά,σοι,direct object
Rev,12,16,6,ἐβοήθησεν,γυναικί,direct object
Mark,15,34,8,ἐβόησεν,φωνῇ,manner
Mark,15,34,4,ἐβόησεν,ὥρᾳ,time
2Cor,1,15,4,ἐβουλόμην,πεποιθήσει,other
Luke,7,44,27,ἔβρεξέν,δάκρυσιν,instrument
Luke,17,29,3,ἔβρεξέν,ἡμέρᾳ,time
2Cor,3,3,13,ἐγγεγραμμένη,πνεύματι,instrument
Jas,4,8,6,ἐγγιεῖ,ὑμῖν,direct object
Acts,9,3,9,ἐγγίζειν,Δαμασκῷ,direct object
Heb,7,19,14,ἐγγίζομεν,θεῷ,direct object
Luke,15,1,3,ἐγγίζοντες,αὐτῷ,direct object
Acts,22,6,8,ἐγγίζοντι,Δαμασκῷ,direct object
Acts,10,9,8,ἐγγιζόντων,πόλει,direct object
Jas,4,8,3,ἐγγίσατε,θεῷ,direct object
Luke,3,8,31,ἐγεῖραι,Ἀβραάμ,benefit
Matt,3,9,25,ἐγεῖραι,Ἀβραάμ,benefit
Phil,1,17,14,ἐγείρειν,δεσμοῖς,other
Acts,11,26,8,ἐγένετο,αὐτοῖς,other
Acts,7,40,24,ἐγένετο,αὐτῷ,other
Mark,5,16,9,ἐγένετο,δαιμονιζομένῳ,other
Rom,7,13,4,ἐγένετο,ἐμοὶ,benefit
John,2,1,3,ἐγένετο,ἡμέρᾳ,time
Luke,9,37,5,Ἐγένετο,ἡμέρᾳ,time
2Tim,3,11,6,ἐγένετο,μοι,other
Acts,22,6,3,Ἐγένετο,μοι,other
Acts,22,17,3,Ἐγένετο,μοι,other
Luke,11,30,6,ἐγένετο,Νινευίταις,benefit
Luke,19,9,11,ἐγένετο,οἴκῳ,benefit
Heb,5,9,6,ἐγένετο,ὑπακούουσιν,benefit
1Cor,1,30,12,ἐγενήθη,ἡμῖν,benefit
1Thess,2,10,12,ἐγενήθημεν,ὑμῖν,other
Col,4,11,20,ἐγενήθησάν,μοι,other
1Thess,2,8,20,ἐγενήθητε,ἡμῖν,other
Acts,7,20,2,ἐγεννήθη,ᾧ,time
1Cor,9,22,3,ἐγενόμην,ἀσθενέσιν,other
Rom,10,20,17,ἐγενόμην,ἐπερωτῶσιν,other
1Cor,9,20,4,ἐγενόμην,Ἰουδαίοις,other
Luke,9,22,24,ἐγερθῆναι,ἡμέρᾳ,time
Matt,16,21,31,ἐγερθῆναι,ἡμέρᾳ,time
Matt,17,23,7,ἐγερθήσεται,ἡμέρᾳ,time
Matt,20,19,16,ἐγερθήσεται,ἡμέρᾳ,time
1Cor,15,4,8,ἐγήγερται,ἡμέρᾳ,time
Acts,2,43,4,Ἐγίνετο,ψυχῇ,other
1Pet,5,5,7,ἐγκομβώσασθε,ἀλλήλοις,other
Mark,5,29,12,ἔγνω,σώματι,other
John,4,53,8,ἔγνω,ὥρᾳ,time
Eph,3,5,3,ἐγνωρίσθη,γενεαῖς,time
John,8,6,16,ἔγραφεν,δακτύλῳ,instrument
Gal,6,11,4,ἔγραψα,γράμμασιν,manner
Gal,6,11,8,ἔγραψα,χειρί,instrument
Phlm,1,19,6,ἔγραψα,χειρί,instrument
Luke,22,7,7,ἔδει,ᾗ,time
Acts,12,21,3,ἐδημηγόρει,ἡμέρᾳ,time
John,19,40,10,ἔδησαν,ὀθονίοις,instrument
Mark,1,21,8,ἐδίδασκεν,σάββασιν,time
2Cor,12,7,14,ἐδόθη,σαρκί,other
Rom,3,13,7,ἐδολιοῦσαν,γλώσσαις,instrument
Luke,1,3,2,ἔδοξε,κἀμοὶ,direct object
Luke,1,3,3,ἔδοξε,παρηκολουθηκότι,direct object
Acts,15,25,3,ἔδοξεν,γενομένοις,direct object
Acts,15,25,5,ἔδοξεν,ἐκλεξαμένοις,direct object
Acts,15,25,2,ἔδοξεν,ἡμῖν,direct object
Gal,4,8,11,ἐδουλεύσατε,οὖσι,direct object
Rom,6,18,8,ἐδουλώθητε,δικαιοσύνῃ,direct object
Rom,7,4,8,ἐθανατώθητε,νόμῳ,other
Luke,13,14,8,ἐθεράπευσεν,σαββάτῳ,time
Acts,20,16,21,εἴη,αὐτῷ,benefit
Col,2,5,9,εἰμι,πνεύματι,other
1Cor,9,2,8,εἰμι,ὑμῖν,other
1Cor,15,10,1,εἰμι,χάριτι,other
John,14,9,6,εἰμι,χρόνῳ,time
1Cor,9,2,2,εἰμὶ,ἄλλοις,other
2Cor,7,11,32,εἶναι,πράγματι,other
Rom,4,16,16,εἶναι,σπέρματι,other
Matt,8,8,19,εἰπὲ,λόγῳ,instrument
Acts,23,11,4,εἶπεν,νυκτὶ,time
Luke,8,28,9,εἶπεν,φωνῇ,manner
Acts,14,10,3,εἶπεν,φωνῇ,manner
John,11,14,7,εἶπεν,παρρησίᾳ,manner
Acts,13,14,18,εἰσελθόντες,ἡμέρᾳ,time
Rev,22,14,19,εἰσέλθωσιν,πυλῶσιν,instrument
Acts,21,18,3,εἰσῄει,ἐπιούσῃ,time
John,17,9,16,εἰσιν,σοί,possession
Acts,24,11,8,εἰσίν,μοι,possession
Acts,21,23,8,εἰσὶν,ἡμῖν,possession
Luke,9,13,14,εἰσὶν,ἡμῖν,possession
Rom,13,3,12,εἰσὶν,κακῷ,other
Luke,4,16,13,εἰωθὸς,αὐτῷ,possession
Acts,17,2,6,εἰωθὸς,Παύλῳ,possession
Jas,2,25,16,ἐκβαλοῦσα,ὁδῷ,other
2Tim,3,9,12,ἔκδηλος,πᾶσιν,other
